x = -328.627, y = -393.701, z = 140.2143, angle = 144.3893, collision = h0003B2
x = -556.5206, y = -411.0513, z = -132.9125, angle = -5.61921, collision = h0006B2
x = -556.5184, y = -410.6367, z = -134.0839, angle = 20.00796, collision = h0006B2
x = -556.9114, y = -410.1172, z = -134.9561, angle = 39.44369, collision = h0006B2
x = -557.553, y = -409.7171, z = -135.8521, angle = 28.92093, collision = h0006B2
x = -557.9986, y = -409.4504, z = -136.807, angle = 18.12227, collision = h0006B2
x = -558.3709, y = -409.1941, z = -137.9259, angle = 16.61362, collision = h0006B2
x = -558.8376, y = -409.2198, z = -138.8334, angle = 83.34962, collision = h0006B2
x = -558.4078, y = -409.2258, z = -139.9033, angle = -95.8369, collision = h0006B2
x = -557.0912, y = -409.2113, z = -140.1219, angle = -40.82309, collision = h0006B2
x = -556.5393, y = -408.7695, z = -141.0456, angle = -18.78463, collision = h0006B2
x = -556.0374, y = -408.4263, z = -141.9673, angle = -58.92434, collision = h0006B2
x = -555.3442, y = -408.1455, z = -142.8085, angle = -20.3273, collision = h0006B2
x = -554.5476, y = -408.1736, z = -143.4219, angle = -50.46887, collision = h0506B2
x = -553.6213, y = -408.1267, z = -143.8317, angle = -43.64557, collision = h0506B2
x = -552.7783, y = -408.1328, z = -144.5692, angle = -10.32913, collision = h0506B2
x = -552.4863, y = -408.2952, z = -145.5772, angle = -17.44488, collision = h0506B2
x = -552.2377, y = -408.3738, z = -146.738, angle = -7.037308, collision = h0506B2
x = -552.1962, y = -408.4927, z = -147.8468, angle = 44.703, collision = h0506B2
x = -553.0275, y = -408.4422, z = -148.5889, angle = 68.91994, collision = h0506B2
x = -553.9676, y = -408.4505, z = -148.9315, angle = 70.44032, collision = h0506B2
x = -554.9717, y = -408.3923, z = -149.4154, angle = 56.34409, collision = h0506B2
x = -555.9285, y = -408.3404, z = -150.0542, angle = 55.8632, collision = h0506B2
x = -556.8108, y = -408.3068, z = -150.7224, angle = 45.43692, collision = h0506B2
x = -557.5236, y = -408.3043, z = -151.478, angle = 40.12146, collision = h0506B2
x = -558.2405, y = -408.2961, z = -152.3265, angle = 52.0168, collision = h0506B2
x = -559.1793, y = -408.2555, z = -153.0146, angle = 60.68846, collision = h0506B2
x = -560.1913, y = -408.0887, z = -153.4849, angle = 75.76221, collision = h0506B2
x = -561.1891, y = -407.9434, z = -153.671, angle = 86.83405, collision = h0506B2
x = -562.2968, y = -407.8085, z = -153.6467, angle = 100.783, collision = h0506B2
x = -563.2825, y = -407.687, z = -153.4025, angle = 113.8193, collision = h0506B2
x = -564.3759, y = -407.5515, z = -152.9574, angle = 115.2634, collision = h0506B2
x = -565.5379, y = -407.3913, z = -152.3592, angle = 130.642, collision = h0506B2
x = -566.5439, y = -407.5093, z = -151.4178, angle = 157.6862, collision = h0506B2
x = -567.1655, y = -407.6407, z = -150.5648, angle = 142.5796, collision = h0506B2
x = -568.1091, y = -407.7985, z = -149.5771, angle = 109.3236, collision = h0506B2
x = -569.4017, y = -408.0088, z = -149.0808, angle = 133.1183, collision = h0506B2
x = -570.1749, y = -408.1591, z = -148.4385, angle = 134.2545, collision = h0506B2
x = -571.0295, y = -408.3317, z = -147.7366, angle = 120.7978, collision = h0506B2
x = -572.1044, y = -408.5126, z = -147.4037, angle = 70.6853, collision = h0506B2
x = -573.1511, y = -408.6488, z = -147.3467, angle = 97.46352, collision = h0506B2
x = -574.3389, y = -408.8042, z = -147.2801, angle = -178.6816, collision = h0506B2
x = -574.6905, y = -408.9958, z = -146.2835, angle = -155.8352, collision = h0506B2
x = -575.6952, y = -409.2457, z = -145.4338, angle = 138.7356, collision = h0506B2
x = -576.6423, y = -409.4395, z = -144.8193, angle = 128.1774, collision = h0506B2
x = -577.4398, y = -409.6069, z = -144.1726, angle = 131.5435, collision = h0506B2
x = -578.4809, y = -409.8398, z = -143.2596, angle = 130.6466, collision = h0506B2
x = -579.5348, y = -410.0707, z = -142.3591, angle = 129.4515, collision = h0506B2
x = -580.5705, y = -410.3061, z = -141.4333, angle = 136.9212, collision = h0506B2
x = -581.511, y = -410.5564, z = -140.4162, angle = 140.0719, collision = h0506B2
x = -582.3713, y = -410.8826, z = -139.3278, angle = 153.1552, collision = h0506B2
x = -583.0501, y = -411.3835, z = -137.9443, angle = 159.84, collision = h0506B2
x = -583.5114, y = -411.8776, z = -136.6378, angle = 162.1692, collision = h0506B2
x = -583.8987, y = -412.321, z = -135.307, angle = 168.0924, collision = h0506B2
x = -584.1526, y = -412.7997, z = -133.9456, angle = 175.9321, collision = h0506B2
x = -584.2807, y = -413.271, z = -132.5638, angle = 176.2561, collision = h0506B2
x = -584.3108, y = -413.7324, z = -131.1787, angle = -135.9609, collision = h0506B2
x = -583.3851, y = -414.0214, z = -130.6, angle = -29.29258, collision = h0504B2
x = -582.6667, y = -414.0298, z = -131.4595, angle = -51.2918, collision = h0504B2
x = -581.8705, y = -414.0513, z = -132.5086, angle = -36.55733, collision = h0504B2
x = -581.0447, y = -414.0753, z = -133.625, angle = -42.45599, collision = h0504B2
x = -580.7949, y = -414.106, z = -134.8383, angle = 80.24507, collision = h0504B2
x = -581.8528, y = -414.1001, z = -134.994, angle = 125.119, collision = h0504B2
x = -581.624, y = -414.1256, z = -136.0242, angle = 48.57326, collision = h0504B2
x = -582.1009, y = -414.0716, z = -133.6707, angle = 150.5494, collision = h0504B2
x = -584.1621, y = -414.0391, z = -129.5743, angle = 118.285, collision = h0504B2
x = -585.5407, y = -414.0662, z = -128.8966, angle = 96.05196, collision = h0504B2
x = -586.915, y = -414.0958, z = -128.8188, angle = 61.32565, collision = h0504B2
x = -587.9641, y = -414.1253, z = -129.6099, angle = 9.511735, collision = h0504B2
x = -588.0551, y = -414.1366, z = -130.9526, angle = -12.77558, collision = h0504B2
x = -588.124, y = -414.1453, z = -132.104, angle = -2.361347, collision = h0504B2
x = -588.1699, y = -414.1544, z = -133.3524, angle = -21.37088, collision = h0504B2
x = -587.7171, y = -414.1593, z = -134.6453, angle = -47.3747, collision = h0504B2
x = -586.6198, y = -414.1536, z = -135.3308, angle = -79.00806, collision = h0504B2
x = -585.6144, y = -414.149, z = -135.9526, angle = 5.975555, collision = h0504B2
x = -585.6873, y = -414.2195, z = -137.3327, angle = -21.26482, collision = h0504B2
x = -585.1672, y = -414.2839, z = -138.6174, angle = -31.85175, collision = h0504B2
x = -584.597, y = -414.3113, z = -139.5314, angle = -50.68851, collision = h0504B2
x = -583.5135, y = -414.2971, z = -140.3825, angle = -66.64124, collision = h0504B2
x = -582.2582, y = -414.258, z = -140.9697, angle = -64.03224, collision = h0504B2
x = -581.0226, y = -414.2361, z = -141.5838, angle = -62.28719, collision = h0504B2
x = -579.8666, y = -414.2716, z = -142.3311, angle = -67.76601, collision = h0504B2
x = -578.9354, y = -414.293, z = -142.8489, angle = -67.76601, collision = h0504B2
x = -580.0543, y = -414.1985, z = -141.3289, angle = 97.4293, collision = h0504B2
x = -582.8544, y = -414.3806, z = -141.8524, angle = 98.31091, collision = h0504B2
x = -583.9727, y = -414.4415, z = -141.5532, angle = 111.8915, collision = h0504B2
x = -585.0717, y = -414.4839, z = -141.1246, angle = 113.2025, collision = h0504B2
x = -585.5515, y = -414.4347, z = -140.1962, angle = -142.1675, collision = h0504B2
x = -586.5754, y = -414.3542, z = -138.3335, angle = 101.3884, collision = h0504B2
x = -587.6893, y = -414.3765, z = -137.733, angle = -171.7775, collision = h0504B2
x = -587.3793, y = -414.2509, z = -136.4483, angle = -145.4946, collision = h0504B2
x = -589.0574, y = -414.2305, z = -135.1292, angle = 85.97272, collision = h0504B2
x = -590.4379, y = -414.2993, z = -135.1226, angle = 114.5937, collision = h0504B2
x = -591.1737, y = -414.2508, z = -134.2816, angle = -145.7442, collision = h0504B2
x = -590.3551, y = -414.1911, z = -133.1837, angle = -143.3161, collision = h0504B2
x = -589.4569, y = -414.1761, z = -132.1366, angle = -136.137, collision = h0504B2
x = -587.5717, y = -414.122, z = -127.851, angle = -170.6359, collision = h0504B2
x = -587.3806, y = -414.136, z = -126.4761, angle = -177.1956, collision = h0504B2
x = -587.3058, y = -414.1514, z = -125.0919, angle = -173.8671, collision = h0504B2
x = -586.9962, y = -414.1666, z = -123.7608, angle = -105.7486, collision = h0504B2
x = -585.544, y = -414.1577, z = -123.4037, angle = -82.56819, collision = h0504B2
x = -584.1743, y = -414.134, z = -123.5971, angle = -70.01253, collision = h0504B2
x = -582.8624, y = -414.1078, z = -124.0415, angle = -110.4024, collision = h0504B2
x = -581.9389, y = -414.1082, z = -123.4137, angle = 144.9589, collision = h0504B2
x = -582.6961, y = -414.1388, z = -122.2899, angle = 125.7556, collision = h0504B2
x = -583.6069, y = -414.1567, z = -121.3224, angle = -160.1596, collision = h0504B2
x = -583.1552, y = -414.1558, z = -120.0271, angle = -120.1809, collision = h0504B2
x = -581.9837, y = -414.1528, z = -119.659, angle = -66.35573, collision = h0504B2
x = -580.9746, y = -414.1497, z = -120.0336, angle = -76.21384, collision = h0504B2
x = -579.6325, y = -414.1449, z = -120.3746, angle = -71.08126, collision = h0504B2
x = -578.2926, y = -414.1257, z = -120.7111, angle = -121.2593, collision = h0504B2
x = -577.0677, y = -414.1259, z = -120.0786, angle = -87.31747, collision = h0504B2
x = -575.6898, y = -414.0952, z = -120.0742, angle = -84.79027, collision = h0504B2
x = -574.3101, y = -414.0639, z = -120.2076, angle = -49.31667, collision = h0504B2
x = -579.41, y = -414.1212, z = -121.468, angle = 53.71735, collision = h0504B2
x = -580.5363, y = -414.116, z = -122.2752, angle = 53.03549, collision = h0504B2
x = -583.069, y = -414.089, z = -125.1053, angle = 26.15506, collision = h0504B2
x = -583.6694, y = -414.0719, z = -126.3553, angle = 22.2118, collision = h0504B2
x = -584.1835, y = -414.0603, z = -127.6448, angle = 17.92553, collision = h0504B2
x = -584.8641, y = -414.0461, z = -130.3241, angle = -1.419272, collision = h0506B2
x = -570.7712, y = -408.1798, z = -149.2754, angle = 28.27818, collision = h0506B2
x = -571.4982, y = -412.8419, z = -150.5342, angle = 17.61152, collision = h0506B2
x = -571.0624, y = -412.3164, z = -149.7621, angle = -138.3094, collision = h0506B2
x = -571.2424, y = -412.29, z = -148.6491, angle = 163.1784, collision = h0506B2
x = -571.2826, y = -412.2178, z = -147.5121, angle = -155.9191, collision = h0506B2
x = -570.9316, y = -412.0944, z = -146.4728, angle = 152.8291, collision = h0506B2
x = -571.485, y = -412.0783, z = -145.5949, angle = 119.0495, collision = h0506B2
x = -571.2159, y = -411.974, z = -144.5528, angle = -103.6677, collision = h0006B2
x = -571.5762, y = -411.493, z = -143.1039, angle = -157.0191, collision = h0006B2
x = -571.0401, y = -410.9701, z = -142.164, angle = -163.9282, collision = h0006B2
x = -571.5408, y = -410.4603, z = -141.0784, angle = 131.9538, collision = h0006B2
x = -572.3521, y = -409.8939, z = -140.4481, angle = 145.7625, collision = h0006B2
x = -572.7315, y = -409.2309, z = -138.8687, angle = 163.7607, collision = h0006B2
x = -573.3943, y = -408.7277, z = -138.0446, angle = 178.858, collision = h0006B2
x = -573.7098, y = -408.121, z = -136.8389, angle = -162.7193, collision = h0006B2
x = -574.4868, y = -407.5598, z = -135.9366, angle = 115.065, collision = h0006B2
x = -575.3926, y = -406.9962, z = -135.0852, angle = 165.6566, collision = h0006B2
x = -575.6128, y = -406.3424, z = -133.7003, angle = -172.344, collision = h0006B2
x = -575.539, y = -405.9825, z = -132.3239, angle = -152.8084, collision = h0006B2
x = -575.0292, y = -405.7992, z = -131.1235, angle = -127.912, collision = h0006B2
x = -573.8626, y = -405.7161, z = -130.4927, angle = -58.24298, collision = h0006B2
x = -572.9324, y = -405.8188, z = -130.8713, angle = -92.4146, collision = h0006B2
x = -571.8715, y = -406.1175, z = -130.1434, angle = -120.3355, collision = h0006B2
x = -570.7609, y = -406.5, z = -130.0945, angle = -83.37431, collision = h0600B2
x = -569.7396, y = -406.5232, z = -129.9308, angle = -87.73235, collision = h0600B2
x = -569.0389, y = -406.6465, z = -130.6823, angle = 20.41153, collision = h0600B2
x = -569.7946, y = -406.6585, z = -131.4893, angle = 98.35867, collision = h0600B2
x = -569.3968, y = -406.7671, z = -128.9118, angle = -151.2982, collision = h0600B2
x = -568.7073, y = -407.7213, z = -127.4479, angle = -158.1638, collision = h0600B2
x = -567.5875, y = -407.9383, z = -127.6129, angle = -166.6335, collision = h0600B2
x = -568.0876, y = -407.8031, z = -126.6335, angle = 109.2008, collision = h0600B2
x = -568.8508, y = -407.9211, z = -125.6924, angle = -178.8072, collision = h0600B2
x = -568.5647, y = -408.6697, z = -124.1684, angle = -134.7575, collision = h0600B2
x = -567.889, y = -408.6129, z = -123.4142, angle = -57.52366, collision = h0600B2
x = -566.8766, y = -408.5663, z = -124.1156, angle = -26.34838, collision = h0600B2
x = -566.2892, y = -408.8907, z = -125.003, angle = -26.34838, collision = h0600B2
x = -570.0314, y = -407.922, z = -126.1079, angle = -54.66907, collision = h0600B2
x = -570.9785, y = -406.8254, z = -132.0581, angle = 30.56482, collision = h0600B2
x = -570.0203, y = -407.1111, z = -132.6424, angle = -0.9679881, collision = h0600B2
x = -569.9849, y = -407.336, z = -134.3861, angle = -0.6491821, collision = h0600B2
x = -568.896, y = -407.3824, z = -134.3609, angle = -45.98631, collision = h0600B2
x = -567.9116, y = -407.5356, z = -134.9034, angle = -42.22178, collision = h0600B2
x = -566.0558, y = -408.4672, z = -136.198, angle = -18.37156, collision = h0601B2
x = -564.9978, y = -408.1839, z = -136.1654, angle = -4.483678, collision = h0601B2
x = -565.0298, y = -407.6485, z = -137.0267, angle = -9.993196, collision = h0601B2
x = -564.9196, y = -407.3629, z = -138.1098, angle = 23.19351, collision = h0601B2
x = -565.9099, y = -407.5178, z = -138.3432, angle = -173.2767, collision = h0601B2
x = -565.2671, y = -408.7156, z = -135.1295, angle = -146.1479, collision = h0601B2
x = -564.1547, y = -408.8018, z = -134.9389, angle = -44.88918, collision = h0601B2
x = -563.3111, y = -408.904, z = -135.5599, angle = -148.8219, collision = h0601B2
x = -562.0076, y = -413.4015, z = -130.5869, angle = -167.1797, collision = h0006B2
x = -561.7283, y = -413.3552, z = -129.4146, angle = -167.6407, collision = h0006B2
x = -553.2032, y = -413.8813, z = -117.8077, angle = -163.9962, collision = h0504B2
x = -552.8238, y = -414.2115, z = -116.521, angle = -153.009, collision = h0504B2
x = -553.1794, y = -414.0752, z = -114.1089, angle = 26.3495, collision = h0504B2
x = -552.1157, y = -414.0086, z = -113.52, angle = -83.76694, collision = h0504B2
x = -550.0795, y = -414.1271, z = -113.8853, angle = -76.45258, collision = h0504B2
x = -554.2543, y = -414.0818, z = -114.3143, angle = 70.78422, collision = h0504B2
x = -555.5728, y = -414.0795, z = -114.747, angle = 73.79876, collision = h0504B2
x = -580.059, y = -414.1519, z = -119.018, angle = 48.58759, collision = h0504B2
x = -581.7443, y = -414.1491, z = -120.8178, angle = 25.76819, collision = h0504B2
x = -584.2237, y = -414.0991, z = -125.4091, angle = 50.99287, collision = h0504B2
x = -585.2634, y = -414.0966, z = -126.278, angle = 61.94341, collision = h0504B2
x = -586.3051, y = -414.1049, z = -126.8523, angle = 74.62634, collision = h0504B2
x = -588.7705, y = -414.1553, z = -127.4424, angle = 75.22388, collision = h0504B2
x = -590.0172, y = -414.183, z = -127.7697, angle = 88.60389, collision = h0504B2
x = -591.2631, y = -414.1904, z = -127.8431, angle = 106.2465, collision = h0504B2
x = -592.2504, y = -414.0667, z = -127.603, angle = 121.3917, collision = h0504B2
x = -593.7101, y = -413.5972, z = -126.7372, angle = 137.6745, collision = h0504B2
x = -594.5541, y = -413.7089, z = -125.8558, angle = 136.4294, collision = h0504B2
x = -597.5878, y = -414.4149, z = -123.4999, angle = 41.46313, collision = h0504B2
x = -598.428, y = -414.4085, z = -124.1407, angle = -0.5929014, collision = h0504B2
x = -598.4374, y = -414.2896, z = -125.5212, angle = -17.34318, collision = h0504B2
x = -597.8981, y = -414.0872, z = -127.2854, angle = 20.84082, collision = h0504B2
x = -598.5582, y = -413.9089, z = -128.2641, angle = 91.68098, collision = h0504B2
x = -599.6334, y = -413.9723, z = -128.2573, angle = 92.28339, collision = h0504B2
x = -601.0208, y = -414.0811, z = -128.1999, angle = 90.851, collision = h0504B2
x = -602.3992, y = -414.1573, z = -128.255, angle = 44.76339, collision = h0505B2
x = -603.3988, y = -414.299, z = -129.1991, angle = 61.84896, collision = h0505B2
x = -604.5905, y = -414.4432, z = -129.9034, angle = 82.31086, collision = h0505B2
x = -605.8015, y = -414.4285, z = -129.989, angle = 129.9626, collision = h0505B2
x = -606.0986, y = -414.5235, z = -130.9452, angle = 0.4807497, collision = h0505B2
x = -606.0992, y = -414.5596, z = -132.0518, angle = 4.984426, collision = h0505B2
x = -605.9929, y = -414.5968, z = -133.0781, angle = -16.19703, collision = h0505B2
x = -605.6552, y = -414.6457, z = -134.2021, angle = -26.91758, collision = h0505B2
x = -605.4044, y = -414.6876, z = -135.2081, angle = 11.74793, collision = h0505B2
x = -606.3575, y = -414.6809, z = -136.0767, angle = 84.91695, collision = h0505B2
x = -607.7214, y = -414.6313, z = -136.0859, angle = 109.5297, collision = h0505B2
x = -608.9996, y = -414.5383, z = -135.5579, angle = 118.362, collision = h0505B2
x = -610.3391, y = -414.429, z = -134.8817, angle = 99.65998, collision = h0505B2
x = -611.5281, y = -414.2706, z = -134.6326, angle = 82.85198, collision = h0505B2
x = -612.8521, y = -414.1426, z = -134.754, angle = 71.81014, collision = h0505B2
x = -613.9929, y = -414.3076, z = -135.1411, angle = 40.95308, collision = h0505B2
x = -614.9086, y = -414.3428, z = -136.1258, angle = 6.285741, collision = h0505B2
x = -615.0989, y = -414.3335, z = -137.2744, angle = -31.83508, collision = h0505B2
x = -614.3315, y = -414.1878, z = -138.6096, angle = -34.15707, collision = h0505B2
x = -613.7375, y = -414.1476, z = -139.6268, angle = 29.61432, collision = h0505B2
x = -614.2879, y = -414.1416, z = -140.7642, angle = 88.23495, collision = h0505B2
x = -615.4746, y = -414.2691, z = -140.9208, angle = 105.8011, collision = h0505B2
x = -616.6835, y = -414.3423, z = -140.6071, angle = 78.81767, collision = h0505B2
x = -617.9599, y = -414.3751, z = -140.7855, angle = 77.06661, collision = h0505B2
x = -619.1469, y = -414.411, z = -141.0563, angle = 49.5129, collision = h0505B2
x = -620.1959, y = -414.4313, z = -141.8444, angle = 19.49854, collision = h0505B2
x = -620.6239, y = -414.4164, z = -142.9611, angle = 1.936782, collision = h0505B2
x = -620.5145, y = -414.3431, z = -144.218, angle = -80.88024, collision = h0505B2
x = -619.1883, y = -414.2023, z = -144.5417, angle = -91.98594, collision = h0505B2
x = -617.852, y = -414.148, z = -144.5367, angle = -83.14992, collision = h0505B2
x = -616.6606, y = -414.1504, z = -144.6893, angle = -81.59067, collision = h0505B2
x = -615.3895, y = -414.28, z = -144.8931, angle = -33.99113, collision = h0505B2
x = -614.6199, y = -414.3461, z = -145.7537, angle = 23.61822, collision = h0505B2
x = -615.0964, y = -414.2875, z = -146.8419, angle = 83.95528, collision = h0505B2
x = -616.3508, y = -414.2251, z = -147.1277, angle = 93.75062, collision = h0505B2
x = -617.5625, y = -414.1702, z = -147.0562, angle = 53.08722, collision = h0505B2
x = -618.7313, y = -414.1066, z = -147.6819, angle = 47.6573, collision = h0505B2
x = -619.6095, y = -414.0263, z = -148.4872, angle = 26.38759, collision = h0505B2
x = -620.1134, y = -414.0205, z = -149.6554, angle = -54.97077, collision = h0505B2
x = -619.04, y = -414.0598, z = -150.5049, angle = -66.25072, collision = h0505B2
x = -617.8334, y = -414.1559, z = -151.0376, angle = -57.5743, collision = h0505B2
x = -616.8098, y = -414.1588, z = -151.6867, angle = -43.77, collision = h0505B2
x = -615.9385, y = -414.1563, z = -152.6057, angle = -42.66739, collision = h0505B2
x = -615.0737, y = -414.1713, z = -153.5433, angle = -17.91554, collision = h0505B2
x = -614.649, y = -414.2078, z = -154.665, angle = 5.354923, collision = h0505B2
x = -614.7045, y = -414.1671, z = -156.0004, angle = -8.607431, collision = h0505B2
x = -614.5474, y = -414.1298, z = -157.1926, angle = -4.531585, collision = h0505B2
x = -614.39, y = -413.9635, z = -158.5341, angle = -23.31898, collision = h0505B2
x = -613.9573, y = -413.8882, z = -159.6267, angle = -36.72803, collision = h0505B2
x = -613.2471, y = -413.9507, z = -160.6229, angle = -8.172431, collision = h0505B2
x = -613.1831, y = -413.8817, z = -161.9694, angle = 8.930609, collision = h0505B2
x = -613.4507, y = -413.8896, z = -163.3286, angle = 21.68152, collision = h0505B2
x = -613.9827, y = -413.8138, z = -164.6077, angle = 25.7837, collision = h0505B2
x = -614.6424, y = -413.9763, z = -165.8185, angle = 46.61368, collision = h0505B2
x = -615.765, y = -413.9858, z = -166.5425, angle = 116.7096, collision = h0505B2
x = -616.9277, y = -413.8561, z = -165.8557, angle = 157.5768, collision = h0505B2
x = -617.2697, y = -414.3796, z = -165.1503, angle = 165.3103, collision = h0505B2
x = -617.4514, y = -414.9913, z = -163.9918, angle = 176.4032, collision = h0505B2
x = -618.274, y = -414.8647, z = -164.7365, angle = 107.8022, collision = h0505B2
x = -619.5766, y = -414.7625, z = -164.3278, angle = 139.8711, collision = h0505B2
x = -620.2714, y = -414.7774, z = -163.5516, angle = 173.7914, collision = h0505B2
x = -620.673, y = -414.9326, z = -162.4504, angle = -124.668, collision = h0505B2
x = -619.3339, y = -415.1077, z = -162.2697, angle = -76.5313, collision = h0505B2
x = -618.2878, y = -415.0833, z = -163.0097, angle = -175.0767, collision = h0505B2
x = -619.3348, y = -414.9801, z = -161.1608, angle = 32.77724, collision = h0505B2
x = -618.4717, y = -415.0766, z = -161.7329, angle = -118.1674, collision = h0505B2
x = -617.723, y = -414.685, z = -160.8951, angle = -117.855, collision = h0505B2
x = -617.2031, y = -415.0309, z = -162.5435, angle = -146.0678, collision = h0505B2
x = -619.3751, y = -414.3827, z = -165.3111, angle = 9.821444, collision = h0505B2
x = -619.632, y = -413.8635, z = -166.2941, angle = 56.08149, collision = h0505B2
x = -620.3646, y = -413.8135, z = -167.0034, angle = -23.52965, collision = h0505B2
x = -619.9026, y = -414.2559, z = -168.2673, angle = 16.55572, collision = h0505B2
x = -620.2849, y = -414.3979, z = -169.4485, angle = 31.85573, collision = h0505B2
x = -619.6514, y = -414.6022, z = -170.441, angle = -12.98551, collision = h0505B2
x = -619.588, y = -414.676, z = -171.6029, angle = -19.90737, collision = h0505B2
x = -618.7314, y = -414.7496, z = -172.5181, angle = -132.9611, collision = h0505B2
x = -618.1328, y = -414.703, z = -171.5902, angle = 123.5969, collision = h0505B2
x = -620.9846, y = -414.5144, z = -170.1914, angle = 113.0239, collision = h0505B2
x = -622.3016, y = -414.4173, z = -169.4182, angle = 137.7239, collision = h0505B2
x = -623.2238, y = -414.2746, z = -168.3841, angle = 145.4821, collision = h0505B2
x = -623.8413, y = -414.0438, z = -167.1689, angle = 177.015, collision = h0505B2
x = -623.884, y = -413.8718, z = -165.7872, angle = 177.9624, collision = h0505B2
x = -624.046, y = -413.7866, z = -164.4196, angle = 161.4011, collision = h0505B2
x = -624.4508, y = -413.7434, z = -163.0956, angle = -159.0115, collision = h0505B2
x = -623.9909, y = -413.654, z = -161.8196, angle = -149.7126, collision = h0505B2
x = -623.4291, y = -413.6, z = -160.8982, angle = -128.4945, collision = h0505B2
x = -622.4001, y = -413.593, z = -159.9725, angle = -121.0093, collision = h0505B2
x = -621.2778, y = -413.6088, z = -159.1664, angle = -149.8435, collision = h0505B2
x = -620.6791, y = -413.6581, z = -157.9436, angle = 148.6964, collision = h0505B2
x = -621.4376, y = -413.6967, z = -156.8538, angle = 111.8811, collision = h0505B2
x = -622.5806, y = -413.775, z = -156.1019, angle = 137.3249, collision = h0505B2
x = -623.5789, y = -414.154, z = -155.1505, angle = 109.7611, collision = h0505B2
x = -624.8882, y = -414.4179, z = -154.7311, angle = 99.27288, collision = h0505B2
x = -625.9537, y = -414.4757, z = -154.5649, angle = 114.1419, collision = h0505B2
x = -627.2628, y = -414.6881, z = -154.2621, angle = 24.16866, collision = h0505B2
x = -627.6178, y = -414.5426, z = -155.4855, angle = -54.03995, collision = h0505B2
x = -626.4882, y = -414.3644, z = -156.2439, angle = -51.04027, collision = h0505B2
x = -625.5802, y = -414.08, z = -157.209, angle = -9.214567, collision = h0505B2
x = -625.384, y = -413.7935, z = -158.5807, angle = 0.4753675, collision = h0505B2
x = -625.3976, y = -413.7061, z = -159.9657, angle = 11.93313, collision = h0505B2
x = -625.616, y = -413.7126, z = -161.0214, angle = 19.70337, collision = h0505B2
x = -626.1035, y = -413.8046, z = -162.3159, angle = 32.5756, collision = h0505B2
x = -626.8881, y = -413.943, z = -163.4532, angle = 50.21819, collision = h0505B2
x = -627.9391, y = -414.0224, z = -164.3551, angle = 60.30151, collision = h0505B2
x = -629.0977, y = -414.0627, z = -164.4639, angle = 156.3578, collision = h0505B2
x = -629.6542, y = -414.0231, z = -163.2047, angle = 159.0449, collision = h0505B2
x = -630.1367, y = -413.9755, z = -161.9061, angle = 162.8457, collision = h0505B2
x = -630.9136, y = -413.9321, z = -160.6369, angle = 65.29742, collision = h0505B2
x = -631.9527, y = -413.9861, z = -161.2629, angle = -2.798574, collision = h0505B2
x = -631.9304, y = -414.0524, z = -162.6364, angle = -13.61183, collision = h0505B2
x = -631.6632, y = -414.1122, z = -163.9932, angle = 13.15989, collision = h0505B2
x = -631.9365, y = -414.1845, z = -165.3515, angle = 12.19075, collision = h0505B2
x = -632.3342, y = -414.2769, z = -166.6665, angle = 107.9872, collision = h0505B2
x = -633.551, y = -414.2129, z = -166.3316, angle = 135.1134, collision = h0505B2
x = -634.5295, y = -414.1861, z = -165.355, angle = 143.9232, collision = h0505B2
x = -635.1617, y = -414.1677, z = -164.4812, angle = 140.1535, collision = h0505B2
x = -636.0677, y = -414.145, z = -163.4419, angle = 124.1181, collision = h0505B2
x = -637.2206, y = -414.1227, z = -162.6748, angle = 112.8428, collision = h0505B2
x = -638.5148, y = -414.1968, z = -162.3253, angle = 7.957949, collision = h0505B2
x = -638.7276, y = -414.1281, z = -163.6564, angle = 0.6970754, collision = h0505B2
x = -638.73, y = -414.1538, z = -165.0425, angle = -17.68748, collision = h0505B2
x = -638.4279, y = -414.2127, z = -166.3848, angle = 66.84273, collision = h0505B2
x = -639.3129, y = -414.3315, z = -166.8584, angle = 100.4463, collision = h0505B2
x = -640.6665, y = -414.2628, z = -166.5807, angle = 103.3851, collision = h0505B2
x = -642.021, y = -414.1526, z = -166.2792, angle = 92.92419, collision = h0505B2
x = -643.3989, y = -414.1685, z = -166.2806, angle = 42.19633, collision = h0505B2
x = -643.9177, y = -414.1719, z = -167.2724, angle = -21.7961, collision = h0505B2
x = -643.4116, y = -414.1446, z = -168.5629, angle = -28.98209, collision = h0505B2
x = -642.7478, y = -414.2351, z = -169.7781, angle = -0.5358557, collision = h0505B2
x = -643.283, y = -414.2236, z = -170.83, angle = 99.69234, collision = h0505B2
x = -644.6329, y = -414.1554, z = -170.5615, angle = 106.1147, collision = h0505B2
x = -645.9365, y = -414.3218, z = -170.1019, angle = 113.158, collision = h0505B2
x = -647.2089, y = -414.4343, z = -169.552, angle = 115.0034, collision = h0505B2
x = -648.4671, y = -414.6451, z = -168.9702, angle = 84.07255, collision = h0505B2
x = -649.7695, y = -414.8448, z = -169.1745, angle = 28.53836, collision = h0505B2
x = -650.2336, y = -414.8474, z = -170.4255, angle = -22.37511, collision = h0505B2
x = -649.5583, y = -414.7314, z = -171.793, angle = -44.17527, collision = h0505B2
x = -648.5876, y = -414.5684, z = -172.7823, angle = -51.93226, collision = h0505B2
x = -647.4829, y = -414.3838, z = -173.6169, angle = -53.94835, collision = h0505B2
