x = -170.2277, y = -98.06839, z = -48.69937, angle = 117.8827, collision = h0007B0
x = -123.8053, y = -98.00995, z = -17.78925, angle = -80.59904, collision = h0026B0
x = -122.1665, y = -98.00944, z = -18.88819, angle = 6.320438, collision = h0026B0
x = -122.6808, y = -98.0097, z = -20.10589, angle = 92.29867, collision = h0026B0
x = -124.0917, y = -98.01027, z = -20.1185, angle = 36.13522, collision = h0026B0
x = -124.5612, y = -97.74121, z = -21.09069, angle = -81.07848, collision = h0026B0
x = -121.4167, y = -97.80627, z = -20.24436, angle = 16.10955, collision = h0026B0
x = -121.4087, y = -97.80103, z = -21.28249, angle = 27.33377, collision = h0026B0
x = -122.2217, y = -98.01005, z = -22.42892, angle = 77.73911, collision = h0026B0
x = -123.5804, y = -98.01031, z = -22.85732, angle = 40.49424, collision = h0026B0
x = -124.4208, y = -97.79006, z = -23.8172, angle = -3.927372, collision = h0026B0
x = -124.27, y = -97.89812, z = -25.0907, angle = -42.4509, collision = h0026B0
x = -123.1931, y = -98.01044, z = -24.83903, angle = -135.9993, collision = h0026B0
x = -122.2802, y = -98.01031, z = -24.00203, angle = -65.80492, collision = h0026B0
x = -121.2361, y = -97.73994, z = -24.66651, angle = -11.89378, collision = h0026B0
x = -120.8131, y = -97.73831, z = -26.02592, angle = -27.33418, collision = h0026B0
x = -120.5098, y = -97.73801, z = -27.33759, angle = 49.82225, collision = h0026B0
x = -121.4171, y = -97.80733, z = -28.11761, angle = 89.73238, collision = h0026B0
x = -122.5463, y = -98.01103, z = -28.1654, angle = 99.922, collision = h0026B0
x = -123.8049, y = -98.01097, z = -27.96959, angle = 106.6856, collision = h0026B0
x = -125.1141, y = -97.73844, z = -27.44002, angle = 158.8709, collision = h0026B0
x = -125.278, y = -97.73807, z = -26.11295, angle = -158.2204, collision = h0026B0
x = -122.9288, y = -98.01064, z = -25.94199, angle = 56.61783, collision = h0026B0
x = -124.0606, y = -98.01087, z = -26.79996, angle = 10.2054, collision = h0026B0
x = -123.1721, y = -98.01051, z = -29.08067, angle = 8.416391, collision = h0028B0
x = -123.0393, y = -97.99449, z = -30.40049, angle = -16.23404, collision = h0028B0
x = -122.874, y = -97.97724, z = -31.82271, angle = 11.25858, collision = h0028B0
x = -123.156, y = -97.9561, z = -33.22761, angle = 5.403349, collision = h0028B0
x = -123.2024, y = -97.93619, z = -34.64055, angle = -5.893661, collision = h0028B0
x = -123.0737, y = -97.92511, z = -35.89915, angle = -7.793273, collision = h0028B0
x = -124.1386, y = -97.93661, z = -36.39986, angle = 131.8732, collision = h0028B0
x = -125.2084, y = -97.96678, z = -35.73735, angle = 90.22318, collision = h0028B0
x = -126.3694, y = -97.99951, z = -35.85601, angle = 62.08307, collision = h0028B0
x = -127.7188, y = -98.01964, z = -36.39434, angle = 15.4559, collision = h0021B0
x = -128.1082, y = -97.81068, z = -37.48256, angle = -17.52952, collision = h0021B0
x = -127.7675, y = -97.7381, z = -38.43221, angle = 14.24579, collision = h0021B0
x = -129.138, y = -97.73804, z = -38.23442, angle = 91.83556, collision = h0021B0
x = -130.537, y = -97.73797, z = -38.02644, angle = 125.5481, collision = h0021B0
x = -131.6035, y = -97.80767, z = -37.48713, angle = -137.7001, collision = h0021B0
x = -130.4775, y = -98.01971, z = -36.69799, angle = -151.2158, collision = h0021B0
x = -130.8457, y = -98.01971, z = -35.62632, angle = 124.3277, collision = h0021B0
x = -130.9037, y = -97.85619, z = -34.62336, angle = 161.5731, collision = h0021B0
x = -131.104, y = -97.73818, z = -33.61866, angle = -92.41763, collision = h0021B0
x = -130.0685, y = -97.73816, z = -33.70515, angle = -62.18935, collision = h0021B0
x = -128.7989, y = -97.73806, z = -34.08147, angle = -101.318, collision = h0021B0
x = -127.8153, y = -97.73807, z = -33.89486, angle = -87.39117, collision = h0021B0
x = -128.1203, y = -98.01965, z = -34.95907, angle = 71.19935, collision = h0021B0
x = -129.4882, y = -98.01968, z = -35.36887, angle = 122.1324, collision = h0021B0
x = -122.7834, y = -98.01083, z = -27.0485, angle = -178.0906, collision = h0026B0
x = -124.0514, y = -98.01015, z = -18.92, angle = -131.8094, collision = h0026B0
x = -111.4088, y = -97.80732, z = -16.98905, angle = -39.25318, collision = h0025B0
x = -110.4618, y = -97.73958, z = -17.70309, angle = -89.38652, collision = h0025B0
x = -109.3639, y = -97.99293, z = -17.73613, angle = -123.9687, collision = h0025B0
x = -112.2675, y = -97.74406, z = -17.67414, angle = -33.5239, collision = h0025B0
x = -113.8086, y = -97.25462, z = -17.12912, angle = 91.18211, collision = h0024B0
x = -114.9873, y = -96.49749, z = -17.34651, angle = 44.60746, collision = h0024B0
x = -115.9468, y = -95.88084, z = -17.92916, angle = 66.67725, collision = h0024B0
x = -117.2146, y = -95.06675, z = -17.84417, angle = 99.45828, collision = h0024B0
x = -118.4909, y = -94.7529, z = -17.62463, angle = 139.5945, collision = h0024B0
x = -119.1278, y = -95.03455, z = -16.55113, angle = -141.1128, collision = h0024B0
x = -118.2183, y = -95.03453, z = -15.46956, angle = -178.1288, collision = h0024B0
x = -118.1912, y = -94.84326, z = -14.09498, angle = 161.3349, collision = h0024B0
x = -118.7298, y = -94.7529, z = -13.13244, angle = 100.4951, collision = h0024B0
x = -119.9818, y = -94.7529, z = -13.78609, angle = 40.86988, collision = h0024B0
x = -120.858, y = -95.03449, z = -14.95224, angle = 15.8347, collision = h0024B0
x = -121.3639, y = -95.03448, z = -16.30887, angle = 84.20821, collision = h0024B0
x = -122.7476, y = -95.03448, z = -16.53086, angle = 93.41425, collision = h0024B0
x = -124.0558, y = -95.03448, z = -16.52594, angle = 77.86914, collision = h0024B0
x = -125.4983, y = -94.95275, z = -16.80111, angle = 135.4848, collision = h0023B0
x = -126.234, y = -95.03441, z = -15.93556, angle = 148.4215, collision = h0023B0
x = -126.1672, y = -95.0344, z = -14.65419, angle = -131.9057, collision = h0023B0
x = -125.2095, y = -94.7529, z = -13.66686, angle = -146.2698, collision = h0024B0
x = -124.1929, y = -94.94347, z = -12.64451, angle = -82.51058, collision = h0024B0
x = -123.0778, y = -95.03448, z = -13.02775, angle = 13.61369, collision = h0024B0
x = -123.4081, y = -95.03448, z = -14.38199, angle = 25.47027, collision = h0024B0
x = -124.6359, y = -94.7529, z = -17.36476, angle = 58.20673, collision = h0024B0
x = -124.797, y = -94.7529, z = -18.40199, angle = 2.787509, collision = h0024B0
x = -124.912, y = -94.7529, z = -19.83505, angle = 11.38871, collision = h0024B0
x = -125.176, y = -94.7529, z = -21.24265, angle = 3.426023, collision = h0024B0
x = -125.2884, y = -94.7529, z = -22.67037, angle = -4.487844, collision = h0024B0
x = -125.2099, y = -94.7529, z = -24.09856, angle = -6.789672, collision = h0024B0
x = -125.0562, y = -94.7529, z = -25.366, angle = -4.287064, collision = h0024B0
x = -124.969, y = -94.7529, z = -26.79383, angle = 3.812953, collision = h0024B0
x = -125.0332, y = -94.7529, z = -28.22507, angle = -4.853, collision = h0024B0
x = -124.5659, y = -94.7529, z = -29.15461, angle = -55.44118, collision = h0024B0
x = -123.3027, y = -94.7529, z = -29.67116, angle = -75.25755, collision = h0024B0
x = -121.915, y = -94.7529, z = -30.02804, angle = -78.45367, collision = h0024B0
x = -120.5219, y = -94.7529, z = -30.3563, angle = -45.91539, collision = h0024B0
x = -120.4791, y = -94.7529, z = -29.28516, angle = -152.5696, collision = h0024B0
x = -120.4792, y = -94.7529, z = -28.06179, angle = -170.3638, collision = h0024B0
x = -120.4791, y = -94.7529, z = -26.66363, angle = -170.7638, collision = h0024B0
x = -120.4779, y = -94.7529, z = -25.24583, angle = -171.8766, collision = h0024B0
x = -120.4765, y = -94.7529, z = -23.82637, angle = -173.8435, collision = h0024B0
x = -120.4777, y = -94.7529, z = -22.56507, angle = -176.9526, collision = h0024B0
x = -120.5187, y = -94.7529, z = -21.13644, angle = 146.6536, collision = h0024B0
x = -120.9947, y = -94.7529, z = -19.84142, angle = -85.65479, collision = h0024B0
x = -123.0656, y = -94.7529, z = -30.87028, angle = -2.513305, collision = h0028B0
x = -123.0971, y = -94.39645, z = -32.29161, angle = -1.988937, collision = h0028B0
x = -123.0608, y = -93.80762, z = -33.2462, angle = -10.5546, collision = h0028B0
x = -122.9022, y = -93.22697, z = -34.18719, angle = -13.14236, collision = h0028B0
x = -122.6867, y = -92.65854, z = -35.11785, angle = -21.1921, collision = h0028B0
x = -122.88, y = -92.63087, z = -36.10826, angle = 6.618986, collision = h0028B0
x = -124.0236, y = -92.63399, z = -36.36749, angle = 57.24258, collision = h0028B0
x = -126.5195, y = -92.66208, z = -36.36235, angle = 65.79086, collision = h0028B0
x = -127.7485, y = -92.63415, z = -36.35915, angle = 67.98114, collision = h0028B0
x = -129.0692, y = -92.63453, z = -36.35596, angle = 70.03185, collision = h0028B0
x = -130.4174, y = -92.63492, z = -36.35292, angle = 79.03296, collision = h0028B0
x = -131.8219, y = -92.63532, z = -36.34998, angle = 83.45186, collision = h0028B0
x = -125.1112, y = -92.64581, z = -35.73908, angle = -112.3337, collision = h0028B0
x = -124.4569, y = -94.7529, z = -30.43508, angle = 119.4563, collision = h0024B0
x = -125.3679, y = -94.7529, z = -29.7816, angle = 168.6087, collision = h0024B0
x = -123.6046, y = -94.7529, z = -19.24505, angle = -100.4268, collision = h0024B0
x = -122.192, y = -94.7529, z = -19.00752, angle = -95.91257, collision = h0024B0
x = -120.9095, y = -94.7529, z = -18.70267, angle = -147.8658, collision = h0024B0
x = -120.9848, y = -94.7529, z = -17.46841, angle = 130.1185, collision = h0024B0
x = -125.119, y = -95.03448, z = -15.76464, angle = 128.2336, collision = h0024B0
x = -122.8589, y = -95.03448, z = -15.31449, angle = -82.23215, collision = h0024B0
x = -121.2956, y = -94.76208, z = -13.5654, angle = 144.759, collision = h0024B0
x = -122.1636, y = -95.03448, z = -12.42958, angle = 141.7501, collision = h0024B0
x = -123.2273, y = -95.03448, z = -11.69743, angle = 124.321, collision = h0024B0
x = -122.5571, y = -95.03448, z = -10.66954, angle = -100.0395, collision = h0024B0
x = -121.1599, y = -94.7529, z = -10.36201, angle = -159.858, collision = h0024B0
x = -121.1145, y = -94.7529, z = -9.223739, angle = 99.11485, collision = h0024B0
x = -122.5105, y = -95.03448, z = -8.969613, angle = 90.97478, collision = h0024B0
x = -123.943, y = -95.03448, z = -8.948382, angle = 114.5074, collision = h0024B0
x = -125.0397, y = -94.7529, z = -8.223239, angle = -145.3341, collision = h0024B0
x = -124.3794, y = -94.80181, z = -7.233739, angle = -107.1065, collision = h0024B0
x = -123.0458, y = -95.03448, z = -6.798782, angle = -113.2587, collision = h0024B0
x = -121.838, y = -95.03448, z = -6.761047, angle = -153.5248, collision = h0024B0
x = -121.2663, y = -94.75327, z = -5.511218, angle = 132.7541, collision = h0024B0
x = -122.3322, y = -95.03448, z = -4.816948, angle = 83.4742, collision = h0024B0
x = -123.7563, y = -95.03448, z = -4.972859, angle = 94.23283, collision = h0024B0
x = -124.8889, y = -94.75301, z = -4.662463, angle = -175.2921, collision = h0024B0
x = -124.5015, y = -95.03439, z = -3.436766, angle = -124.6972, collision = h0024B0
x = -123.6226, y = -95.03424, z = -2.402842, angle = 161.1834, collision = h0024B0
x = -124.1607, y = -94.7529, z = -1.104351, angle = 111.8049, collision = h0024B0
x = -125.4834, y = -94.7529, z = -0.6396137, angle = 61.16619, collision = h0023B0
x = -126.5124, y = -95.03477, z = -1.451708, angle = 9.261573, collision = h0023B0
x = -126.7476, y = -95.03475, z = -2.696512, angle = 39.11097, collision = h0023B0
x = -127.7148, y = -95.03469, z = -3.622342, angle = 129.6738, collision = h0023B0
x = -128.8487, y = -95.03462, z = -2.832292, angle = 136.9274, collision = h0023B0
x = -129.8713, y = -95.03455, z = -1.85512, angle = 86.62275, collision = h0023B0
x = -131.2836, y = -95.03446, z = -1.906704, angle = 89.57439, collision = h0023B0
x = -132.2937, y = -95.0344, z = -1.937853, angle = 96.17061, collision = h0023B0
x = -133.4935, y = -95.04005, z = -1.865885, angle = 96.38918, collision = h0022B0
x = -133.9606, y = -95.04005, z = -3.040015, angle = 29.28056, collision = h0022B0
x = -134.4448, y = -95.04005, z = -3.960343, angle = 64.56136, collision = h0022B0
x = -135.3159, y = -95.04005, z = -4.466317, angle = 60.18671, collision = h0022B0
x = -135.9727, y = -95.04059, z = -5.635268, angle = 47.29526, collision = h0022B0
x = -137.0204, y = -95.04059, z = -5.727098, angle = 84.21699, collision = h0022B0
x = -138.0531, y = -94.75306, z = -4.955582, angle = 177.482, collision = h0022B0
x = -137.6926, y = -94.753, z = -3.693637, angle = -91.93395, collision = h0022B0
x = -136.4989, y = -95.04005, z = -3.742255, angle = -35.96978, collision = h0022B0
x = -134.5752, y = -94.92647, z = -5.511707, angle = -151.1443, collision = h0022B0
x = -134.0885, y = -94.7529, z = -0.7483101, angle = -150.0416, collision = h0022B0
x = -130.6325, y = -95.03451, z = -3.061723, angle = -9.75948, collision = h0023B0
x = -130.4075, y = -94.75294, z = -4.320024, angle = -32.92923, collision = h0023B0
x = -129.5365, y = -94.7528, z = -5.346201, angle = -25.66724, collision = h0023B0
x = -129.1892, y = -94.75278, z = -6.567199, angle = 8.349277, collision = h0023B0
x = -129.388, y = -94.75278, z = -7.921326, angle = -2.454674, collision = h0023B0
x = -129.3342, y = -94.75278, z = -9.398614, angle = -2.894402, collision = h0023B0
x = -129.2387, y = -94.75278, z = -10.73581, angle = -6.142403, collision = h0023B0
x = -129.1318, y = -94.75278, z = -11.73129, angle = -6.290973, collision = h0023B0
x = -129.1499, y = -94.75302, z = -13.01533, angle = -10.29887, collision = h0023B0
x = -128.7424, y = -95.03481, z = -14.37703, angle = -68.07487, collision = h0023B0
x = -127.5521, y = -95.03462, z = -15.11781, angle = -18.22976, collision = h0023B0
x = -127.4078, y = -95.0346, z = -16.49495, angle = 4.729524, collision = h0023B0
x = -127.7274, y = -94.75278, z = -17.85567, angle = 101.8163, collision = h0023B0
x = -128.668, y = -94.75317, z = -17.24255, angle = -154.8721, collision = h0023B0
x = -129.6943, y = -95.03496, z = -15.26506, angle = 22.18704, collision = h0023B0
x = -130.3251, y = -95.03506, z = -16.54259, angle = 40.77304, collision = h0023B0
x = -131.2919, y = -94.75327, z = -17.59472, angle = 114.1504, collision = h0023B0
x = -132.1767, y = -94.77378, z = -17.05107, angle = -177.8593, collision = h0023B0
x = -132.1573, y = -95.03535, z = -15.63198, angle = -171.8815, collision = h0023B0
x = -131.9901, y = -94.94192, z = -14.21148, angle = 142.1704, collision = h0023B0
x = -133.1313, y = -94.75335, z = -13.60005, angle = 94.28584, collision = h0022B0
x = -134.5386, y = -94.92104, z = -13.3976, angle = 111.5436, collision = h0022B0
x = -135.8267, y = -95.04037, z = -12.78755, angle = 141.1872, collision = h0022B0
x = -136.6475, y = -95.04041, z = -11.81928, angle = 145.4696, collision = h0022B0
x = -137.4198, y = -94.78206, z = -10.61485, angle = 161.5276, collision = h0022B0
x = -137.8765, y = -94.75317, z = -9.257489, angle = 169.0143, collision = h0022B0
x = -137.7941, y = -94.7532, z = -7.888612, angle = -124.1192, collision = h0022B0
x = -136.597, y = -95.04054, z = -7.14198, angle = -55.85376, collision = h0022B0
x = -135.6413, y = -95.04052, z = -8.005497, angle = 5.67448, collision = h0022B0
x = -135.7196, y = -95.04048, z = -9.268045, angle = -36.35685, collision = h0022B0
x = -134.8256, y = -95.04045, z = -10.24093, angle = -130.0181, collision = h0022B0
x = -133.834, y = -94.75329, z = -9.355363, angle = -177.8341, collision = h0022B0
x = -133.7454, y = -94.75327, z = -7.926451, angle = -177.4009, collision = h0022B0
x = -134.0095, y = -94.75327, z = -6.939991, angle = 65.63096, collision = h0022B0
x = -136.1006, y = -95.04044, z = -10.87672, angle = 99.75441, collision = h0022B0
x = -138.2976, y = -94.75315, z = -11.17948, angle = -17.49694, collision = h0022B0
x = -137.6356, y = -94.75307, z = -12.40152, angle = -58.87288, collision = h0022B0
x = -135.1285, y = -95.04034, z = -14.37822, angle = -14.57099, collision = h0022B0
x = -134.7657, y = -95.0403, z = -15.70728, angle = -17.28356, collision = h0022B0
x = -134.5603, y = -95.04028, z = -16.68756, angle = 54.5454, collision = h0022B0
x = -135.5364, y = -95.04024, z = -17.45715, angle = 75.27647, collision = h0022B0
x = -136.8358, y = -95.04023, z = -17.83602, angle = 6.807048, collision = h0022B0
x = -137.1264, y = -94.9915, z = -19.07988, angle = -36.89183, collision = h0022B0
x = -136.5916, y = -95.04017, z = -19.92509, angle = -83.99582, collision = h0022B0
x = -135.7109, y = -95.04018, z = -19.30368, angle = -60.85703, collision = h0022B0
x = -134.3388, y = -94.7824, z = -19.39141, angle = -48.18208, collision = h0022B0
x = -133.6501, y = -94.75308, z = -20.48847, angle = 38.23019, collision = h0022B0
x = -134.2366, y = -94.75494, z = -21.32335, angle = 67.31929, collision = h0022B0
x = -135.4695, y = -95.04011, z = -21.75595, angle = 101.2607, collision = h0022B0
x = -136.8627, y = -95.04012, z = -21.69971, angle = 52.85647, collision = h0022B0
x = -137.7522, y = -94.75288, z = -22.71513, angle = -24.33014, collision = h0021B0
x = -137.1418, y = -94.75745, z = -23.87222, angle = -81.24286, collision = h0021B0
x = -136.1558, y = -94.76427, z = -24.13891, angle = -54.78399, collision = h0021B0
x = -135.1758, y = -94.76672, z = -24.93379, angle = 8.531111, collision = h0021B0
x = -135.7259, y = -94.77399, z = -26.0164, angle = 97.07082, collision = h0021B0
x = -136.8698, y = -94.77452, z = -25.90191, angle = 104.2329, collision = h0021B0
x = -137.9919, y = -95.03485, z = -25.65597, angle = 60.30387, collision = h0021B0
x = -138.3072, y = -95.57389, z = -26.51055, angle = -10.85187, collision = h0021B0
x = -138.1621, y = -96.18178, z = -27.46421, angle = -30.22824, collision = h0021B0
x = -137.6941, y = -96.7258, z = -28.30967, angle = -67.66763, collision = h0021B0
x = -135.7441, y = -97.81915, z = -29.16895, angle = -92.96512, collision = h0021B0
x = -135.6083, y = -98.02002, z = -28.06206, angle = -156.5864, collision = h0021B0
x = -135.2005, y = -98.02001, z = -26.82129, angle = -137.8974, collision = h0021B0
x = -134.8728, y = -98.02, z = -25.80995, angle = -85.28349, collision = h0021B0
x = -136.2162, y = -98.02001, z = -27.24748, angle = 173.5846, collision = h0021B0
x = -136.0594, y = -98.02001, z = -26.19793, angle = -135.0154, collision = h0021B0
x = -134.1264, y = -97.73342, z = -27.83342, angle = -33.45999, collision = h0021B0
x = -133.5699, y = -97.73519, z = -28.82399, angle = -26.35239, collision = h0021B0
x = -133.6767, y = -97.73533, z = -29.8687, angle = 46.22548, collision = h0021B0
x = -134.6991, y = -98.02003, z = -30.89066, angle = 31.79243, collision = h0021B0
x = -135.6008, y = -98.02004, z = -31.98232, angle = 76.24117, collision = h0021B0
x = -136.8166, y = -98.02004, z = -32.35816, angle = 21.73219, collision = h0021B0
x = -137.1142, y = -97.9954, z = -33.54835, angle = -67.80595, collision = h0021B0
x = -135.8055, y = -98.02003, z = -34.04265, angle = -113.1842, collision = h0021B0
x = -134.7094, y = -98.02003, z = -33.99533, angle = -76.53799, collision = h0021B0
x = -133.679, y = -97.73828, z = -34.03989, angle = -47.09201, collision = h0021B0
x = -132.782, y = -98.01976, z = -35.11598, angle = 11.81979, collision = h0021B0
x = -133.0454, y = -98.01976, z = -36.51032, angle = -15.69362, collision = h0021B0
x = -132.8993, y = -97.73794, z = -37.74128, angle = 72.24297, collision = h0021B0
x = -134.1274, y = -97.73788, z = -37.78003, angle = 171.5735, collision = h0021B0
x = -134.217, y = -98.01979, z = -36.50285, angle = 178.2382, collision = h0021B0
x = -134.3734, y = -98.0198, z = -35.38221, angle = 101.7773, collision = h0021B0
x = -135.665, y = -98.01983, z = -35.48177, angle = 1.294362, collision = h0021B0
x = -135.758, y = -98.01982, z = -36.77774, angle = 34.54525, collision = h0021B0
x = -136.6071, y = -97.73804, z = -37.73675, angle = 90.36633, collision = h0021B0
x = -137.8781, y = -97.73813, z = -37.70362, angle = 177.5375, collision = h0021B0
x = -138.2253, y = -98.01988, z = -36.73692, angle = -156.1309, collision = h0021B0
x = -137.8596, y = -98.01987, z = -35.35959, angle = 151.6619, collision = h0021B0
x = -138.5451, y = -97.73829, z = -34.10509, angle = 69.40519, collision = h0021B0
x = -139.5786, y = -97.80186, z = -34.55143, angle = 4.841661, collision = h0021B0
x = -140.178, y = -98.0131, z = -35.58742, angle = 16.48916, collision = h0021B0
x = -140.5701, y = -98.01994, z = -36.53131, angle = 14.51802, collision = h0021B0
x = -140.9261, y = -97.73787, z = -37.86225, angle = 56.00751, collision = h0021B0
x = -142.0999, y = -97.73804, z = -38.26437, angle = 163.0459, collision = h0021B0
x = -142.5794, y = -98.01998, z = -36.89912, angle = -166.061, collision = h0021B0
x = -142.236, y = -98.01997, z = -35.70827, angle = -148.0044, collision = h0021B0
x = -141.8461, y = -97.78966, z = -34.53703, angle = 109.7072, collision = h0021B0
x = -142.8917, y = -97.73829, z = -34.19962, angle = 25.33786, collision = h0021B0
x = -143.5714, y = -98.02, z = -35.1873, angle = 31.02708, collision = h0021B0
x = -144.0997, y = -98.02002, z = -36.06085, angle = 41.16567, collision = h0021B0
x = -144.9942, y = -98.07003, z = -36.98441, angle = 76.45281, collision = h0020B0
x = -146.3044, y = -98.01112, z = -37.3298, angle = 149.0118, collision = h0020B0
x = -147.0916, y = -98.07003, z = -36.22898, angle = -165.0102, collision = h0020B0
x = -146.8578, y = -98.07003, z = -34.96966, angle = 146.013, collision = h0020B0
x = -147.7106, y = -97.78769, z = -34.11246, angle = 25.31733, collision = h0020B0
x = -148.4374, y = -98.07003, z = -35.35322, angle = 14.29309, collision = h0020B0
x = -148.7595, y = -98.07003, z = -36.59764, angle = 26.12386, collision = h0020B0
x = -149.6367, y = -97.79576, z = -37.62908, angle = 133.0683, collision = h0020B0
x = -150.6572, y = -98.07003, z = -36.80477, angle = 160.0296, collision = h0020B0
x = -151.0337, y = -98.07003, z = -35.8648, angle = 169.8951, collision = h0020B0
x = -151.4144, y = -98.01694, z = -34.75711, angle = 68.98261, collision = h0020B0
x = -152.3921, y = -98.07003, z = -34.99645, angle = 17.81754, collision = h0020B0
x = -152.8288, y = -98.07003, z = -36.30283, angle = -14.5728, collision = h0020B0
x = -152.3682, y = -97.90684, z = -37.48599, angle = -109.8524, collision = h0020B0
x = -149.671, y = -98.07003, z = -35.94366, angle = -130.7238, collision = h0020B0
x = -149.758, y = -97.79246, z = -34.42667, angle = 76.89356, collision = h0020B0
x = -154.3232, y = -98.07047, z = -36.23849, angle = 153.2173, collision = h0020B0
x = -154.8295, y = -98.07031, z = -35.35189, angle = -178.2665, collision = h0020B0
x = -154.5648, y = -98.07003, z = -34.20977, angle = -64.50388, collision = h0020B0
x = -153.7482, y = -98.07003, z = -35.03772, angle = 103.2245, collision = h0020B0
x = -155.2407, y = -98.07003, z = -33.07132, angle = 153.7115, collision = h0020B0
x = -155.745, y = -98.07003, z = -32.14607, angle = 96.2209, collision = h0020B0
x = -157.0476, y = -97.93734, z = -31.79809, angle = 173.9574, collision = h0020B0
x = -157.0333, y = -97.94877, z = -30.66398, angle = -93.99635, collision = h0020B0
x = -155.7157, y = -98.07003, z = -30.46219, angle = -147.7283, collision = h0020B0
x = -155.3103, y = -98.07003, z = -29.20341, angle = 115.5825, collision = h0020B0
x = -156.3898, y = -98.07003, z = -28.38812, angle = 173.1435, collision = h0020B0
x = -156.5509, y = -98.07003, z = -27.39706, angle = 173.3843, collision = h0020B0
x = -156.7055, y = -98.07003, z = -26.05568, angle = 159.0501, collision = h0020B0
x = -157.2023, y = -97.82632, z = -24.86816, angle = 159.1684, collision = h0020B0
x = -157.3095, y = -97.79056, z = -23.50524, angle = -156.4178, collision = h0020B0
x = -156.6632, y = -98.07003, z = -22.22756, angle = -150.8248, collision = h0020B0
x = -155.7879, y = -98.07003, z = -21.13339, angle = -108.3693, collision = h0020B0
x = -154.4267, y = -98.02302, z = -20.82642, angle = -57.61759, collision = h0020B0
x = -153.3627, y = -97.78791, z = -21.72404, angle = 1.909407, collision = h0020B0
x = -153.4384, y = -97.78783, z = -22.95829, angle = 58.48363, collision = h0020B0
x = -154.6083, y = -98.07003, z = -23.39413, angle = 151.2437, collision = h0020B0
x = -154.9693, y = -98.07003, z = -22.1802, angle = -93.28934, collision = h0020B0
x = -154.3195, y = -97.94148, z = -24.5324, angle = 2.90324, collision = h0020B0
x = -154.4039, y = -98.01068, z = -25.95845, angle = 15.74816, collision = h0020B0
x = -154.8929, y = -98.07003, z = -27.28838, angle = 47.06261, collision = h0020B0
x = -153.4975, y = -97.78794, z = -27.44001, angle = -174.1437, collision = h0020B0
x = -155.4576, y = -98.07003, z = -25.52913, angle = 57.62347, collision = h0020B0
x = -158.1392, y = -97.78882, z = -25.32332, angle = -12.5848, collision = h0020B0
x = -157.7227, y = -97.78875, z = -26.67963, angle = -1.75305, collision = h0020B0
x = -157.7135, y = -97.78892, z = -28.06066, angle = -14.37394, collision = h0020B0
x = -157.4011, y = -97.7889, z = -29.34112, angle = -25.7117, collision = h0020B0
x = -157.8716, y = -97.789, z = -32.41659, angle = 7.997783, collision = h0020B0
x = -157.6007, y = -97.78904, z = -33.46016, angle = -14.38129, collision = h0027B0
x = -157.5639, y = -97.78894, z = -34.71148, angle = 9.443679, collision = h0027B0
x = -157.8535, y = -97.78849, z = -36.08426, angle = 28.88628, collision = h0027B0
x = -158.1358, y = -97.78807, z = -37.22165, angle = -11.3911, collision = h0027B0
x = -157.6958, y = -97.7884, z = -38.54353, angle = -50.74297, collision = h0027B0
x = -156.5539, y = -98.07086, z = -39.38749, angle = -89.56655, collision = h0027B0
x = -155.1534, y = -98.0706, z = -39.60323, angle = -43.02217, collision = h0027B0
x = -154.3846, y = -98.00507, z = -40.57645, angle = -14.30921, collision = h0027B0
x = -154.1656, y = -97.82339, z = -41.65638, angle = 39.27277, collision = h0027B0
x = -155.1078, y = -98.07024, z = -42.46393, angle = 102.9579, collision = h0027B0
x = -156.338, y = -98.0705, z = -42.16734, angle = 94.53596, collision = h0027B0
x = -157.6099, y = -97.78809, z = -42.37937, angle = 2.137931, collision = h0027B0
x = -157.4225, y = -97.78815, z = -43.68982, angle = -90.37868, collision = h0027B0
x = -156.0275, y = -98.07026, z = -43.7337, angle = -77.5276, collision = h0027B0
x = -154.6717, y = -98.06995, z = -44.13251, angle = -55.94859, collision = h0027B0
x = -153.7734, y = -97.78811, z = -44.97093, angle = 56.72751, collision = h0027B0
x = -156.6213, y = -98.07023, z = -44.87307, angle = 47.07239, collision = h0027B0
x = -157.2776, y = -97.79187, z = -45.95851, angle = -40.5029, collision = h0027B0
x = -156.2912, y = -98.06992, z = -46.91911, angle = -66.11472, collision = h0027B0
x = -154.9667, y = -98.06963, z = -47.46478, angle = -54.98716, collision = h0027B0
x = -153.9068, y = -97.78789, z = -48.16778, angle = -13.35312, collision = h0027B0
x = -153.8647, y = -97.78791, z = -49.43694, angle = 48.54017, collision = h0027B0
x = -154.9503, y = -97.7879, z = -50.3589, angle = 73.98159, collision = h0027B0
x = -156.3253, y = -97.91462, z = -50.73034, angle = 127.3635, collision = h0027B0
x = -157.2933, y = -98.06975, z = -49.85198, angle = 148.2655, collision = h0027B0
x = -157.9025, y = -98.07, z = -48.73495, angle = 147.1304, collision = h0027B0
x = -157.0647, y = -98.06998, z = -48.14594, angle = 34.62738, collision = h0027B0
x = -158.9094, y = -97.84494, z = -48.54525, angle = 160.5294, collision = h0027B0
x = -159.3472, y = -97.7879, z = -47.61684, angle = 88.62011, collision = h0027B0
x = -160.7186, y = -97.7879, z = -47.73848, angle = 59.18502, collision = h0027B0
x = -161.6248, y = -97.85784, z = -48.65052, angle = -29.12673, collision = h0027B0
