x = 177.8432, y = 207.2, z = 131.9724, angle = -100, collision = h0000B1_0000
x = 369.252, y = 70.19996, z = 255.5764, angle = -34.81236, collision = h0030B1_0000
x = 370.1244, y = 70.19999, z = 254.6076, angle = -82.81503, collision = h0030B1_0000
x = 371.5921, y = 70.20004, z = 254.3837, angle = -81.89517, collision = h0030B1_0000
x = 372.906, y = 70.20008, z = 254.3105, angle = -108.9117, collision = h0030B1_0000
x = 374.3114, y = 70.20013, z = 254.7902, angle = -102.1032, collision = h0030B1_0000
x = 375.7682, y = 70.20017, z = 255.0521, angle = -91.05391, collision = h0030B1_0000
x = 377.0352, y = 70.20021, z = 255.0771, angle = -89.63178, collision = h0030B1_0000
x = 378.2347, y = 70.20025, z = 255.0719, angle = -72.74859, collision = h0030B1_0000
x = 379.4931, y = 70.20029, z = 254.7509, angle = -71.66972, collision = h0030B1_0000
x = 380.8204, y = 70.20033, z = 254.3111, angle = -72.37271, collision = h0030B1_0000
x = 381.8714, y = 70.20036, z = 253.9835, angle = -103.3205, collision = h0030B1_0000
x = 383.1691, y = 69.94334, z = 254.133, angle = -119.2842, collision = h0030B1_0000
x = 384.4011, y = 69.59992, z = 254.766, angle = -123.2375, collision = h0030B1_0000
x = 385.6467, y = 69.59994, z = 255.597, angle = -125.8695, collision = h0030B1_0000
x = 386.6845, y = 69.59995, z = 256.6078, angle = 164.7673, collision = h0030B1_0000
x = 386.332, y = 70.00657, z = 257.8552, angle = 174.0077, collision = h0030B1_0000
x = 386.217, y = 70.19991, z = 259.2881, angle = -143.8276, collision = h0030B1_0000
x = 386.9326, y = 70.20103, z = 260.3939, angle = -132.2869, collision = h0030B1_0000
x = 388.0521, y = 70.24171, z = 261.3584, angle = -111.1796, collision = h0030B1_0000
x = 389.2923, y = 70.19991, z = 261.797, angle = -96.64925, collision = h0030B1_0000
x = 390.7695, y = 70.19991, z = 261.9699, angle = -97.95814, collision = h0030B1_0000
x = 392.0791, y = 70.19991, z = 262.1551, angle = -88.91811, collision = h0030B1_0000
x = 393.5533, y = 70.19991, z = 262.0792, angle = -73.6422, collision = h0030B1_0000
x = 394.8173, y = 70.19991, z = 261.6945, angle = -63.95245, collision = h0030B1_0000
x = 396.1436, y = 70.19991, z = 261.0236, angle = -62.53041, collision = h0030B1_0000
x = 397.3104, y = 70.2633, z = 260.4024, angle = -50.53922, collision = h0030B1_0000
x = 398.4368, y = 70.20139, z = 259.4337, angle = -39.45065, collision = h0030B1_0000
x = 399.3093, y = 70.25887, z = 258.441, angle = -53.22788, collision = h0030B1_0000
x = 400.4486, y = 70.19991, z = 257.4878, angle = -7.650604, collision = h0030B1_0000
x = 400.6274, y = 70.33817, z = 256.2304, angle = 14.94485, collision = h0030B1_0000
x = 400.2768, y = 70.3999, z = 254.785, angle = 13.08082, collision = h0030B1_0000
x = 399.9251, y = 70.34991, z = 253.3927, angle = 18.18405, collision = h0030B1_0000
x = 399.5004, y = 70.19991, z = 252.1208, angle = 23.91182, collision = h0030B1_0000
x = 398.9557, y = 70.34991, z = 250.877, angle = 38.23865, collision = h0030B1_0000
x = 398.3084, y = 70.34991, z = 250.0001, angle = 45.57269, collision = h0030B1_0000
x = 397.3109, y = 70.34991, z = 248.9903, angle = 44.86221, collision = h0030B1_0000
x = 396.3603, y = 70.34983, z = 248.1098, angle = 49.41929, collision = h0030B1_0000
x = 395.4314, y = 70.2174, z = 247.3153, angle = 81.23726, collision = h0030B1_0000
x = 394.1817, y = 70.26817, z = 247.0632, angle = 94.22964, collision = h0030B1_0000
x = 392.7536, y = 70.29967, z = 247.1418, angle = 110.1791, collision = h0030B1_0000
x = 391.7379, y = 70.27895, z = 247.4608, angle = 125.28, collision = h0030B1_0000
x = 390.5928, y = 70.19991, z = 248.2293, angle = 117.4065, collision = h0030B1_0000
x = 389.4597, y = 70.16853, z = 248.9235, angle = 108.842, collision = h0030B1_0000
x = 388.4338, y = 70.19341, z = 249.3252, angle = 99.70007, collision = h0030B1_0000
x = 387.0639, y = 70.19991, z = 249.6014, angle = 122.7029, collision = h0030B1_0000
x = 386.059, y = 70.2953, z = 250.2747, angle = -174.4934, collision = h0030B1_0000
x = 386.0362, y = 70.19991, z = 251.4845, angle = -125.4675, collision = h0030B1_0000
x = 386.9187, y = 69.63017, z = 252.2289, angle = -34.28736, collision = h0030B1_0000
x = 387.8372, y = 69.59995, z = 251.2056, angle = -20.76823, collision = h0030B1_0000
x = 389.5231, y = 69.59995, z = 249.881, angle = -89.69956, collision = h0030B1_0000
x = 390.8312, y = 69.59995, z = 249.8265, angle = -92.06404, collision = h0030B1_0000
x = 391.9552, y = 69.59995, z = 249.8611, angle = -94.71524, collision = h0030B1_0000
x = 393.327, y = 69.59995, z = 249.9667, angle = -100.07, collision = h0030B1_0000
x = 394.6305, y = 69.59995, z = 250.1884, angle = -118.4012, collision = h0030B1_0000
x = 395.7253, y = 69.60187, z = 250.6524, angle = -176.1951, collision = h0030B1_0000
x = 395.9266, y = 69.59995, z = 251.8322, angle = 102.168, collision = h0030B1_0000
x = 394.6573, y = 69.59995, z = 252.2738, angle = 63.22808, collision = h0030B1_0000
x = 393.6892, y = 69.59995, z = 251.8328, angle = 91.18771, collision = h0030B1_0000
x = 392.2747, y = 69.59995, z = 251.7465, angle = 87.461, collision = h0030B1_0000
x = 390.983, y = 69.59995, z = 251.7137, angle = 85.87302, collision = h0030B1_0000
x = 389.834, y = 69.59995, z = 251.6324, angle = 94.7718, collision = h0030B1_0000
x = 388.2125, y = 69.59995, z = 252.3606, angle = 165.7785, collision = h0030B1_0000
x = 387.843, y = 69.59995, z = 253.7488, angle = 172.8085, collision = h0030B1_0000
x = 387.7177, y = 69.59995, z = 254.8047, angle = 167.3716, collision = h0030B1_0000
x = 384.9726, y = 70.34991, z = 259.1045, angle = -164.8916, collision = h0030B1_0000
x = 384.9377, y = 70.30181, z = 260.2633, angle = -126.8475, collision = h0030B1_0000
x = 385.8189, y = 70.25347, z = 261.075, angle = -71.84083, collision = h0030B1_0000
x = 389.0794, y = 69.59995, z = 253.7901, angle = -143.6073, collision = h0030B1_0000
x = 389.893, y = 69.79994, z = 254.6629, angle = 155.819, collision = h0030B1_0000
x = 389.5767, y = 69.78407, z = 255.7737, angle = 151.5911, collision = h0030B1_0000
x = 388.9551, y = 69.59995, z = 256.9169, angle = 155.1017, collision = h0030B1_0000
x = 388.3281, y = 69.59995, z = 258.2049, angle = -176.2587, collision = h0030B1_0000
x = 388.2928, y = 69.59995, z = 259.269, angle = -167.9241, collision = h0030B1_0000
x = 391.9897, y = 69.59995, z = 260.6183, angle = -24.68734, collision = h0030B1_0000
x = 392.5551, y = 69.59995, z = 259.3896, angle = -22.20014, collision = h0030B1_0000
x = 392.972, y = 69.59995, z = 258.3801, angle = -16.62056, collision = h0030B1_0000
x = 393.3715, y = 69.79961, z = 257.0246, angle = -13.4573, collision = h0030B1_0000
x = 393.6406, y = 69.79994, z = 255.9689, angle = -11.23309, collision = h0030B1_0000
x = 393.9222, y = 69.79994, z = 254.5558, angle = -14.58308, collision = h0030B1_0000
x = 394.2385, y = 69.69503, z = 253.3151, angle = -19.49798, collision = h0030B1_0000
x = 398.9344, y = 70.19991, z = 254.0305, angle = 176.6887, collision = h0030B1_0000
x = 398.8471, y = 70.3999, z = 255.3444, angle = -142.3615, collision = h0030B1_0000
x = 399.4896, y = 70.34723, z = 256.2841, angle = -163.1291, collision = h0030B1_0000
x = 395.1252, y = 69.84566, z = 260.2884, angle = 67.70958, collision = h0030B1_0000
x = 393.9419, y = 69.59995, z = 259.765, angle = 6.419162, collision = h0030B1_0000
x = 394.5006, y = 69.59995, z = 258.1264, angle = -105.0174, collision = h0030B1_0000
x = 395.8951, y = 69.59995, z = 258.4207, angle = -86.76175, collision = h0030B1_0000
x = 397.1183, y = 69.84615, z = 258.3487, angle = -53.12099, collision = h0030B1_0000
x = 398.0432, y = 70.16843, z = 257.6488, angle = -47.54797, collision = h0030B1_0000
x = 395.342, y = 70.19991, z = 248.549, angle = 111.1073, collision = h0030B1_0000
x = 394.1219, y = 70.03231, z = 248.9622, angle = 125.7528, collision = h0030B1_0000
x = 392.5533, y = 69.59995, z = 250.7202, angle = -140.3404, collision = h0030B1_0000
x = 395.5246, y = 69.59995, z = 252.9831, angle = 177.2032, collision = h0030B1_0000
x = 395.6199, y = 69.59995, z = 254.235, angle = 112.9768, collision = h0030B1_0000
x = 392.6837, y = 69.79994, z = 254.5701, angle = 61.61395, collision = h0030B1_0000
x = 391.6879, y = 69.79994, z = 253.7583, angle = 17.32096, collision = h0030B1_0000
x = 391.3041, y = 69.79994, z = 252.7361, angle = 7.823709, collision = h0030B1_0000
x = 390.3395, y = 69.59995, z = 250.7511, angle = 102.7839, collision = h0030B1_0000
x = 390.0242, y = 69.60393, z = 252.6635, angle = -140.3896, collision = h0030B1_0000
x = 408.7573, y = 69.44432, z = 254.791, angle = -88.6571, collision = h0030B1_0000
x = 408.6613, y = 69.49918, z = 255.9811, angle = 175.0518, collision = h0030B1_0000
x = 408.4421, y = 69.6244, z = 257.0906, angle = 85.386, collision = h0030B1_0000
x = 407.5805, y = 70.12798, z = 257.3435, angle = 19.80445, collision = h0030B1_0000
x = 407.1216, y = 70.19991, z = 256.2912, angle = 6.096873, collision = h0030B1_0000
x = 407.1215, y = 70.19991, z = 254.9884, angle = -31.49255, collision = h0030B1_0000
x = 407.9831, y = 69.88668, z = 253.8065, angle = -62.93921, collision = h0030B1_0000
x = 409.2758, y = 69.14803, z = 253.609, angle = -173.9308, collision = h0030B1_0000
x = 409.6027, y = 68.96123, z = 256.0273, angle = -159.3227, collision = h0030B1_0000
x = 410.1371, y = 68.65587, z = 257.2488, angle = -47.18151, collision = h0030B1_0000
x = 411.1052, y = 68.10272, z = 256.6144, angle = 10.82545, collision = h0030B1_0000
x = 411.0137, y = 68.155, z = 255.4483, angle = 13.81605, collision = h0030B1_0000
x = 410.7849, y = 68.2857, z = 254.1564, angle = -41.79646, collision = h0030B1_0000
x = 411.6381, y = 67.79822, z = 253.1474, angle = -94.03915, collision = h0030B1_0000
x = 412.7094, y = 67.18603, z = 253.0562, angle = -157.4172, collision = h0030B1_0000
x = 413.3256, y = 66.83395, z = 254.192, angle = -162.8833, collision = h0030B1_0000
x = 413.7387, y = 66.59791, z = 255.5357, angle = -150.3331, collision = h0030B1_0000
x = 414.2251, y = 66.32, z = 256.5102, angle = -83.58459, collision = h0030B1_0000
x = 415.4801, y = 65.60284, z = 256.4734, angle = -2.701326, collision = h0030B1_0000
x = 415.6695, y = 65.49463, z = 255.2314, angle = -8.488997, collision = h0030B1_0000
x = 415.7773, y = 65.43304, z = 254.0503, angle = -50.27858, collision = h0030B1_0000
x = 416.7506, y = 64.87688, z = 253.2281, angle = -133.4078, collision = h0030B1_0000
x = 417.8424, y = 64.25304, z = 253.9401, angle = -163.1239, collision = h0030B1_0000
x = 418.2239, y = 64.03503, z = 254.9669, angle = -159.9218, collision = h0030B1_0000
x = 418.711, y = 63.7567, z = 256.2042, angle = -111.4012, collision = h0030B1_0000
x = 419.8546, y = 63.10327, z = 256.7333, angle = -24.81042, collision = h0030B1_0000
x = 420.4145, y = 62.78334, z = 255.8184, angle = -4.66226, collision = h0030B1_0000
x = 420.5803, y = 62.68862, z = 254.3929, angle = -32.13929, collision = h0030B1_0000
x = 421.1904, y = 62.34, z = 253.2959, angle = -95.94211, collision = h0030B1_0000
x = 422.3618, y = 61.67067, z = 253.2095, angle = -144.2711, collision = h0030B1_0000
x = 423.1731, y = 61.20708, z = 254.1504, angle = -168.221, collision = h0030B1_0000
x = 423.5323, y = 61.00181, z = 255.5261, angle = -144.8331, collision = h0030B1_0000
x = 424.3011, y = 60.5625, z = 256.5396, angle = -69.57209, collision = h0030B1_0000
x = 425.3832, y = 60.20002, z = 256.2964, angle = -27.61194, collision = h0030B1_0000
x = 426.1063, y = 60.20001, z = 255.1887, angle = -1.440432, collision = h0030B1_0000
x = 426.1709, y = 60.20001, z = 254.1, angle = -53.03975, collision = h0030B1_0000
x = 427.0748, y = 60.2, z = 253.1432, angle = -140.2931, collision = h0030B1_0000
x = 427.9518, y = 60.19998, z = 253.949, angle = 172.3735, collision = h0030B1_0000
x = 427.868, y = 60.19999, z = 255.3799, angle = -154.0028, collision = h0030B1_0000
x = 428.2784, y = 60.19998, z = 256.3634, angle = -101.297, collision = h0030B1_0000
x = 429.5604, y = 60.19996, z = 256.8163, angle = -66.82821, collision = h0030B1_0000
x = 430.5625, y = 60.19994, z = 256.467, angle = -56.41444, collision = h0030B1_0000
x = 431.7173, y = 60.19992, z = 255.709, angle = -24.02891, collision = h0030B1_0000
x = 432.3309, y = 60.19992, z = 254.5544, angle = 13.24215, collision = h0030B1_0000
x = 431.8792, y = 60.19992, z = 253.4631, angle = 55.40927, collision = h0030B1_0000
x = 431.1425, y = 60.19994, z = 252.6696, angle = 109.9294, collision = h0030B1_0000
x = 429.9033, y = 60.19995, z = 253.039, angle = 120.5388, collision = h0030B1_0000
x = 428.9987, y = 60.19997, z = 254.7238, angle = -80.68856, collision = h0030B1_0000
x = 430.4077, y = 60.19994, z = 254.6337, angle = -79.65611, collision = h0030B1_0000
x = 433.4273, y = 60.19991, z = 254.9705, angle = -166.7408, collision = h0031B1_0000
x = 433.8398, y = 60.19991, z = 256.2104, angle = -150.4335, collision = h0031B1_0000
x = 434.2201, y = 60.19991, z = 257.3466, angle = -135.8995, collision = h0031B1_0000
x = 435.12, y = 60.19991, z = 258.2402, angle = -102.996, collision = h0031B1_0000
x = 436.4664, y = 60.19991, z = 258.4878, angle = -6.755672, collision = h0031B1_0000
x = 436.5901, y = 60.19991, z = 256.9751, angle = 59.65045, collision = h0031B1_0000
x = 435.4185, y = 60.19991, z = 256.1785, angle = 55.20446, collision = h0031B1_0000
x = 433.8216, y = 60.19991, z = 253.7627, angle = 11.81388, collision = h0031B1_0000
x = 433.5415, y = 60.19991, z = 252.4816, angle = -37.14576, collision = h0031B1_0000
x = 434.1178, y = 60.19991, z = 251.5811, angle = -82.55589, collision = h0031B1_0000
x = 435.3622, y = 60.19991, z = 251.3301, angle = -101.0066, collision = h0031B1_0000
x = 436.7686, y = 60.19991, z = 251.5883, angle = -153.1242, collision = h0031B1_0000
x = 437.3795, y = 60.19991, z = 252.4055, angle = 172.9222, collision = h0031B1_0000
x = 437.287, y = 60.19991, z = 253.8069, angle = 166.7822, collision = h0031B1_0000
x = 437.0023, y = 60.19991, z = 255.0814, angle = -166.6379, collision = h0031B1_0000
x = 438.1049, y = 60.19991, z = 257.1015, angle = -62.33147, collision = h0031B1_0000
x = 439.2415, y = 60.19991, z = 256.6028, angle = 17.85525, collision = h0031B1_0000
x = 439.1973, y = 60.19991, z = 255.47, angle = 33.58572, collision = h0031B1_0000
x = 438.4949, y = 60.19991, z = 254.3834, angle = 18.66953, collision = h0031B1_0000
x = 438.0246, y = 60.19991, z = 250.8269, angle = -117.5182, collision = h0031B1_0000
x = 439.1719, y = 60.19991, z = 251.2341, angle = -140.4802, collision = h0031B1_0000
x = 439.9312, y = 60.19991, z = 252.1093, angle = -121.0202, collision = h0031B1_0000
x = 441.0495, y = 60.19991, z = 252.8167, angle = -81.28207, collision = h0031B1_0000
x = 442.3852, y = 60.19991, z = 252.6868, angle = -44.52789, collision = h0031B1_0000
x = 443.3195, y = 60.19991, z = 252.0628, angle = -39.99936, collision = h0031B1_0000
x = 444.2128, y = 60.19991, z = 251.1175, angle = -72.04372, collision = h0031B1_0000
x = 445.5442, y = 60.19991, z = 250.6181, angle = -79.9474, collision = h0031B1_0000
x = 446.8155, y = 60.19991, z = 250.3782, angle = 178.17, collision = h0031B1_0000
x = 447.1366, y = 60.19991, z = 251.6552, angle = 117.0736, collision = h0031B1_0000
x = 446.0141, y = 60.19991, z = 252.3161, angle = 98.82001, collision = h0031B1_0000
x = 444.8344, y = 60.19991, z = 252.5211, angle = 132.6375, collision = h0031B1_0000
x = 443.8242, y = 60.19991, z = 253.2909, angle = 158.1925, collision = h0031B1_0000
x = 443.2012, y = 60.19991, z = 254.5809, angle = 165.4191, collision = h0031B1_0000
x = 442.9211, y = 60.19991, z = 255.6077, angle = 167.5187, collision = h0031B1_0000
x = 442.6457, y = 60.19991, z = 257.0077, angle = 170.1723, collision = h0031B1_0000
x = 442.4392, y = 60.19991, z = 258.2834, angle = -157.464, collision = h0031B1_0000
x = 442.8027, y = 60.19991, z = 259.2312, angle = -114.2385, collision = h0031B1_0000
x = 443.9819, y = 60.19991, z = 259.8565, angle = -95.70776, collision = h0031B1_0000
x = 445.3102, y = 60.19991, z = 260.001, angle = -36.38477, collision = h0031B1_0000
x = 446.1572, y = 60.19991, z = 259.2743, angle = 9.374489, collision = h0031B1_0000
x = 446.0587, y = 60.19991, z = 258.039, angle = 62.38791, collision = h0031B1_0000
x = 444.8318, y = 60.19991, z = 257.3283, angle = 82.67065, collision = h0031B1_0000
x = 443.7707, y = 60.19991, z = 257.1527, angle = 70.4241, collision = h0031B1_0000
x = 444.5916, y = 60.19991, z = 254.7947, angle = -66.83778, collision = h0031B1_0000
x = 445.7758, y = 60.19991, z = 254.289, angle = -64.0797, collision = h0031B1_0000
x = 447.081, y = 60.19991, z = 253.6782, angle = -81.70175, collision = h0031B1_0000
x = 448.1011, y = 60.19991, z = 253.44, angle = -96.93031, collision = h0031B1_0000
x = 449.5179, y = 60.19991, z = 253.5976, angle = -65.51254, collision = h0031B1_0000
x = 450.5291, y = 60.19991, z = 253.2986, angle = -42.19436, collision = h0031B1_0000
x = 451.4817, y = 60.19991, z = 252.3214, angle = -54.46547, collision = h0031B1_0000
x = 452.5335, y = 60.19991, z = 251.4809, angle = -67.44218, collision = h0031B1_0000
x = 453.7553, y = 60.19991, z = 250.9845, angle = -133.009, collision = h0031B1_0000
x = 454.7172, y = 60.19991, z = 251.4854, angle = 143.844, collision = h0031B1_0000
x = 454.1319, y = 60.19991, z = 252.5831, angle = 113.5932, collision = h0031B1_0000
x = 453.0581, y = 60.19991, z = 253.1658, angle = 117.5378, collision = h0031B1_0000
x = 451.9195, y = 60.19991, z = 253.7428, angle = 149.3511, collision = h0031B1_0000
x = 451.1304, y = 60.19991, z = 254.9263, angle = 165.3427, collision = h0031B1_0000
x = 450.751, y = 60.19991, z = 256.1497, angle = 161.8053, collision = h0031B1_0000
x = 450.4021, y = 60.19991, z = 257.2698, angle = -161.8822, collision = h0031B1_0000
x = 450.6147, y = 60.19991, z = 258.5352, angle = -142.2189, collision = h0031B1_0000
x = 451.5024, y = 60.19991, z = 259.5223, angle = -89.37945, collision = h0031B1_0000
x = 452.6245, y = 60.19991, z = 259.6114, angle = -77.48109, collision = h0031B1_0000
x = 453.9001, y = 60.19991, z = 259.3262, angle = -29.92085, collision = h0031B1_0000
x = 454.6772, y = 60.19991, z = 258.4748, angle = 54.81693, collision = h0031B1_0000
x = 453.8057, y = 60.19991, z = 257.6369, angle = 77.85443, collision = h0031B1_0000
x = 452.4014, y = 60.19991, z = 257.3159, angle = 25.7012, collision = h0031B1_0000
x = 451.7307, y = 60.19991, z = 256.3774, angle = -39.98154, collision = h0031B1_0000
x = 452.334, y = 60.19991, z = 255.3715, angle = -52.95543, collision = h0031B1_0000
x = 453.3387, y = 60.19991, z = 254.5444, angle = -61.73036, collision = h0031B1_0000
x = 454.564, y = 60.19991, z = 253.8881, angle = -76.95846, collision = h0031B1_0000
x = 455.6406, y = 60.19991, z = 253.6307, angle = -75.25477, collision = h0031B1_0000
x = 456.8961, y = 60.19991, z = 253.2213, angle = -23.69121, collision = h0031B1_0000
x = 457.6187, y = 60.19991, z = 252.0748, angle = -31.48238, collision = h0031B1_0000
x = 458.8774, y = 60.19991, z = 251.2307, angle = -81.82098, collision = h0031B1_0000
x = 460.1938, y = 60.19991, z = 251.0244, angle = -73.31657, collision = h0031B1_0000
x = 461.2559, y = 60.19991, z = 250.7336, angle = -75.06912, collision = h0031B1_0000
x = 462.5965, y = 60.19991, z = 250.4178, angle = -151.9401, collision = h0031B1_0000
x = 463.2578, y = 60.19991, z = 251.4322, angle = 131.3735, collision = h0031B1_0000
x = 462.5617, y = 60.19991, z = 252.3902, angle = 103.914, collision = h0031B1_0000
x = 461.3514, y = 60.19991, z = 252.7899, angle = 106.926, collision = h0031B1_0000
x = 459.996, y = 60.19991, z = 253.2384, angle = 131.1487, collision = h0031B1_0000
x = 459.0587, y = 60.19991, z = 254.1, angle = 175.9735, collision = h0031B1_0000
x = 458.8398, y = 60.19991, z = 255.2397, angle = -102.9966, collision = h0031B1_0000
x = 459.9113, y = 60.19991, z = 255.7974, angle = -95.51688, collision = h0031B1_0000
x = 461.0285, y = 60.19991, z = 255.9, angle = -121.5507, collision = h0031B1_0000
x = 462.1404, y = 60.19991, z = 256.6526, angle = 144.9198, collision = h0031B1_0000
x = 461.5635, y = 60.19991, z = 257.7261, angle = 115.3823, collision = h0031B1_0000
x = 460.3047, y = 60.19991, z = 258.3311, angle = 109.2745, collision = h0031B1_0000
x = 459.3031, y = 60.19991, z = 258.7598, angle = -178.8724, collision = h0031B1_0000
x = 459.0821, y = 60.19991, z = 259.9396, angle = -76.00614, collision = h0031B1_0000
x = 460.3141, y = 60.19991, z = 259.9402, angle = -80.15215, collision = h0031B1_0000
x = 461.4959, y = 60.19991, z = 259.6812, angle = -68.11874, collision = h0031B1_0000
x = 462.7137, y = 60.19991, z = 259.2751, angle = -22.81093, collision = h0031B1_0000
x = 463.3495, y = 60.19991, z = 258.1213, angle = 21.76609, collision = h0031B1_0000
x = 462.951, y = 60.19991, z = 255.7992, angle = -31.80203, collision = h0031B1_0000
x = 463.6374, y = 60.19991, z = 254.6172, angle = -51.29036, collision = h0031B1_0000
x = 464.4417, y = 60.19991, z = 253.8893, angle = -58.70502, collision = h0031B1_0000
x = 465.6512, y = 60.19991, z = 253.1251, angle = -69.15467, collision = h0031B1_0000
x = 466.8491, y = 60.19991, z = 252.6484, angle = -85.23703, collision = h0031B1_0000
x = 468.0537, y = 60.19991, z = 252.5075, angle = -150.6649, collision = h0031B1_0000
x = 468.7904, y = 60.19991, z = 253.4828, angle = -177.1611, collision = h0031B1_0000
x = 468.89, y = 60.19991, z = 254.9014, angle = 174.2511, collision = h0031B1_0000
x = 468.7861, y = 60.19991, z = 255.9667, angle = -143.5249, collision = h0031B1_0000
x = 469.4997, y = 60.19991, z = 257.0224, angle = -55.88828, collision = h0031B1_0000
x = 470.6603, y = 60.19991, z = 256.5007, angle = -35.05593, collision = h0031B1_0000
x = 471.3117, y = 60.19991, z = 255.6217, angle = -36.3784, collision = h0031B1_0000
x = 472.126, y = 60.19991, z = 254.4739, angle = -34.92859, collision = h0031B1_0000
x = 472.8803, y = 60.19991, z = 253.4066, angle = -90.30968, collision = h0031B1_0000
x = 473.917, y = 60.19991, z = 253.0123, angle = -127.8506, collision = h0031B1_0000
x = 474.9173, y = 60.19991, z = 253.7666, angle = 161.8055, collision = h0031B1_0000
x = 474.6742, y = 60.19991, z = 255.1412, angle = -177.1298, collision = h0031B1_0000
x = 474.5328, y = 60.19991, z = 256.1437, angle = -106.2776, collision = h0031B1_0000
x = 475.7942, y = 60.19991, z = 256.6437, angle = -84.45701, collision = h0031B1_0000
x = 477.0576, y = 60.19991, z = 256.4636, angle = -19.82878, collision = h0031B1_0000
x = 477.5416, y = 60.19991, z = 255.4725, angle = -6.117746, collision = h0031B1_0000
x = 477.7401, y = 60.19991, z = 254.1018, angle = -28.90211, collision = h0031B1_0000
x = 478.2706, y = 60.19991, z = 252.9635, angle = -78.26342, collision = h0031B1_0000
x = 479.4023, y = 60.19991, z = 252.5636, angle = -112.962, collision = h0031B1_0000
x = 480.5822, y = 60.19991, z = 252.998, angle = 178.4893, collision = h0031B1_0000
x = 480.7443, y = 60.19991, z = 254.3648, angle = 172.8727, collision = h0031B1_0000
x = 480.5937, y = 60.19991, z = 255.4082, angle = -155.78, collision = h0031B1_0000
x = 481.159, y = 60.19991, z = 256.6799, angle = -116.7025, collision = h0031B1_0000
x = 482.2928, y = 60.19991, z = 257.2724, angle = -50.58474, collision = h0031B1_0000
x = 483.2581, y = 60.19991, z = 256.7307, angle = -26.42204, collision = h0031B1_0000
x = 483.9029, y = 60.19991, z = 255.5587, angle = -0.6762161, collision = h0031B1_0000
x = 483.9588, y = 60.19991, z = 254.2258, angle = -28.24953, collision = h0031B1_0000
x = 484.3575, y = 60.19991, z = 253.1321, angle = -38.89397, collision = h0031B1_0000
x = 485.1745, y = 60.19991, z = 252.1342, angle = -121.3898, collision = h0031B1_0000
x = 486.3913, y = 60.19991, z = 252.506, angle = 168.4453, collision = h0031B1_0000
x = 486.3728, y = 60.19991, z = 253.5501, angle = 164.6608, collision = h0031B1_0000
x = 486.0172, y = 60.19991, z = 254.9394, angle = 177.5692, collision = h0031B1_0000
x = 486.0251, y = 60.19991, z = 256.192, angle = -106.6829, collision = h0031B1_0000
x = 487.0488, y = 60.19991, z = 256.6889, angle = -83.58393, collision = h0031B1_0000
x = 488.3563, y = 60.19991, z = 256.5956, angle = -26.60628, collision = h0031B1_0000
x = 489.0699, y = 60.19991, z = 255.4707, angle = -22.11103, collision = h0031B1_0000
x = 489.4727, y = 60.19991, z = 254.4048, angle = -29.32527, collision = h0031B1_0000
x = 490.1332, y = 60.19991, z = 253.2754, angle = -101.888, collision = h0031B1_0000
x = 491.4043, y = 60.19991, z = 253.3087, angle = -173.58, collision = h0031B1_0000
x = 491.6872, y = 60.19991, z = 254.3344, angle = 174.0535, collision = h0031B1_0000
x = 491.5577, y = 60.19991, z = 255.7683, angle = -155.0881, collision = h0031B1_0000
x = 491.9291, y = 60.19991, z = 256.943, angle = -98.99824, collision = h0031B1_0000
x = 492.9839, y = 60.19991, z = 257.3422, angle = -46.92895, collision = h0031B1_0000
x = 493.9713, y = 60.19991, z = 256.5416, angle = -11.4972, collision = h0031B1_0000
x = 494.3058, y = 60.19991, z = 255.2025, angle = -9.144312, collision = h0031B1_0000
x = 494.483, y = 60.19991, z = 254.1056, angle = -50.51638, collision = h0031B1_0000
x = 495.404, y = 60.19991, z = 253.1979, angle = -104.62, collision = h0031B1_0000
x = 496.7036, y = 60.19991, z = 253.3075, angle = -161.7725, collision = h0031B1_0000
x = 497.2299, y = 60.19991, z = 254.4811, angle = 179.7333, collision = h0031B1_0000
x = 497.3191, y = 60.19991, z = 255.6952, angle = -170.7581, collision = h0031B1_0000
x = 497.5915, y = 60.19991, z = 256.8871, angle = -93.79208, collision = h0031B1_0000
x = 498.748, y = 60.19991, z = 257.1256, angle = -57.84965, collision = h0031B1_0000
x = 499.854, y = 60.19991, z = 256.5352, angle = -19.62098, collision = h0031B1_0000
x = 500.3983, y = 60.19991, z = 255.2433, angle = -16.98638, collision = h0031B1_0000
x = 500.7132, y = 60.19991, z = 254.2009, angle = -37.77491, collision = h0031B1_0000
x = 501.4821, y = 60.19991, z = 253.1016, angle = -44.39232, collision = h0031B1_0000
x = 502.4338, y = 60.19991, z = 252.1137, angle = -100.022, collision = h0031B1_0000
x = 503.6433, y = 60.19991, z = 252.0566, angle = -132.0896, collision = h0031B1_0000
x = 504.5876, y = 60.19991, z = 252.7785, angle = -142.7292, collision = h0032B1_0000
x = 505.3728, y = 60.203, z = 253.8036, angle = -148.065, collision = h0032B1_0000
x = 506.0355, y = 59.85227, z = 254.8321, angle = -150.3622, collision = h0032B1_0000
x = 506.6708, y = 59.48879, z = 255.9445, angle = -151.2149, collision = h0032B1_0000
x = 507.4362, y = 59.05089, z = 257.1365, angle = -108.5055, collision = h0032B1_0000
x = 508.6325, y = 58.36651, z = 257.6146, angle = -124.1652, collision = h0032B1_0000
x = 509.6093, y = 57.80768, z = 258.2259, angle = -154.6841, collision = h0032B1_0000
