x = 87.86724, y = 13.22756, z = 118.8088, angle = -178.0423, collision = h0001B0_0000
x = 80.9049, y = 77, z = 219.8264, angle = -104.9362, collision = h0031B0_0000
x = 82.30055, y = 77, z = 219.9615, angle = -113.2531, collision = h0031B0_0000
x = 82.50744, y = 77.00001, z = 221.0974, angle = 172.8121, collision = h0031B0_0000
x = 82.45759, y = 77.00001, z = 222.5094, angle = -141.9371, collision = h0031B0_0000
x = 83.44527, y = 77, z = 221.6879, angle = -99.9126, collision = h0031B0_0000
x = 81.20257, y = 77.00001, z = 222.7641, angle = 145.8349, collision = h0031B0_0000
x = 81.81319, y = 77.00001, z = 223.603, angle = -39.22922, collision = h0031B0_0000
x = 80.65701, y = 77.00001, z = 221.7941, angle = 107.6939, collision = h0031B0_0000
x = 79.42585, y = 77.00938, z = 224.2907, angle = -99.8952, collision = h0031B0_0000
x = 80.82043, y = 76.98605, z = 224.5687, angle = -97.97478, collision = h0031B0_0000
x = 65.39747, y = 68.4, z = 245.4612, angle = 97.27083, collision = h0021B0_0000
x = 61.78686, y = 68.40001, z = 247.0477, angle = 161.9836, collision = h0021B0_0000
x = 65.09307, y = 70.40001, z = 286.3675, angle = -153.5829, collision = h0021B0_0000
x = 67.63437, y = 70.40001, z = 286.0201, angle = -86.39046, collision = h0021B0_0000
x = 68.73753, y = 70.40001, z = 286.0777, angle = -156.3615, collision = h0021B0_0000
x = 69.33773, y = 70.40001, z = 287.3767, angle = -128.3972, collision = h0021B0_0000
x = 70.3792, y = 70.40001, z = 287.6831, angle = -20.33086, collision = h0021B0_0000
x = 70.75811, y = 70.40001, z = 286.3384, angle = -37.22315, collision = h0021B0_0000
x = 71.66782, y = 70.40001, z = 285.4709, angle = -103.914, collision = h0021B0_0000
x = 72.91595, y = 70.40001, z = 285.7351, angle = -101.4259, collision = h0021B0_0000
x = 74.32791, y = 71.03595, z = 285.9768, angle = -91.65637, collision = h0021B0_0000
x = 75.27962, y = 71.57978, z = 285.9922, angle = -83.18502, collision = h0021B0_0000
x = 76.22786, y = 72.12163, z = 285.8765, angle = -84.65947, collision = h0021B0_0000
x = 77.4902, y = 72.84296, z = 285.7623, angle = -86.18236, collision = h0021B0_0000
x = 78.58691, y = 73.00001, z = 285.709, angle = -109.3099, collision = h0021B0_0000
x = 79.84968, y = 73.00001, z = 286.2167, angle = -66.18619, collision = h0021B0_0000
x = 80.81271, y = 73.00001, z = 285.521, angle = 23.89525, collision = h0021B0_0000
x = 80.34023, y = 73.00001, z = 284.2269, angle = 21.87678, collision = h0021B0_0000
x = 80.18214, y = 73.00001, z = 283.0733, angle = -16.28471, collision = h0021B0_0000
x = 80.57614, y = 73.00001, z = 281.6958, angle = -16.4302, collision = h0021B0_0000
x = 80.90149, y = 73.00001, z = 280.4634, angle = 71.47032, collision = h0021B0_0000
x = 79.8316, y = 73.00001, z = 280.3521, angle = 147.9983, collision = h0021B0_0000
x = 79.16666, y = 73.24288, z = 279.5833, angle = -2.133123, collision = h0021B0_0000
x = 81.16335, y = 73.00001, z = 282.7973, angle = -168.1247, collision = h0021B0_0000
x = 79.25806, y = 73.00001, z = 282.2035, angle = 6.119863, collision = h0021B0_0000
x = 78.41254, y = 72.77402, z = 276.0138, angle = 1.146475, collision = h0024B0_0000
x = 78.35265, y = 72.67723, z = 274.8206, angle = -3.720691, collision = h0024B0_0000
x = 78.41524, y = 71.64219, z = 273.2341, angle = -3.720691, collision = h0024B0_0000
x = 79.53872, y = 71.45841, z = 272.9551, angle = -22.48158, collision = h0024B0_0000
x = 79.93891, y = 71.45841, z = 271.6335, angle = 2.83767, collision = h0024B0_0000
x = 79.86766, y = 71.45841, z = 270.2023, angle = 3.777163, collision = h0024B0_0000
x = 79.90994, y = 71.45841, z = 268.7841, angle = -23.77249, collision = h0024B0_0000
x = 80.44701, y = 71.45841, z = 267.4576, angle = 3.010105, collision = h0024B0_0000
x = 80.30994, y = 71.45841, z = 266.0422, angle = 20.72844, collision = h0024B0_0000
x = 79.70712, y = 71.45841, z = 264.9564, angle = 132.9894, collision = h0024B0_0000
x = 78.96672, y = 71.45841, z = 265.8541, angle = -169.3082, collision = h0024B0_0000
x = 79.21906, y = 71.45841, z = 267.2633, angle = -167.0118, collision = h0024B0_0000
x = 77.6066, y = 71.45841, z = 272.5651, angle = 21.36538, collision = h0024B0_0000
x = 77.305, y = 71.45841, z = 271.1855, angle = -1.054458, collision = h0024B0_0000
x = 77.327, y = 71.45841, z = 269.7528, angle = 0.5276594, collision = h0024B0_0000
x = 77.3103, y = 71.45841, z = 268.3199, angle = 1.801435, collision = h0024B0_0000
x = 77.26901, y = 71.45841, z = 267.053, angle = 8.173988, collision = h0024B0_0000
x = 76.91175, y = 71.45841, z = 265.6919, angle = 76.71922, collision = h0024B0_0000
x = 75.83997, y = 71.45841, z = 265.7997, angle = -173.5856, collision = h0024B0_0000
x = 76.06628, y = 71.45841, z = 267.1709, angle = -151.4944, collision = h0024B0_0000
x = 78.32045, y = 71.45841, z = 270.0717, angle = 143.0146, collision = h0024B0_0000
x = 76.73967, y = 71.45841, z = 273.223, angle = 102.6133, collision = h0024B0_0000
x = 75.34332, y = 71.45841, z = 273.4972, angle = 87.17443, collision = h0024B0_0000
x = 73.91888, y = 71.45841, z = 273.369, angle = 79.06911, collision = h0024B0_0000
x = 72.8362, y = 71.45841, z = 273.1432, angle = 79.76495, collision = h0024B0_0000
x = 73.01604, y = 71.45841, z = 272.0829, angle = -17.39816, collision = h0024B0_0000
x = 73.36819, y = 71.45841, z = 270.9453, angle = -36.29926, collision = h0024B0_0000
x = 74.1851, y = 71.45841, z = 270.265, angle = -43.16491, collision = h0024B0_0000
x = 74.78341, y = 71.45841, z = 269.065, angle = -7.51441, collision = h0024B0_0000
x = 74.97779, y = 71.45841, z = 267.65, angle = -13.6909, collision = h0024B0_0000
x = 76.28128, y = 71.45841, z = 264.8678, angle = -97.36121, collision = h0024B0_0000
x = 78.06637, y = 71.45841, z = 265.2527, angle = -97.19045, collision = h0024B0_0000
x = 81.57071, y = 71.49999, z = 265.6769, angle = -96.15155, collision = h0024B0_0000
x = 84.27326, y = 69.22857, z = 266.2909, angle = -100.4458, collision = h0020B0_0000
x = 84.34343, y = 68.99998, z = 267.5793, angle = -178.8052, collision = h0020B0_0000
x = 84.37514, y = 68.99998, z = 269.0119, angle = 172.1421, collision = h0020B0_0000
x = 84.21793, y = 68.99998, z = 270.435, angle = -176.3338, collision = h0020B0_0000
x = 84.29057, y = 68.99998, z = 271.7065, angle = -170.7314, collision = h0020B0_0000
x = 84.49207, y = 68.99998, z = 273.1244, angle = -177.6705, collision = h0020B0_0000
x = 84.53714, y = 68.99998, z = 274.5561, angle = 177.3586, collision = h0020B0_0000
x = 84.53442, y = 68.99998, z = 275.9875, angle = -177.2796, collision = h0020B0_0000
x = 84.59858, y = 68.99998, z = 277.4189, angle = -171.5127, collision = h0020B0_0000
x = 84.79958, y = 68.99998, z = 278.8376, angle = -174.1492, collision = h0020B0_0000
x = 84.90536, y = 68.99998, z = 280.0996, angle = 178.5773, collision = h0020B0_0000
x = 84.83176, y = 68.99998, z = 281.5291, angle = 168.6481, collision = h0020B0_0000
x = 84.51117, y = 68.99998, z = 282.9233, angle = 154.9919, collision = h0020B0_0000
x = 83.86539, y = 68.99998, z = 284.1974, angle = 170.959, collision = h0020B0_0000
x = 83.59482, y = 68.99998, z = 285.5939, angle = 177.3887, collision = h0020B0_0000
x = 83.57217, y = 68.99998, z = 287.0251, angle = 150.748, collision = h0020B0_0000
x = 83.03435, y = 68.99998, z = 288.1543, angle = 138.9227, collision = h0020B0_0000
x = 81.9901, y = 68.99999, z = 289.0924, angle = 107.4868, collision = h0020B0_0000
x = 81.26424, y = 68.99999, z = 289.9513, angle = -157.0738, collision = h0020B0_0000
x = 85.17133, y = 68.99998, z = 283.7746, angle = -59.7807, collision = h0020B0_0000
x = 86.11127, y = 69.02917, z = 282.8408, angle = -6.598687, collision = h0020B0_0000
x = 86.33799, y = 68.99998, z = 281.5971, angle = -17.78096, collision = h0020B0_0000
x = 86.53796, y = 68.99998, z = 280.237, angle = 6.097733, collision = h0020B0_0000
x = 86.36094, y = 68.99998, z = 278.8201, angle = 17.53082, collision = h0020B0_0000
x = 85.93216, y = 68.99998, z = 277.4528, angle = 16.49775, collision = h0020B0_0000
x = 85.58492, y = 68.99998, z = 276.0642, angle = 8.961317, collision = h0020B0_0000
x = 85.30235, y = 68.99998, z = 273.8509, angle = 4.668666, collision = h0020B0_0000
x = 85.41673, y = 68.99998, z = 268.6642, angle = -46.34965, collision = h0020B0_0000
x = 86.41167, y = 68.99998, z = 267.6491, angle = -34.31641, collision = h0020B0_0000
x = 87.06302, y = 68.99998, z = 266.589, angle = -11.05039, collision = h0020B0_0000
x = 87.25001, y = 68.99998, z = 265.1784, angle = 9.592345, collision = h0020B0_0000
x = 86.72281, y = 68.99998, z = 264.0285, angle = 62.21343, collision = h0020B0_0000
x = 85.51893, y = 68.99998, z = 263.2571, angle = 75.54144, collision = h0020B0_0000
x = 84.146, y = 68.99998, z = 263.1556, angle = 125.702, collision = h0020B0_0000
x = 83.35907, y = 68.99998, z = 264.1687, angle = -147.203, collision = h0020B0_0000
x = 84.22659, y = 68.99998, z = 265.1404, angle = -103.9007, collision = h0020B0_0000
x = 85.43079, y = 68.99998, z = 265.5443, angle = -142.4678, collision = h0020B0_0000
x = 85.3874, y = 68.99998, z = 267.426, angle = 110.9627, collision = h0020B0_0000
x = 85.53561, y = 68.99998, z = 270.3351, angle = -121.2566, collision = h0020B0_0000
x = 86.28354, y = 68.99998, z = 271.2079, angle = 166.8153, collision = h0020B0_0000
x = 85.87683, y = 68.99998, z = 272.5659, angle = 124.3849, collision = h0020B0_0000
x = 83.2517, y = 68.99998, z = 276.4222, angle = 77.66234, collision = h0020B0_0000
x = 82.0269, y = 68.99998, z = 276.6636, angle = -159.5434, collision = h0020B0_0000
x = 82.54619, y = 68.99998, z = 277.607, angle = -80.47025, collision = h0020B0_0000
x = 80.68494, y = 68.99998, z = 288.9488, angle = -150.2432, collision = h0020B0_0000
x = 82.73799, y = 69, z = 290.1624, angle = 176.6144, collision = h0020B0_0000
x = 81.76152, y = 64.99998, z = 293.458, angle = 150.1117, collision = h0020B0_0000
x = 77.54614, y = 66.99998, z = 291.4561, angle = 70.96095, collision = h0020B0_0000
x = 76.19096, y = 66.99998, z = 290.9905, angle = 71.40994, collision = h0020B0_0000
x = 72.21593, y = 66.99998, z = 290.0416, angle = 64.52847, collision = h0020B0_0000
x = 70.90153, y = 66.99998, z = 289.6032, angle = 81.15818, collision = h0020B0_0000
x = 69.48916, y = 66.99998, z = 289.5225, angle = 99.24274, collision = h0020B0_0000
x = 79.19719, y = 73.00001, z = 284.2183, angle = 20.47015, collision = h0021B0_0000
x = 82.54194, y = 73.00002, z = 282.7793, angle = -89.50381, collision = h0022B0_0000
x = 83.97336, y = 73.02378, z = 282.7496, angle = -92.76881, collision = h0022B0_0000
x = 85.40504, y = 73.08035, z = 282.7866, angle = -91.4297, collision = h0022B0_0000
x = 86.83398, y = 73.06369, z = 282.8702, angle = -97.28429, collision = h0022B0_0000
x = 88.25742, y = 73.00745, z = 283.0298, angle = -90.97998, collision = h0022B0_0000
x = 89.53397, y = 73.00002, z = 283.0523, angle = -89.83696, collision = h0022B0_0000
x = 90.96684, y = 73.04087, z = 283.0442, angle = -90.63273, collision = h0022B0_0000
x = 92.3878, y = 73.09702, z = 283.0994, angle = -94.59842, collision = h0022B0_0000
x = 93.81682, y = 73.04701, z = 283.2021, angle = -90.04891, collision = h0022B0_0000
x = 95.2497, y = 73.00002, z = 283.2052, angle = -79.65091, collision = h0022B0_0000
x = 96.60226, y = 73.00002, z = 282.8423, angle = -56.26406, collision = h0022B0_0000
x = 96.5284, y = 73.00675, z = 281.7344, angle = 20.6281, collision = h0022B0_0000
x = 96.14417, y = 73.03275, z = 280.6943, angle = 9.690946, collision = h0022B0_0000
x = 95.87587, y = 73.06783, z = 279.291, angle = 7.285326, collision = h0022B0_0000
x = 95.71033, y = 73.1034, z = 277.868, angle = -7.688416, collision = h0022B0_0000
x = 95.84998, y = 73.13898, z = 276.4448, angle = -6.033024, collision = h0022B0_0000
x = 95.9858, y = 73.1256, z = 275.0191, angle = -3.104157, collision = h0022B0_0000
x = 96.0666, y = 73.08983, z = 273.5885, angle = -3.903836, collision = h0022B0_0000
x = 95.23225, y = 73.01955, z = 281.2228, angle = 176.9514, collision = h0022B0_0000
x = 95.06026, y = 73.00002, z = 284.4397, angle = 177.2917, collision = h0022B0_0000
x = 94.99889, y = 73.00002, z = 285.6969, angle = 177.4631, collision = h0022B0_0000
x = 94.94813, y = 72.9968, z = 287.0832, angle = -172.3831, collision = h0022B0_0000
x = 95.08134, y = 72.99002, z = 288.2132, angle = -178.3763, collision = h0037B0_0000
x = 96.46032, y = 56.08558, z = 290.4821, angle = -178.3763, collision = h0037B0_0000
x = 95.8856, y = 55.99999, z = 291.6335, angle = 146.8292, collision = h0037B0_0000
x = 95.45, y = 55.99999, z = 292.8524, angle = -151.995, collision = h0037B0_0000
x = 96.19298, y = 56.1034, z = 293.9484, angle = -120.8328, collision = h0037B0_0000
x = 97.42744, y = 56.08827, z = 294.6758, angle = -117.6659, collision = h0037B0_0000
x = 98.70438, y = 55.99999, z = 295.3249, angle = -102.6338, collision = h0037B0_0000
x = 100.106, y = 55.99999, z = 295.5872, angle = -92.42129, collision = h0037B0_0000
x = 101.5215, y = 55.99999, z = 295.7567, angle = -130.2491, collision = h0037B0_0000
x = 102.4573, y = 55.99999, z = 296.3715, angle = -163.6426, collision = h0037B0_0000
x = 103.0139, y = 55.99999, z = 297.6577, angle = -57.98052, collision = h0037B0_0000
x = 102.304, y = 55.99999, z = 294.7601, angle = -24.40211, collision = h0037B0_0000
x = 102.3581, y = 55.99999, z = 293.4942, angle = 104.0184, collision = h0037B0_0000
x = 101.2698, y = 55.99999, z = 293.8432, angle = 158.6223, collision = h0037B0_0000
x = 97.749, y = 55.99999, z = 293.7054, angle = -100.3489, collision = h0037B0_0000
x = 99.15072, y = 55.99999, z = 293.8762, angle = -82.20746, collision = h0037B0_0000
x = 100.2225, y = 55.99999, z = 293.2945, angle = 31.10184, collision = h0037B0_0000
x = 99.36382, y = 55.99999, z = 292.4517, angle = 102.1532, collision = h0037B0_0000
x = 97.96403, y = 55.99999, z = 292.709, angle = 102.4959, collision = h0037B0_0000
x = 96.56354, y = 55.99999, z = 293.004, angle = 39.03378, collision = h0037B0_0000
x = 97.48843, y = 55.99999, z = 290.3221, angle = -85.1721, collision = h0037B0_0000
x = 98.91774, y = 55.99999, z = 290.2285, angle = -80.14219, collision = h0037B0_0000
x = 100.3326, y = 55.99999, z = 290.0052, angle = -80.87179, collision = h0037B0_0000
x = 101.7427, y = 55.99999, z = 289.7528, angle = -62.65734, collision = h0037B0_0000
x = 102.6347, y = 55.99999, z = 288.9857, angle = 2.990817, collision = h0037B0_0000
x = 102.4803, y = 55.99999, z = 287.5747, angle = 25.29465, collision = h0037B0_0000
x = 101.5859, y = 55.99999, z = 286.6485, angle = 127.673, collision = h0037B0_0000
x = 100.6192, y = 55.99999, z = 287.59, angle = 178.0233, collision = h0037B0_0000
x = 100.5359, y = 55.99999, z = 289.0178, angle = 166.5609, collision = h0037B0_0000
x = 99.67815, y = 55.99999, z = 291.0338, angle = 129.9762, collision = h0037B0_0000
x = 98.53114, y = 55.99999, z = 291.8666, angle = 86.04339, collision = h0037B0_0000
x = 97.32255, y = 55.99999, z = 291.4805, angle = 31.15211, collision = h0037B0_0000
x = 96.76904, y = 55.99999, z = 289.3359, angle = -76.10806, collision = h0037B0_0000
x = 98.13405, y = 55.99999, z = 289.0115, angle = -90.72786, collision = h0037B0_0000
x = 99.27442, y = 55.99999, z = 288.497, angle = 30.49061, collision = h0037B0_0000
x = 98.59399, y = 55.99999, z = 287.5258, angle = 93.40829, collision = h0037B0_0000
x = 97.18178, y = 55.99999, z = 287.6026, angle = 94.80395, collision = h0037B0_0000
x = 95.77865, y = 55.99999, z = 287.5731, angle = 7.18193, collision = h0037B0_0000
x = 95.62859, y = 55.99999, z = 286.2125, angle = -59.71766, collision = h0037B0_0000
x = 96.80064, y = 55.99999, z = 285.4736, angle = -62.75067, collision = h0037B0_0000
x = 97.87038, y = 55.99999, z = 284.6524, angle = -44.27845, collision = h0037B0_0000
x = 98.8025, y = 55.99999, z = 283.903, angle = -107.6304, collision = h0037B0_0000
x = 100.1945, y = 55.99999, z = 284.2233, angle = -71.86258, collision = h0037B0_0000
x = 101.3884, y = 55.99999, z = 283.6623, angle = -13.76993, collision = h0037B0_0000
x = 98.10124, y = 56.13677, z = 283.0301, angle = 22.65526, collision = h0037B0_0000
x = 101.3975, y = 53, z = 280.444, angle = 25.39324, collision = h0037B0_0000
x = 90.83424, y = 58, z = 271.312, angle = -167.8827, collision = h0037B0_0000
x = 93.56406, y = 60.6, z = 289.4215, angle = 166.8085, collision = h0020B0_0000
x = 84.93905, y = 64.99999, z = 296.4967, angle = 87.13741, collision = h0020B0_0000
x = 83.50733, y = 64.99999, z = 296.4395, angle = 87.35118, collision = h0020B0_0000
x = 98.33009, y = 55.99999, z = 286.4612, angle = -7.720682, collision = h0037B0_0000
x = 94.55001, y = 58, z = 267.0486, angle = -1.877769, collision = h0037B0_0000
x = 92.38391, y = 60.60717, z = 295.6181, angle = 112.6107, collision = h0020B0_0000
x = 90.82227, y = 60.6, z = 295.4356, angle = 116.8217, collision = h0020B0_0000
x = 94.25, y = 60.90251, z = 296.7072, angle = 164.588, collision = h0020B0_0000
x = 93.34251, y = 60.84805, z = 297.5585, angle = 73.46858, collision = h0020B0_0000
x = 82.12968, y = 64.99998, z = 294.9371, angle = 132.6539, collision = h0020B0_0000
x = 72.19777, y = 66.99998, z = 291.5143, angle = 76.82027, collision = h0020B0_0000
x = 70.86284, y = 66.99998, z = 291.1751, angle = 53.6581, collision = h0020B0_0000
x = 63.21975, y = 70.44173, z = 288.9943, angle = -45.28283, collision = h0021B0_0000
x = 96.12193, y = 73, z = 293.0821, angle = 179.952, collision = h0040B0_0000
x = 96.19702, y = 73, z = 294.2217, angle = -176.1793, collision = h0040B0_0000
x = 96.2804, y = 73, z = 295.4866, angle = 166.6823, collision = h0040B0_0000
x = 96.00916, y = 73.01779, z = 296.886, angle = -179.2077, collision = h0040B0_0000
x = 95.98416, y = 73.0464, z = 298.3165, angle = -179.9184, collision = h0040B0_0000
x = 95.98515, y = 73.07507, z = 299.7495, angle = 179.6889, collision = h0040B0_0000
x = 95.97665, y = 73.1031, z = 301.1825, angle = 173.5358, collision = h0040B0_0000
x = 95.83665, y = 73.12685, z = 302.6081, angle = 178.5731, collision = h0040B0_0000
x = 95.80132, y = 73.14934, z = 303.9571, angle = 178.1426, collision = h0040B0_0000
x = 95.75891, y = 73.12879, z = 305.2755, angle = -174.4244, collision = h0040B0_0000
x = 95.81197, y = 73.1078, z = 306.5352, angle = -173.6276, collision = h0040B0_0000
x = 95.95781, y = 73.07414, z = 307.8455, angle = -172.7544, collision = h0040B0_0000
x = 96.12079, y = 73.03433, z = 309.1398, angle = -169.6642, collision = h0040B0_0000
x = 96.18001, y = 72.99927, z = 310.6247, angle = 178.5253, collision = h0033B0_0000
x = 96.15417, y = 72.49654, z = 311.5754, angle = -170.5883, collision = h0033B0_0000
x = 96.45102, y = 72.19995, z = 312.9722, angle = -129.1755, collision = h0033B0_0000
x = 97.60793, y = 72.19994, z = 313.0368, angle = -121.8765, collision = h0033B0_0000
x = 98.77728, y = 72.19992, z = 313.7578, angle = -152.6287, collision = h0033B0_0000
x = 99.3741, y = 72.19991, z = 315.0496, angle = -176.8965, collision = h0033B0_0000
x = 99.41657, y = 72.19991, z = 316.4749, angle = 175.0579, collision = h0033B0_0000
x = 99.02824, y = 72.19991, z = 317.6299, angle = 139.3723, collision = h0033B0_0000
x = 98.12589, y = 72.19993, z = 318.7086, angle = 116.7227, collision = h0033B0_0000
x = 96.88337, y = 72.19994, z = 318.849, angle = 71.08775, collision = h0033B0_0000
x = 95.65414, y = 72.19996, z = 318.5442, angle = 99.05978, collision = h0033B0_0000
x = 94.32047, y = 72.19997, z = 318.3674, angle = 21.55828, collision = h0033B0_0000
x = 95.0757, y = 72.19997, z = 317.48, angle = -84.37611, collision = h0033B0_0000
x = 96.33134, y = 72.19995, z = 317.2688, angle = -100.183, collision = h0033B0_0000
x = 97.74218, y = 72.19994, z = 317.4366, angle = -79.13187, collision = h0033B0_0000
x = 97.85489, y = 72.19993, z = 312.0375, angle = 95.71328, collision = h0033B0_0000
x = 95.4165, y = 72.19997, z = 313.1358, angle = 130.9317, collision = h0033B0_0000
x = 94.38422, y = 72.19997, z = 314.1219, angle = 172.5012, collision = h0033B0_0000
x = 94.58911, y = 72.19997, z = 315.1831, angle = -8.289021, collision = h0033B0_0000
x = 94.01915, y = 72.19998, z = 313.0228, angle = 40.05767, collision = h0033B0_0000
x = 93.4731, y = 72.19999, z = 311.9293, angle = 40.76967, collision = h0033B0_0000
x = 92.50928, y = 72.19996, z = 311.2057, angle = 91.09926, collision = h0033B0_0000
x = 92.06114, y = 72.19989, z = 312.3018, angle = -156.1108, collision = h0033B0_0000
x = 92.3974, y = 71.5097, z = 313.6427, angle = 178.2662, collision = h0033B0_0000
x = 92.36874, y = 70.96461, z = 314.5966, angle = -174.6716, collision = h0033B0_0000
x = 92.3873, y = 70.24335, z = 315.8589, angle = -175.8139, collision = h0033B0_0000
x = 92.45031, y = 69.6992, z = 316.8111, angle = 176.2233, collision = h0033B0_0000
x = 92.41712, y = 69.154, z = 317.7652, angle = 175.8206, collision = h0033B0_0000
x = 92.34869, y = 68.60956, z = 318.718, angle = 177.2917, collision = h0033B0_0000
x = 93.32725, y = 68.60001, z = 319.3889, angle = -48.7449, collision = h0033B0_0000
x = 94.61774, y = 67.98132, z = 319.043, angle = -86.89424, collision = h0033B0_0000
x = 95.57173, y = 67.4362, z = 319.0119, angle = -92.78452, collision = h0033B0_0000
x = 96.52306, y = 66.89259, z = 319.0432, angle = -100.8923, collision = h0033B0_0000
x = 97.4612, y = 66.35652, z = 319.2235, angle = -93.19061, collision = h0033B0_0000
x = 98.4119, y = 65.81327, z = 319.3055, angle = -93.3915, collision = h0033B0_0000
x = 99.36507, y = 65.26862, z = 319.3294, angle = -56.03684, collision = h0033B0_0000
x = 100.4501, y = 65.00001, z = 318.4759, angle = 9.414036, collision = h0033B0_0000
x = 100.1614, y = 64.79425, z = 317.1049, angle = 29.22556, collision = h0033B0_0000
x = 99.67061, y = 64.12511, z = 315.9339, angle = 3.864084, collision = h0033B0_0000
x = 99.58205, y = 63.58182, z = 314.9832, angle = -4.587387, collision = h0033B0_0000
x = 99.60715, y = 63.0377, z = 314.0309, angle = -6.315316, collision = h0033B0_0000
x = 99.71233, y = 62.49511, z = 313.0814, angle = -11.28594, collision = h0033B0_0000
x = 99.8812, y = 61.95811, z = 312.1417, angle = -11.31802, collision = h0033B0_0000
x = 100.0326, y = 61.42105, z = 311.2018, angle = 18.54989, collision = h0033B0_0000
x = 99.19869, y = 61.40003, z = 310.5499, angle = 101.5189, collision = h0033B0_0000
x = 97.97729, y = 61.06401, z = 310.828, angle = 77.48309, collision = h0033B0_0000
x = 97.03506, y = 60.5256, z = 310.7328, angle = 81.2741, collision = h0033B0_0000
x = 96.10154, y = 59.99217, z = 310.596, angle = 104.372, collision = h0033B0_0000
x = 95.16909, y = 59.45935, z = 310.7959, angle = 97.89999, collision = h0033B0_0000
x = 94.22766, y = 58.92139, z = 310.9422, angle = 82.92263, collision = h0033B0_0000
x = 93.27791, y = 58.37868, z = 310.8406, angle = 110.9988, collision = h0033B0_0000
x = 92.39824, y = 57.87603, z = 311.1114, angle = 147.368, collision = h0033B0_0000
x = 91.55004, y = 57.79995, z = 312.2443, angle = 148.9184, collision = h0033B0_0000
x = 91.57357, y = 57.32275, z = 313.37, angle = -157.3122, collision = h0033B0_0000
x = 91.8122, y = 56.80037, z = 314.2842, angle = -175.7145, collision = h0033B0_0000
x = 91.89445, y = 56.25812, z = 315.2331, angle = -167.7177, collision = h0033B0_0000
x = 92.0831, y = 55.72323, z = 316.1692, angle = 177.666, collision = h0033B0_0000
x = 92.09504, y = 55.1791, z = 317.1214, angle = 171.0641, collision = h0033B0_0000
x = 91.96977, y = 54.63833, z = 318.0678, angle = 171.9882, collision = h0033B0_0000
x = 92.20001, y = 54.19995, z = 319.3948, angle = -112.9236, collision = h0033B0_0000
x = 93.5267, y = 54.19296, z = 319.3936, angle = -60.75397, collision = h0033B0_0000
x = 94.67574, y = 53.54812, z = 318.8764, angle = -107.27, collision = h0033B0_0000
x = 95.60017, y = 53.01988, z = 319.0947, angle = -102.8609, collision = h0033B0_0000
x = 96.52867, y = 52.48932, z = 319.2833, angle = -83.27125, collision = h0033B0_0000
x = 97.47851, y = 51.94656, z = 319.1821, angle = -82.99968, collision = h0033B0_0000
x = 98.42673, y = 51.40472, z = 319.066, angle = -72.88046, collision = h0033B0_0000
x = 99.34229, y = 50.88155, z = 318.813, angle = -40.26728, collision = h0033B0_0000
x = 100.2222, y = 50.59996, z = 317.7094, angle = -11.28758, collision = h0033B0_0000
x = 100.4176, y = 49.88081, z = 316.3065, angle = -33.26888, collision = h0033B0_0000
x = 100.4501, y = 49.22817, z = 315.1643, angle = 17.31493, collision = h0033B0_0000
x = 100.2428, y = 48.70786, z = 314.2538, angle = 14.98636, collision = h0033B0_0000
x = 99.96597, y = 48.19531, z = 313.3568, angle = 0.2168722, collision = h0033B0_0000
x = 99.9561, y = 47.80001, z = 312.0499, angle = 43.28674, collision = h0033B0_0000
x = 98.54638, y = 47.7872, z = 312.2962, angle = 122.0665, collision = h0033B0_0000
x = 97.25081, y = 47.04897, z = 312.6804, angle = 67.06301, collision = h0033B0_0000
x = 96.36502, y = 46.54281, z = 312.3236, angle = 91.54073, collision = h0033B0_0000
x = 95.11557, y = 45.82885, z = 312.3231, angle = 102.638, collision = h0033B0_0000
x = 94.18032, y = 45.29443, z = 312.5161, angle = 102.0052, collision = h0033B0_0000
x = 93.05006, y = 44.99998, z = 312.9008, angle = 158.8495, collision = h0033B0_0000
x = 93.08913, y = 44.68282, z = 314.1899, angle = -169.945, collision = h0033B0_0000
x = 93.30861, y = 44.15214, z = 315.1186, angle = -167.8076, collision = h0033B0_0000
x = 93.50914, y = 43.62285, z = 316.0479, angle = -178.8897, collision = h0033B0_0000
x = 93.52968, y = 42.88589, z = 317.3346, angle = -169.1665, collision = h0033B0_0000
x = 94.31944, y = 42.79997, z = 317.9627, angle = -62.73918, collision = h0033B0_0000
x = 95.57962, y = 42.20306, z = 317.3584, angle = -92.18858, collision = h0033B0_0000
x = 96.52665, y = 41.66191, z = 317.2812, angle = -84.02525, collision = h0033B0_0000
x = 97.47651, y = 41.12149, z = 317.1796, angle = -83.57729, collision = h0033B0_0000
x = 98.88512, y = 40.99998, z = 316.9865, angle = -23.69323, collision = h0033B0_0000
x = 98.82713, y = 40.99998, z = 315.8739, angle = 67.56104, collision = h0033B0_0000
x = 97.83444, y = 40.99998, z = 315.3686, angle = 28.2683, collision = h0033B0_0000
x = 97.42928, y = 40.99999, z = 314.1058, angle = -42.10738, collision = h0033B0_0000
x = 96.13051, y = 40.99998, z = 314.5448, angle = 109.4142, collision = h0033B0_0000
x = 94.7833, y = 40.99999, z = 315.0328, angle = 145.3928, collision = h0033B0_0000
x = 94.61054, y = 41, z = 316.0253, angle = -141.8463, collision = h0033B0_0000
x = 95.47767, y = 40.99998, z = 316.5999, angle = -125.2874, collision = h0033B0_0000
x = 96.66626, y = 40.99997, z = 316.3768, angle = -4.032899, collision = h0033B0_0000
