# Upper
x = -50.26352, y = -136.5, z = 50.94548, angle = -95, collision = h0001B0_0000
x = 99.83948, y = -163.1559, z = 44.70488, angle = 61.56416, collision = h0032B0_0000
x = 98.72536, y = -163.1559, z = 44.20533, angle = 94.7506, collision = h0032B0_0000
x = 97.51512, y = -163.1559, z = 44.07046, angle = 128.6496, collision = h0032B0_0000
x = 96.39345, y = -163.1559, z = 44.90042, angle = 179.8559, collision = h0032B0_0000
x = 96.20437, y = -163.1559, z = 45.92378, angle = -172.4938, collision = h0032B0_0000
x = 96.40667, y = -163.1559, z = 47.27361, angle = 175.8621, collision = h0032B0_0000
x = 97.61869, y = -163.1559, z = 47.98922, angle = -141.6065, collision = h0032B0_0000
x = 98.41403, y = -163.1559, z = 48.9355, angle = -172.9357, collision = h0032B0_0000
x = 98.44796, y = -163.1559, z = 50.38585, angle = 129.696, collision = h0032B0_0000
x = 97.11491, y = -163.1559, z = 50.67733, angle = 130.4506, collision = h0032B0_0000
x = 96.03718, y = -163.1559, z = 51.31964, angle = 94.17272, collision = h0032B0_0000
x = 94.91576, y = -163.1559, z = 51.41232, angle = 94.17272, collision = h0032B0_0000
x = 96.28571, y = -163.1559, z = 52.39024, angle = -152.4414, collision = h0032B0_0000
x = 96.69718, y = -163.1559, z = 53.74451, angle = 175.1944, collision = h0032B0_0000
x = 97.21636, y = -163.1559, z = 54.69065, angle = -123.1214, collision = h0032B0_0000
x = 98.35521, y = -163.1559, z = 55.01017, angle = -34.49546, collision = h0032B0_0000
x = 97.95073, y = -163.1559, z = 53.96264, angle = 58.72132, collision = h0032B0_0000
x = 95.91995, y = -163.1559, z = 50.16297, angle = 7.426041, collision = h0032B0_0000
x = 95.50611, y = -163.1559, z = 49.00072, angle = -33.79028, collision = h0032B0_0000
x = 94.84573, y = -163.1559, z = 47.86298, angle = 127.9197, collision = h0032B0_0000
x = 93.95991, y = -163.1559, z = 48.79655, angle = 130.5845, collision = h0032B0_0000
x = 99.44531, y = -163.1559, z = 48.98792, angle = -38.52601, collision = h0032B0_0000
x = 100.2452, y = -163.1559, z = 47.93919, angle = -18.66051, collision = h0032B0_0000
x = 100.8376, y = -163.1559, z = 46.93671, angle = 11.03127, collision = h0032B0_0000
x = 97.27808, y = -163.1559, z = 46.58382, angle = -27.35394, collision = h0032B0_0000
x = 97.88656, y = -163.1559, z = 45.41028, angle = -47.05253, collision = h0032B0_0000
x = 98.67382, y = -163.1559, z = 43.17992, angle = 78.24196, collision = h0032B0_0000
x = 96.20679, y = -163.1559, z = 43.7852, angle = 101.1998, collision = h0032B0_0000
x = 94.96291, y = -163.1559, z = 43.92035, angle = 110.6005, collision = h0032B0_0000
x = 94.62889, y = -163.1559, z = 45.08651, angle = 141.4904, collision = h0032B0_0000
x = 93.81209, y = -163.1559, z = 46.10842, angle = 140.0405, collision = h0032B0_0000
x = 92.80756, y = -163.1559, z = 47.1955, angle = 88.92366, collision = h0032B0_0000
x = 92.36169, y = -163.1559, z = 46.1713, angle = -36.24265, collision = h0032B0_0000
x = 93.36083, y = -163.1559, z = 45.16759, angle = -129.7863, collision = h0032B0_0000
x = 94.86473, y = -163.1559, z = 46.11679, angle = -91.23788, collision = h0032B0_0000
x = 97.8338, y = -163.1559, z = 42.46419, angle = 40.76857, collision = h0032B0_0000
x = 96.7987, y = -163.1559, z = 41.47831, angle = 75.62173, collision = h0032B0_0000
x = 95.51491, y = -163.1559, z = 41.16371, angle = 111.333, collision = h0032B0_0000
x = 94.12022, y = -163.1559, z = 41.57681, angle = 95.49227, collision = h0032B0_0000
x = 92.89501, y = -163.1559, z = 41.75441, angle = 80.02657, collision = h0032B0_0000
x = 91.50941, y = -163.1559, z = 41.84088, angle = 105.3047, collision = h0032B0_0000
x = 90.26145, y = -163.1559, z = 42.24219, angle = 125.8663, collision = h0032B0_0000
x = 90.01962, y = -163.1559, z = 43.22575, angle = -117.7261, collision = h0032B0_0000
x = 91.13008, y = -163.1559, z = 43.89677, angle = -110.2213, collision = h0032B0_0000
x = 92.22264, y = -163.1559, z = 43.61691, angle = -16.69058, collision = h0032B0_0000
x = 95.24699, y = -163.1559, z = 40.02008, angle = -9.823287, collision = h0032B0_0000
x = 94.09167, y = -163.1559, z = 37.8846, angle = 81.45815, collision = h0032B0_0000
x = 92.62345, y = -163.1559, z = 37.80049, angle = 127.0096, collision = h0032B0_0000
x = 91.54388, y = -163.1559, z = 38.56047, angle = 134.0854, collision = h0032B0_0000
x = 90.80997, y = -163.1559, z = 39.40894, angle = 152.1418, collision = h0032B0_0000
x = 92.69376, y = -163.1559, z = 36.69003, angle = 17.45551, collision = h0032B0_0000
x = 92.23409, y = -163.1559, z = 35.27515, angle = 42.17633, collision = h0032B0_0000
x = 91.30792, y = -163.1559, z = 34.41745, angle = 91.37041, collision = h0032B0_0000
x = 89.93616, y = -163.1559, z = 34.71138, angle = 155.4521, collision = h0032B0_0000
x = 89.30432, y = -163.1559, z = 35.96492, angle = 79.61996, collision = h0032B0_0000
x = 87.96442, y = -163.1559, z = 35.62114, angle = 45.38259, collision = h0032B0_0000
x = 87.06145, y = -163.1559, z = 36.19406, angle = 152.3754, collision = h0032B0_0000
x = 86.8656, y = -163.1559, z = 37.18129, angle = -144.876, collision = h0032B0_0000
x = 87.83987, y = -163.1559, z = 38.18861, angle = -64.03678, collision = h0032B0_0000
x = 88.87531, y = -163.1559, z = 37.47644, angle = -20.99189, collision = h0032B0_0000
x = 89.52525, y = -163.1558, z = 31.71181, angle = 126.3036, collision = h0032B0_0000
x = 88.46814, y = -163.1559, z = 32.68353, angle = 151.3964, collision = h0032B0_0000
x = 87.81915, y = -163.1559, z = 33.83525, angle = 135.1256, collision = h0032B0_0000
x = 86.74226, y = -163.1559, z = 34.852, angle = 112.4189, collision = h0032B0_0000
x = 85.4987, y = -163.1559, z = 35.26488, angle = 86.55518, collision = h0032B0_0000
x = 84.01573, y = -163.1559, z = 35.30337, angle = 135.854, collision = h0032B0_0000
x = 82.93299, y = -163.1559, z = 36.03746, angle = 110.9393, collision = h0032B0_0000
x = 81.85485, y = -163.1559, z = 36.90068, angle = 146.2344, collision = h0033B0_0000
x = 81.10684, y = -163.0001, z = 37.98046, angle = 86.50902, collision = h0033B0_0000
x = 79.95976, y = -163.1559, z = 37.06363, angle = -14.08225, collision = h0032B0_0000
x = 80.20382, y = -163.1559, z = 35.7636, angle = 28.35028, collision = h0032B0_0000
x = 79.46542, y = -163.1559, z = 34.55901, angle = 50.1355, collision = h0032B0_0000
x = 78.44955, y = -163.1559, z = 33.71199, angle = 51.22706, collision = h0032B0_0000
x = 78.76983, y = -163.1559, z = 32.45796, angle = -53.1376, collision = h0032B0_0000
x = 80.03938, y = -163.1559, z = 33.12542, angle = -102.8812, collision = h0032B0_0000
x = 81.32696, y = -163.1559, z = 33.28556, angle = -47.58072, collision = h0032B0_0000
x = 82.48314, y = -163.1559, z = 32.37549, angle = -47.99564, collision = h0032B0_0000
x = 83.53934, y = -163.1559, z = 31.5859, angle = -77.74178, collision = h0032B0_0000
x = 84.99113, y = -163.1559, z = 31.35089, angle = -89.86298, collision = h0032B0_0000
x = 86.3138, y = -163.1559, z = 31.3514, angle = -89.24996, collision = h0032B0_0000
x = 87.80518, y = -163.1558, z = 31.32831, angle = -88.03492, collision = h0032B0_0000
x = 92.01794, y = -163.1559, z = 31.3697, angle = 13.27394, collision = h0032B0_0000
x = 91.62755, y = -163.1558, z = 27.8022, angle = -43.54358, collision = h0032B0_0000
x = 92.50908, y = -163.1558, z = 26.81239, angle = -19.74632, collision = h0032B0_0000
x = 92.97375, y = -163.1558, z = 25.41164, angle = 28.7893, collision = h0032B0_0000
x = 92.22917, y = -163.1558, z = 24.4787, angle = 84.84754, collision = h0032B0_0000
x = 90.0045, y = -163.1558, z = 23.51061, angle = 50.97762, collision = h0032B0_0000
x = 87.01205, y = -163.1558, z = 21.45411, angle = 67.75941, collision = h0032B0_0000
x = 85.62701, y = -163.1559, z = 20.92335, angle = 88.64234, collision = h0032B0_0000
x = 81.70168, y = -163.1559, z = 22.68328, angle = 175.9762, collision = h0032B0_0000
x = 80.51299, y = -163.1559, z = 23.52162, angle = 12.56172, collision = h0032B0_0000
x = 80.29695, y = -163.1559, z = 19.00367, angle = -24.57383, collision = h0032B0_0000
x = 78.69656, y = -163.1559, z = 18.06223, angle = 33.10339, collision = h0032B0_0000
x = 87.91396, y = -163.1559, z = 19.94807, angle = -137.8818, collision = h0032B0_0000
x = 88.77081, y = -163.1558, z = 20.94684, angle = -159.609, collision = h0032B0_0000
x = 91.15224, y = -163.1558, z = 25.67663, angle = -151.2437, collision = h0032B0_0000
x = 92.01019, y = -163.1558, z = 30.15297, angle = 163.3979, collision = h0032B0_0000
x = 93.2548, y = -163.1559, z = 35.44262, angle = -145.5032, collision = h0032B0_0000
x = 95.86522, y = -163.1559, z = 39.16742, angle = -143.1273, collision = h0032B0_0000
x = 96.52853, y = -163.1559, z = 40.05855, angle = -142.0768, collision = h0032B0_0000
x = 102.2754, y = -163.1559, z = 45.1154, angle = -132.604, collision = h0032B0_0000
x = 103.0822, y = -163.1559, z = 45.75501, angle = -142.7423, collision = h0032B0_0000
x = 103.9427, y = -163.1559, z = 46.75518, angle = -79.94534, collision = h0032B0_0000
x = 104.9622, y = -163.1559, z = 46.28788, angle = -85.19167, collision = h0032B0_0000
x = 106.4309, y = -163.1559, z = 46.08986, angle = -119.3598, collision = h0032B0_0000
x = 107.4551, y = -163.1559, z = 46.97247, angle = -158.4532, collision = h0032B0_0000
x = 107.9443, y = -163.1559, z = 48.07237, angle = -159.1945, collision = h0032B0_0000
x = 108.3246, y = -163.1559, z = 49.39845, angle = -147.6925, collision = h0032B0_0000
x = 109.0416, y = -163.1559, z = 50.50663, angle = -137.2058, collision = h0032B0_0000
x = 110.068, y = -162.95, z = 51.57823, angle = -134.7393, collision = h0070B0_0000
x = 111.0074, y = -162.488, z = 52.09229, angle = -103.7457, collision = h0070B0_0000
x = 111.9406, y = -161.8097, z = 52.3368, angle = -87.61938, collision = h0070B0_0000
x = 112.4104, y = -161.2926, z = 53.1939, angle = -164.9115, collision = h0070B0_0000
x = 112.0497, y = -160.6804, z = 54.17515, angle = 164.7405, collision = h0070B0_0000
x = 111.2172, y = -160.1579, z = 54.7345, angle = 125.9348, collision = h0070B0_0000
x = 110.0462, y = -159.5144, z = 54.64578, angle = 76.48302, collision = h0070B0_0000
x = 109.2565, y = -158.938, z = 53.91417, angle = 32.08218, collision = h0070B0_0000
x = 109.1501, y = -158.2485, z = 52.71399, angle = -7.840975, collision = h0070B0_0000
x = 109.7884, y = -158.2, z = 51.90335, angle = -46.25112, collision = h0070B0_0000
x = 110.7769, y = -158.2214, z = 51.58833, angle = -69.64555, collision = h0070B0_0000
x = 109.2356, y = -158.1559, z = 50.8475, angle = 33.3263, collision = h0070B0_0000
x = 108.5976, y = -158.1559, z = 49.69807, angle = 6.95443, collision = h0070B0_0000
x = 108.1946, y = -158.1559, z = 48.41444, angle = 48.41697, collision = h0070B0_0000
x = 107.2121, y = -158.1559, z = 47.31066, angle = 24.93809, collision = h0070B0_0000
x = 106.6505, y = -158.05, z = 46.11312, angle = 23.9314, collision = h0070B0_0000
x = 106.0348, y = -158.05, z = 44.75924, angle = 29.4017, collision = h0070B0_0000
x = 105.5319, y = -158.05, z = 46.12762, angle = 91.95028, collision = h0070B0_0000
x = 104.4469, y = -158.05, z = 46.23973, angle = 109.6771, collision = h0070B0_0000
x = 103.0028, y = -158.05, z = 46.54523, angle = 106.0699, collision = h0070B0_0000
x = 101.773, y = -158.05, z = 46.95655, angle = 126.5962, collision = h0070B0_0000
x = 100.5833, y = -158.05, z = 47.8458, angle = 131.8725, collision = h0070B0_0000
x = 99.60521, y = -158.05, z = 48.73585, angle = 133.1198, collision = h0070B0_0000
x = 98.46469, y = -158.05, z = 49.68287, angle = 120.7261, collision = h0070B0_0000
x = 97.44732, y = -158.05, z = 50.28912, angle = 118.2857, collision = h0070B0_0000
x = 96.37225, y = -158.05, z = 50.87884, angle = 116.5598, collision = h0070B0_0000
x = 95.22174, y = -158.05, z = 51.44137, angle = 56.42542, collision = h0070B0_0000
x = 94.55335, y = -158.05, z = 50.4435, angle = -13.30671, collision = h0070B0_0000
x = 94.77031, y = -158.05, z = 48.98343, angle = 28.16744, collision = h0070B0_0000
x = 95.70892, y = -158.05, z = 49.4896, angle = -128.9826, collision = h0070B0_0000
x = 106.0494, y = -158.05, z = 43.70411, angle = 58.07396, collision = h0070B0_0000
x = 105.0151, y = -158.05, z = 42.74574, angle = 41.46547, collision = h0070B0_0000
x = 104.0286, y = -158.05, z = 41.6317, angle = 41.39536, collision = h0070B0_0000
x = 103.1502, y = -158.05, z = 40.64279, angle = 31.47921, collision = h0070B0_0000
x = 102.3285, y = -158.05, z = 39.40536, angle = 32.1158, collision = h0070B0_0000
x = 101.6284, y = -158.05, z = 38.28316, angle = 31.92903, collision = h0070B0_0000
x = 100.9112, y = -158.05, z = 36.9845, angle = 19.98647, collision = h0070B0_0000
x = 100.4632, y = -158.05, z = 35.74001, angle = 17.78323, collision = h0070B0_0000
x = 99.96789, y = -158.05, z = 34.33802, angle = 23.61206, collision = h0070B0_0000
x = 99.41415, y = -158.05, z = 33.1379, angle = 39.88042, collision = h0070B0_0000
x = 98.47622, y = -158.05, z = 31.98786, angle = 42.54686, collision = h0070B0_0000
x = 98.04077, y = -158.0475, z = 30.81068, angle = -67.62608, collision = h0070B0_0000
x = 99.19093, y = -158.05, z = 31.12322, angle = -158.2145, collision = h0070B0_0000
x = 101.6555, y = -158.05, z = 48.23152, angle = 105.9866, collision = h0070B0_0000
x = 98.44707, y = -158.05, z = 48.49173, angle = 128.1504, collision = h0070B0_0000
x = 93.7761, y = -158.05, z = 47.99142, angle = 49.91835, collision = h0070B0_0000
x = 92.81864, y = -158.05, z = 46.89122, angle = -13.29929, collision = h0070B0_0000
x = 93.05936, y = -158.05, z = 45.60675, angle = 2.004155, collision = h0070B0_0000
x = 92.72374, y = -158.05, z = 44.27765, angle = 84.19228, collision = h0070B0_0000
x = 91.47552, y = -158.05, z = 43.91848, angle = 38.48159, collision = h0070B0_0000
x = 90.48128, y = -158.05, z = 42.81375, angle = 34.30442, collision = h0070B0_0000
x = 89.75316, y = -158.05, z = 41.73671, angle = 13.38157, collision = h0070B0_0000
x = 89.453, y = -158.05, z = 40.29013, angle = 2.292116, collision = h0070B0_0000
x = 89.31302, y = -158.05, z = 38.98085, angle = 41.34047, collision = h0070B0_0000
x = 88.36305, y = -158.05, z = 37.86502, angle = 38.86659, collision = h0070B0_0000
x = 87.57326, y = -158.05, z = 36.81883, angle = 23.50152, collision = h0070B0_0000
x = 87.02567, y = -158.05, z = 35.89737, angle = 71.6192, collision = h0070B0_0000
x = 85.91891, y = -158.05, z = 35.48734, angle = 81.33124, collision = h0070B0_0000
x = 84.84447, y = -158.05, z = 35.6623, angle = 120.5937, collision = h0070B0_0000
x = 84.11517, y = -158.05, z = 36.35269, angle = 126.9727, collision = h0070B0_0000
x = 83.09927, y = -158.05, z = 37.16958, angle = 119.1716, collision = h0070B0_0000
x = 81.88713, y = -158.05, z = 37.65528, angle = 79.2272, collision = h0070B0_0000
x = 80.45874, y = -158.05, z = 37.70714, angle = 125.4392, collision = h0070B0_0000
x = 79.27131, y = -158.0501, z = 38.60304, angle = 136.5582, collision = h0070B0_0000
x = 78.42416, y = -158.0501, z = 39.48235, angle = 69.67005, collision = h0070B0_0000
x = 78.16881, y = -158.0501, z = 38.49862, angle = 0.2382097, collision = h0070B0_0000
x = 78.18314, y = -158.05, z = 37.18636, angle = 19.62033, collision = h0070B0_0000
x = 77.46889, y = -158.05, z = 35.94575, angle = 55.0331, collision = h0070B0_0000
x = 76.57634, y = -158.05, z = 35.18497, angle = 40.83904, collision = h0070B0_0000
x = 75.8692, y = -158.05, z = 34.14236, angle = 27.23613, collision = h0070B0_0000
x = 75.16048, y = -158.05, z = 32.84488, angle = 32.4073, collision = h0070B0_0000
x = 75.92946, y = -158.05, z = 31.99415, angle = -60.01672, collision = h0070B0_0000
x = 77.12479, y = -158.05, z = 31.28538, angle = -53.94621, collision = h0070B0_0000
x = 78.2634, y = -158.05, z = 30.65087, angle = -70.84708, collision = h0070B0_0000
x = 79.34179, y = -158.05, z = 30.36789, angle = -81.69738, collision = h0070B0_0000
x = 80.80473, y = -158.05, z = 30.10769, angle = -36.02464, collision = h0070B0_0000
x = 81.57997, y = -158.05, z = 29.36117, angle = -36.02464, collision = h0070B0_0000
x = 81.7625, y = -158.05, z = 28.17961, angle = 6.30421, collision = h0070B0_0000
x = 81.31482, y = -158.05, z = 27.18747, angle = 38.43156, collision = h0070B0_0000
x = 80.54224, y = -158.05, z = 26.19979, angle = 30.09017, collision = h0070B0_0000
x = 80.07296, y = -158.05, z = 25.05264, angle = -6.473244, collision = h0070B0_0000
x = 80.63074, y = -158.05, z = 23.85401, angle = -47.93082, collision = h0070B0_0000
x = 80.06428, y = -158.05, z = 22.72008, angle = 32.11881, collision = h0070B0_0000
x = 79.44961, y = -158.05, z = 21.43838, angle = 15.03707, collision = h0070B0_0000
x = 79.43023, y = -158.05, z = 20.16702, angle = -24.28804, collision = h0070B0_0000
x = 80.01788, y = -158.05, z = 18.80896, angle = -13.9594, collision = h0070B0_0000
x = 80.52665, y = -158.05, z = 17.43222, angle = -47.17527, collision = h0070B0_0000
x = 81.47339, y = -158.05, z = 16.51206, angle = -46.55509, collision = h0070B0_0000
x = 82.49896, y = -158.05, z = 15.69499, angle = -67.86288, collision = h0070B0_0000
x = 83.89878, y = -158.05, z = 15.21083, angle = -76.47255, collision = h0070B0_0000
x = 85.19498, y = -158.05, z = 15.04726, angle = -81.98262, collision = h0070B0_0000
x = 86.63626, y = -158.05, z = 15.20778, angle = -101.1789, collision = h0070B0_0000
x = 87.86781, y = -158.05, z = 15.65101, angle = -116.9484, collision = h0070B0_0000
x = 89.2139, y = -158.05, z = 16.23312, angle = -100.3392, collision = h0070B0_0000
x = 90.2477, y = -158.05, z = 16.92282, angle = -168.0208, collision = h0070B0_0000
x = 90.54947, y = -158.05, z = 18.20127, angle = -173.9261, collision = h0070B0_0000
x = 90.8953, y = -158.05, z = 19.40534, angle = -137.3229, collision = h0070B0_0000
x = 91.78527, y = -158.0499, z = 20.37404, angle = -143.3652, collision = h0070B0_0000
x = 92.64141, y = -158.0489, z = 21.44509, angle = -141.4716, collision = h0070B0_0000
x = 89.33177, y = -158.05, z = 17.40672, angle = 60.18988, collision = h0070B0_0000
x = 79.2897, y = -157.6682, z = 23.90549, angle = 19.57368, collision = h0070B0_0000
x = 78.90115, y = -157.102, z = 23.01787, angle = 44.63784, collision = h0070B0_0000
x = 78.30421, y = -156.4518, z = 21.97132, angle = 22.73912, collision = h0070B0_0000
x = 78.18335, y = -155.9278, z = 21.02185, angle = 20.69722, collision = h0070B0_0000
x = 78.29841, y = -155.3033, z = 19.89281, angle = 10.62624, collision = h0070B0_0000
x = 78.19645, y = -154.8032, z = 18.93295, angle = -5.489819, collision = h0070B0_0000
x = 78.79766, y = -154.2393, z = 18.04724, angle = -26.3443, collision = h0070B0_0000
x = 79.23219, y = -153.7072, z = 17.16031, angle = -42.83298, collision = h0070B0_0000
x = 79.88207, y = -153.1729, z = 16.41213, angle = -21.36001, collision = h0070B0_0000
x = 80.74159, y = -152.5315, z = 15.6611, angle = -49.51536, collision = h0070B0_0000
x = 81.58375, y = -151.9908, z = 15.17488, angle = -43.94493, collision = h0070B0_0000
x = 82.4205, y = -151.4209, z = 14.69178, angle = -46.15846, collision = h0070B0_0000
x = 83.53175, y = -150.7321, z = 14.0502, angle = -66.38331, collision = h0070B0_0000
x = 84.41108, y = -150.2234, z = 13.8906, angle = -68.7389, collision = h0070B0_0000
x = 85.36031, y = -149.7138, z = 13.76875, angle = -75.09387, collision = h0070B0_0000
x = 86.51962, y = -149.0701, z = 14.023, angle = -103.2658, collision = h0070B0_0000
x = 87.47131, y = -148.5251, z = 14.2903, angle = -104.3564, collision = h0070B0_0000
x = 88.66444, y = -148.17, z = 14.71748, angle = -120.0517, collision = h0111B0_0000
x = 89.47813, y = -148.2002, z = 15.54072, angle = -173.5969, collision = h0111B0_0000
x = 89.1283, y = -148.2028, z = 16.49775, angle = 80.32793, collision = h0111B0_0000
x = 87.98082, y = -148.2028, z = 16.28774, angle = 66.09052, collision = h0111B0_0000
x = 86.66605, y = -148.2028, z = 16.06694, angle = 90.96841, collision = h0111B0_0000
x = 85.34361, y = -148.2028, z = 16.09203, angle = 95.09133, collision = h0111B0_0000
x = 83.87671, y = -148.2028, z = 16.30222, angle = 92.96255, collision = h0111B0_0000
x = 82.57652, y = -148.2028, z = 16.46924, angle = 105.8033, collision = h0111B0_0000
x = 81.12715, y = -148.2028, z = 16.73538, angle = 83.97944, collision = h0070B0_0000
x = 79.87379, y = -148.2028, z = 16.84685, angle = 169.1803, collision = h0111B0_0000
x = 79.62667, y = -148.2028, z = 18.28584, angle = 179.2955, collision = h0111B0_0000
x = 79.42787, y = -148.2028, z = 19.55875, angle = 148.1613, collision = h0111B0_0000
x = 78.78279, y = -148.2028, z = 20.88877, angle = -153.0388, collision = h0111B0_0000
x = 79.34502, y = -148.2028, z = 22.03006, angle = -179.0498, collision = h0111B0_0000
x = 79.54812, y = -148.2015, z = 23.25476, angle = -174.6814, collision = h0111B0_0000
x = 79.57033, y = -148.1994, z = 24.28774, angle = 150.048, collision = h0111B0_0000
x = 80.1472, y = -148.1996, z = 25.22116, angle = -127.8297, collision = h0111B0_0000
x = 81.10789, y = -148.2017, z = 25.90894, angle = -157.4145, collision = h0111B0_0000
x = 80.51575, y = -148.2028, z = 15.73823, angle = -25.40671, collision = h0111B0_0000
x = 81.34948, y = -148.186, z = 14.95061, angle = -74.25114, collision = h0070B0_0000
x = 89.73186, y = -148.2028, z = 17.58851, angle = -105.2769, collision = h0111B0_0000
x = 91.16231, y = -148.2028, z = 17.90592, angle = -173.0537, collision = h0111B0_0000
x = 91.25684, y = -148.2028, z = 18.92102, angle = 162.9306, collision = h0111B0_0000
x = 92.22853, y = -148.2028, z = 19.39461, angle = -139.5004, collision = h0111B0_0000
x = 92.77148, y = -148.2028, z = 20.25497, angle = -139.0403, collision = h0111B0_0000
x = 92.93608, y = -148.2118, z = 21.29404, angle = 152.3011, collision = h0032B0_0000
x = 88.31117, y = -163.1558, z = 26.32874, angle = 123.9316, collision = h0032B0_0000
x = 87.26421, y = -163.1558, z = 27.12303, angle = 143.3988, collision = h0032B0_0000
x = 86.40218, y = -163.1558, z = 28.33332, angle = 148.6662, collision = h0032B0_0000
x = 85.70094, y = -163.1558, z = 29.45467, angle = 144.3385, collision = h0032B0_0000
x = 81.50263, y = -163.1559, z = 34.53972, angle = 134.651, collision = h0032B0_0000
x = 78.26944, y = -163.1559, z = 34.90874, angle = 54.99897, collision = h0032B0_0000
x = 77.25262, y = -163.15, z = 34.70959, angle = 141.0073, collision = h0032B0_0000
x = 76.44404, y = -163.1732, z = 35.70697, angle = 157.1371, collision = h0032B0_0000
x = 75.8633, y = -163.8565, z = 37.07693, angle = 129.9702, collision = h0032B0_0000
x = 75.21968, y = -164.3831, z = 37.80538, angle = 101.4094, collision = h0032B0_0000
x = 73.97388, y = -165.0671, z = 38.04147, angle = 65.47073, collision = h0032B0_0000
x = 72.75862, y = -165.5204, z = 37.52314, angle = 123.2187, collision = h0032B0_0000
x = 71.75354, y = -166, z = 38.12568, angle = -134.7336, collision = h0033B0_0000
x = 72.77909, y = -165.9669, z = 39.12139, angle = -112.1903, collision = h0032B0_0000
x = 73.84483, y = -165.5661, z = 39.56458, angle = -103.576, collision = h0033B0_0000
x = 75.11907, y = -164.8883, z = 39.39926, angle = -71.72798, collision = h0032B0_0000
x = 76.10423, y = -164.1832, z = 38.63785, angle = -20.07214, collision = h0032B0_0000
x = 75.43085, y = -163.7187, z = 35.84561, angle = 127.0092, collision = h0032B0_0000
x = 74.60966, y = -164.2647, z = 36.3345, angle = 126.8304, collision = h0032B0_0000
x = 70.89449, y = -166, z = 38.87201, angle = 108.9375, collision = h0033B0_0000
x = 69.59819, y = -165.9999, z = 39.09173, angle = 45.02798, collision = h0033B0_0000
x = 68.70071, y = -165.9998, z = 38.0326, angle = -54.95091, collision = h0033B0_0000
x = 69.52195, y = -165.9999, z = 37.36053, angle = -60.68827, collision = h0033B0_0000
x = 68.60559, y = -165.9998, z = 36.7551, angle = 84.6652, collision = h0033B0_0000
x = 67.87953, y = -165.9998, z = 36.03071, angle = 92.77987, collision = h0033B0_0000
x = 67.24434, y = -165.9998, z = 35.01062, angle = 40.88949, collision = h0033B0_0000
x = 66.42862, y = -165.9998, z = 33.98718, angle = 43.03762, collision = h0033B0_0000
x = 65.36812, y = -165.9999, z = 32.94486, angle = 50.73672, collision = h0033B0_0000
x = 64.34329, y = -166, z = 32.10866, angle = 33.63715, collision = h0033B0_0000
x = 63.52603, y = -166, z = 30.89085, angle = 8.010145, collision = h0033B0_0000
x = 63.05956, y = -166, z = 29.70272, angle = 73.19493, collision = h0033B0_0000
x = 61.63672, y = -166, z = 29.27436, angle = 88.32995, collision = h0033B0_0000
x = 60.34338, y = -166, z = 29.38082, angle = -171.3213, collision = h0033B0_0000
x = 60.61103, y = -166, z = 30.66051, angle = -120.9629, collision = h0033B0_0000
x = 61.74007, y = -166, z = 31.33319, angle = -93.80476, collision = h0033B0_0000
x = 62.99897, y = -166, z = 31.91781, angle = -149.0589, collision = h0033B0_0000
x = 63.68768, y = -165.9999, z = 33.04676, angle = -143.5827, collision = h0033B0_0000
x = 64.27016, y = -165.9998, z = 34.36084, angle = 172.4919, collision = h0033B0_0000
x = 64.02926, y = -165.9998, z = 35.65156, angle = 125.8398, collision = h0033B0_0000
x = 62.80922, y = -165.9998, z = 36.44296, angle = 71.01826, collision = h0033B0_0000
x = 61.83897, y = -165.9998, z = 35.88571, angle = -4.371813, collision = h0033B0_0000
x = 61.6084, y = -165.9999, z = 34.71941, angle = -10.75741, collision = h0033B0_0000
x = 61.74387, y = -166, z = 33.34287, angle = -57.54773, collision = h0033B0_0000
x = 61.94342, y = -166, z = 30.24022, angle = 102.6601, collision = h0033B0_0000
x = 59.22279, y = -166, z = 30.63808, angle = 160.831, collision = h0033B0_0000
x = 58.8032, y = -166, z = 32.02671, angle = -177.6344, collision = h0033B0_0000
x = 59.1316, y = -166, z = 33.23647, angle = -83.39106, collision = h0033B0_0000
x = 60.54436, y = -166, z = 33.05276, angle = -85.34237, collision = h0033B0_0000
x = 60.45006, y = -166, z = 34.34572, angle = 84.52745, collision = h0033B0_0000
x = 58.64654, y = -166, z = 34.12259, angle = 70.98434, collision = h0033B0_0000
x = 57.36783, y = -166, z = 33.90903, angle = 152.8602, collision = h0033B0_0000
x = 56.85751, y = -166, z = 35.19797, angle = -138.3988, collision = h0033B0_0000
x = 57.73553, y = -166, z = 36.16167, angle = -117.0364, collision = h0033B0_0000
x = 59.02187, y = -165.9999, z = 36.89022, angle = -121.3606, collision = h0033B0_0000
x = 60.15355, y = -165.9998, z = 37.57903, angle = -120.8934, collision = h0033B0_0000
x = 61.10227, y = -165.9998, z = 38.14725, angle = -122.0376, collision = h0033B0_0000
x = 62.13817, y = -165.9998, z = 38.93344, angle = -150.2104, collision = h0033B0_0000
x = 62.72879, y = -165.9998, z = 39.94977, angle = -149.0823, collision = h0033B0_0000
x = 63.39471, y = -165.9998, z = 41.06449, angle = -143.0111, collision = h0033B0_0000
x = 64.26511, y = -165.9998, z = 42.20537, angle = -115.7082, collision = h0033B0_0000
x = 65.18497, y = -165.9999, z = 42.73963, angle = -103.6825, collision = h0033B0_0000
