x = 858.3763, y = -447.4662, z = 902.7849, angle = 23.43185, collision = h0110B1
x = 869.0505, y = -534.5195, z = 887.7051, angle = 90.31575, collision = h1210B1
x = 867.776, y = -534.9416, z = 887.6102, angle = 6.645706, collision = h1201B1
x = 867.6052, y = -535.3438, z = 886.2961, angle = -1.73103, collision = h1201B1
x = 867.6523, y = -535.4587, z = 885.1187, angle = 56.38803, collision = h1201B1
x = 866.288, y = -536.5119, z = 884.0634, angle = 57.20837, collision = h1201B1
x = 865.291, y = -537.0977, z = 883.4293, angle = -124.8485, collision = h1201B1
x = 866.3215, y = -536.1989, z = 885.0979, angle = -122.0224, collision = h1201B1
x = 869.0065, y = -534.3188, z = 888.877, angle = -161.7574, collision = h1201B1
x = 873.3731, y = -533.0751, z = 891.4268, angle = -134.7356, collision = h1210B1
x = 872.0361, y = -533.5699, z = 889.8456, angle = 27.3998, collision = h1210B1
x = 875.7234, y = -532.8748, z = 894.832, angle = 76.97749, collision = h1201B1
x = 870.8849, y = -532.9275, z = 895.0909, angle = -30.3766, collision = h1210B1
x = 870.895, y = -533.0045, z = 894.005, angle = 38.75955, collision = h1201B1
x = 878.165, y = -532.8286, z = 894.8382, angle = -117.3393, collision = h1201B1
x = 869.05, y = -533.1056, z = 898.0416, angle = 67.07899, collision = h1201B1
x = 867.4297, y = -533.269, z = 896.0226, angle = 65.8718, collision = h1201B1
x = 865.8824, y = -533.1319, z = 898.6857, angle = -82.57339, collision = h1201B1
x = 867.3312, y = -533.1149, z = 898.5862, angle = -42.52996, collision = h1201B1
x = 868.8705, y = -533.2121, z = 895.0696, angle = 8.38127, collision = h1201B1
x = 866.9213, y = -533.7795, z = 893.6126, angle = -27.82861, collision = h1201B1
x = 867.6675, y = -533.9219, z = 892.4151, angle = -42.39595, collision = h1201B1
x = 868.6042, y = -534.0406, z = 890.8942, angle = 5.76789, collision = h1201B1
