x = 17.43242, y = 10.31354, z = -20.39503, angle = 22.11365, collision = h1000B1
x = 8.744916, y = 29.82, z = 124.7029, angle = 89.76082, collision = h1022B1
x = 8.183634, y = 29.31758, z = 123.9661, angle = 55.07348, collision = h1022B1
x = 7.025231, y = 29.31758, z = 123.2931, angle = 84.05513, collision = h1022B1
x = 5.65934, y = 29.31758, z = 123.2097, angle = 113.6709, collision = h1022B1
x = 4.593756, y = 29.31758, z = 122.9835, angle = -30.70926, collision = h1022B1
x = 5.546218, y = 29.31758, z = 122.1153, angle = -115.2928, collision = h1022B1
x = 7.065948, y = 29.31758, z = 122.0462, angle = 1.854861, collision = h1022B1
x = 6.719379, y = 29.31758, z = 121.0105, angle = 17.41929, collision = h1022B1
x = 6.415802, y = 29.31758, z = 120.0372, angle = -11.02544, collision = h1022B1
x = 6.881264, y = 29.31758, z = 118.9071, angle = -131.3253, collision = h1022B1
x = 7.8611, y = 29.31758, z = 119.7737, angle = -129.2606, collision = h1022B1
x = 8.953064, y = 29.31758, z = 120.4784, angle = -105.8501, collision = h1022B1
x = 12.28358, y = 29.31758, z = 119.2478, angle = 7.272745, collision = h1022B1
x = 12.09703, y = 29.31758, z = 117.8724, angle = 41.666, collision = h1022B1
x = 11.00355, y = 29.31758, z = 116.8999, angle = 155.7611, collision = h1022B1
x = 10.45316, y = 29.31758, z = 117.7975, angle = 160.0708, collision = h1022B1
x = 9.725348, y = 29.31758, z = 118.5254, angle = -178.9842, collision = h1022B1
x = 9.597125, y = 29.31758, z = 121.2867, angle = -116.2165, collision = h1022B1
x = 11.0842, y = 29.31758, z = 119.0189, angle = 14.78588, collision = h1022B1
x = 5.565658, y = 29.31758, z = 118.4668, angle = 27.81524, collision = h1022B1
x = 5.300081, y = 29.31758, z = 117.2776, angle = -38.17275, collision = h1022B1
x = 6.203279, y = 29.31758, z = 116.3465, angle = -95.30723, collision = h1022B1
x = 7.522932, y = 29.31758, z = 116.3632, angle = -57.95052, collision = h1022B1
x = 8.817445, y = 29.31758, z = 115.6518, angle = -39.62441, collision = h1022B1
x = 9.582728, y = 29.30707, z = 114.5485, angle = -1.503161, collision = h1022B1
x = 9.622065, y = 28.8474, z = 113.1595, angle = 52.59613, collision = h1022B1
x = 8.440088, y = 28.62548, z = 112.5164, angle = 88.79192, collision = h1022B1
x = 8.217809, y = 29.05805, z = 113.8098, angle = 170.4442, collision = h1022B1
x = 7.196561, y = 29.31758, z = 113.4994, angle = 84.41441, collision = h1022B1
x = 6.128872, y = 29.31758, z = 113.3627, angle = 94.26619, collision = h1022B1
x = 4.905707, y = 29.31758, z = 113.79, angle = -159.4517, collision = h1022B1
x = 5.666234, y = 29.31758, z = 114.5346, angle = -69.18552, collision = h1022B1
x = 6.708626, y = 29.31758, z = 112.4419, angle = 8.789647, collision = h1022B1
x = 6.209348, y = 28.74754, z = 110.7522, angle = 2.673705, collision = h1022B1
x = 4.136952, y = 28.46758, z = 108.7814, angle = 99.84296, collision = h1024B1
x = 2.744138, y = 28.46586, z = 108.7202, angle = 19.71988, collision = h1024B1
x = 2.258962, y = 28.4659, z = 107.4314, angle = 15.30988, collision = h1024B1
x = 1.821828, y = 28.46758, z = 106.1176, angle = 55.25339, collision = h1024B1
x = 0.6834432, y = 28.46758, z = 105.5166, angle = 89.84927, collision = h1024B1
x = -0.7027648, y = 28.46758, z = 105.5109, angle = 89.9754, collision = h1024B1
x = -1.782822, y = 28.46758, z = 105.5108, angle = 140.7072, collision = h1024B1
x = -0.8414495, y = 28.46758, z = 107.2067, angle = -87.82151, collision = h1024B1
x = 0.5437082, y = 28.46758, z = 107.1631, angle = -87.35159, collision = h1024B1
x = 3.313355, y = 28.46662, z = 107.0665, angle = -98.12649, collision = h1024B1
x = 1.415726, y = 28.46594, z = 108.3673, angle = 84.84018, collision = h1024B1
x = 0.03439245, y = 28.46758, z = 108.2634, angle = 115.8305, collision = h1024B1
x = -1.243892, y = 28.46758, z = 108.783, angle = 97.10152, collision = h1024B1
x = -0.3517942, y = 28.46667, z = 109.7299, angle = -117.286, collision = h1024B1
x = 0.6250513, y = 28.465, z = 110.1736, angle = -97.36738, collision = h1024B1
x = 1.997493, y = 28.46486, z = 110.3647, angle = -97.39117, collision = h1024B1
x = 3.366613, y = 28.46669, z = 110.5769, angle = -119.1396, collision = h1024B1
x = -1.483414, y = 28.46749, z = 110.2613, angle = 174.8643, collision = h1024B1
x = -1.291929, y = 28.46601, z = 111.4434, angle = -84.44526, collision = h1024B1
x = -0.02917372, y = 28.4648, z = 111.1125, angle = -70.48742, collision = h1024B1
x = 2.430178, y = 28.46544, z = 111.3464, angle = -158.7612, collision = h1024B1
x = 2.727163, y = 28.46583, z = 112.4451, angle = 119.9448, collision = h1024B1
x = 1.539636, y = 28.46424, z = 112.9575, angle = 50.48426, collision = h1024B1
x = 1.51596, y = 28.46421, z = 111.8727, angle = -30.50895, collision = h1024B1
x = 4.260085, y = 28.46758, z = 109.8477, angle = -84.37483, collision = h1022B1
x = 7.537398, y = 28.46758, z = 109.7339, angle = -89.50578, collision = h1022B1
x = 8.92348, y = 28.47527, z = 109.7169, angle = -87.61147, collision = h1022B1
x = 10.30817, y = 28.48476, z = 109.6531, angle = -85.31496, collision = h1022B1
x = 11.38368, y = 28.49214, z = 109.575, angle = -96.08276, collision = h1022B1
x = 23.95927, y = 28.21758, z = 107.7605, angle = -135.7596, collision = h1023B1
x = 24.91436, y = 28.21758, z = 108.6961, angle = -123.4803, collision = h1023B1
x = 26.09015, y = 27.55999, z = 108.8009, angle = -52.3581, collision = h1040B1
x = 27.33994, y = 26.80368, z = 106.9898, angle = 101.6325, collision = h1040B1
x = 26.44429, y = 27.34474, z = 107.1185, angle = 118.6708, collision = h1040B1
x = 31.10652, y = 26.6, z = 107.9006, angle = 179.7009, collision = h1040B1
x = 32.10022, y = 26.6, z = 106.9599, angle = -101.5282, collision = h1040B1
x = 33.41067, y = 26.59897, z = 107.2157, angle = -106.603, collision = h1040B1
x = 44.74001, y = 25.02389, z = 107.6529, angle = -116.5719, collision = h1052B1
x = 46.01754, y = 24.26467, z = 108.1631, angle = -70.67698, collision = h1052B1
x = 46.90107, y = 23.7396, z = 107.9083, angle = -68.76983, collision = h1052B1
x = 47.76413, y = 23.22662, z = 107.5744, angle = -66.4121, collision = h1052B1
x = 48.61275, y = 22.72211, z = 107.2074, angle = -85.17796, collision = h1052B1
x = 49.50764, y = 22.19018, z = 107.0602, angle = -118.0223, collision = h1052B1
x = 50.47775, y = 21.61373, z = 107.5224, angle = -114.8218, collision = h1041B1
x = 51.75714, y = 21.39998, z = 108.0152, angle = -67.94113, collision = h1041B1
x = 53.05296, y = 21.39998, z = 107.541, angle = -109.7048, collision = h1041B1
x = 54.37479, y = 21.39998, z = 107.9049, angle = -60.82801, collision = h1041B1
x = 55.60742, y = 21.39998, z = 107.3054, angle = -104.5293, collision = h1041B1
x = 56.95267, y = 21.39998, z = 107.5574, angle = -77.0867, collision = h1041B1
x = 58.29629, y = 21.39998, z = 107.2597, angle = -98.80968, collision = h1041B1
x = 59.34322, y = 21.39998, z = 107.3001, angle = -106.2918, collision = h1041B1
x = 60.69001, y = 21.39998, z = 107.615, angle = -70.88361, collision = h1041B1
x = 61.99844, y = 21.39998, z = 107.182, angle = -110.9672, collision = h1041B1
x = 63.21127, y = 21.39998, z = 107.6615, angle = -113.2236, collision = h1041B1
x = 64.46911, y = 21.39998, z = 107.8992, angle = -66.21856, collision = h1041B1
x = 65.73603, y = 21.39998, z = 107.3348, angle = -64.81982, collision = h1041B1
x = 67.03406, y = 21.39998, z = 106.8663, angle = -125.302, collision = h1041B1
x = 68.31053, y = 21.39998, z = 107.6787, angle = -89.11904, collision = h1041B1
x = 69.65245, y = 21.39998, z = 107.6864, angle = -80.26982, collision = h1041B1
x = 71.02141, y = 21.39998, z = 107.5664, angle = -121.8937, collision = h1041B1
x = 72.24147, y = 21.39998, z = 108.1586, angle = -60.42702, collision = h1041B1
x = 73.47015, y = 21.39998, z = 107.5662, angle = -77.13326, collision = h1041B1
x = 74.7832, y = 21.39998, z = 107.4089, angle = -109.5697, collision = h1041B1
x = 76.09315, y = 21.39998, z = 107.8581, angle = -83.28491, collision = h1041B1
x = 77.59191, y = 21.39998, z = 107.7012, angle = -76.68875, collision = h1041B1
x = 78.94819, y = 21.39998, z = 107.4542, angle = -115.632, collision = h1041B1
x = 80.23181, y = 21.39998, z = 107.9651, angle = -76.20845, collision = h1041B1
x = 84.25934, y = 22.0008, z = 106.4973, angle = -12.0539, collision = h1080B1
x = 84.71037, y = 22.00483, z = 105.2202, angle = -95.27296, collision = h1080B1
x = 86.19511, y = 22.00725, z = 105.3667, angle = -70.70722, collision = h1080B1
x = 87.53899, y = 22.00651, z = 105.057, angle = -77.98386, collision = h1080B1
x = 88.71894, y = 22.00592, z = 104.8243, angle = -79.43227, collision = h1080B1
x = 89.80959, y = 22.00582, z = 104.8756, angle = -122.6736, collision = h1080B1
x = 90.27869, y = 22.00713, z = 105.8433, angle = 174.6119, collision = h1080B1
x = 90.55368, y = 22.00538, z = 107.0653, angle = -157.1929, collision = h1080B1
x = 91.09282, y = 22.00275, z = 108.3424, angle = -163.8448, collision = h1080B1
x = 91.03106, y = 22.00202, z = 109.6055, angle = 124.4515, collision = h1080B1
x = 89.67674, y = 22.00579, z = 110.2489, angle = 78.64294, collision = h1080B1
x = 88.32202, y = 22.01023, z = 109.9904, angle = 79.59658, collision = h1080B1
x = 86.98474, y = 22.0144, z = 110.0081, angle = 128.1907, collision = h1080B1
x = 85.99839, y = 22.01639, z = 110.9195, angle = -108.0532, collision = h1080B1
x = 84.67098, y = 22.00332, z = 111.331, angle = 56.77665, collision = h1080B1
x = 83.80843, y = 22.00007, z = 110.532, angle = -10.02713, collision = h1080B1
x = 83.90407, y = 22.00026, z = 109.4599, angle = -12.4001, collision = h1080B1
x = 84.41893, y = 22.00065, z = 107.8678, angle = -33.23942, collision = h1080B1
x = 85.42251, y = 22.01046, z = 107.2375, angle = -139.2563, collision = h1080B1
x = 86.34841, y = 22.01195, z = 108.2449, angle = -113.5352, collision = h1080B1
x = 87.76939, y = 22.01258, z = 108.7792, angle = -75.96143, collision = h1080B1
x = 89.08072, y = 22.00898, z = 108.446, angle = -32.18492, collision = h1080B1
x = 90.79401, y = 22.00187, z = 110.9589, angle = -145.956, collision = h1080B1
x = 91.11734, y = 22.00036, z = 112.1958, angle = 133.5886, collision = h1080B1
x = 90.36604, y = 21.94171, z = 112.9562, angle = 133.6624, collision = h1080B1
x = 89.30387, y = 21.32234, z = 113.0014, angle = 125.1824, collision = h1080B1
x = 88.08085, y = 20.60467, z = 113.0032, angle = 105.8105, collision = h1080B1
x = 87.18218, y = 20.07904, z = 113.0028, angle = 74.93912, collision = h1080B1
x = 86.31747, y = 19.57372, z = 112.8165, angle = 48.83476, collision = h1042B1
x = 85.08023, y = 19.4074, z = 112.1535, angle = 105.201, collision = h1042B1
x = 85.51138, y = 19.4077, z = 111.2217, angle = -37.04669, collision = h1042B1
x = 85.42531, y = 19.40764, z = 110.0647, angle = 54.16069, collision = h1042B1
x = 84.36602, y = 19.40691, z = 109.1988, angle = -2.244236, collision = h1042B1
x = 84.56075, y = 19.40704, z = 107.7488, angle = -36.52777, collision = h1042B1
x = 85.40694, y = 19.40722, z = 106.6497, angle = -30.91349, collision = h1042B1
x = 85.39249, y = 19.407, z = 105.4326, angle = 14.91575, collision = h1042B1
x = 85.02258, y = 19.40676, z = 104.0986, angle = -4.272625, collision = h1042B1
x = 85.37186, y = 19.40654, z = 102.8745, angle = -59.31496, collision = h1042B1
x = 86.58833, y = 19.01277, z = 102.2382, angle = -113.3751, collision = h1042B1
x = 87.90659, y = 18.25796, z = 102.6207, angle = -83.1067, collision = h1042B1
x = 88.82653, y = 17.72968, z = 102.5286, angle = -114.9931, collision = h1042B1
x = 89.8139, y = 17.15428, z = 102.811, angle = -94.77077, collision = h1042B1
x = 91.11142, y = 16.40934, z = 102.5784, angle = -67.19809, collision = h1042B1
x = 92.41405, y = 16.19942, z = 102.286, angle = -133.3793, collision = h1042B1
x = 92.64742, y = 16.00163, z = 103.5869, angle = 143.0735, collision = h1042B1
x = 92.08664, y = 15.31379, z = 104.7608, angle = 156.7871, collision = h1042B1
x = 92.18473, y = 14.97993, z = 105.9855, angle = -161.7307, collision = h1042B1
x = 92.43909, y = 14.97676, z = 107.0232, angle = 158.5871, collision = h1042B1
x = 91.95718, y = 14.97122, z = 108.3216, angle = 164.7979, collision = h1042B1
x = 91.58734, y = 14.96578, z = 109.6556, angle = 101.6979, collision = h1042B1
x = 90.41866, y = 14.96756, z = 109.7568, angle = 5.744613, collision = h1042B1
x = 90.37994, y = 14.9677, z = 108.4358, angle = -23.56026, collision = h1042B1
x = 90.88599, y = 14.97325, z = 107.1493, angle = 16.96896, collision = h1042B1
x = 90.41271, y = 14.97678, z = 105.8839, angle = 36.79485, collision = h1042B1
x = 89.56271, y = 14.97896, z = 104.7908, angle = 57.39489, collision = h1042B1
x = 88.63756, y = 14.9789, z = 104.2899, angle = 131.5482, collision = h1042B1
x = 87.64802, y = 14.97372, z = 105.2027, angle = 165.4418, collision = h1042B1
x = 87.37784, y = 14.96954, z = 106.5149, angle = -171.2925, collision = h1042B1
x = 87.23278, y = 14.97314, z = 107.8589, angle = -118.6748, collision = h1042B1
x = 88.38456, y = 14.97026, z = 108.1742, angle = -70.77539, collision = h1042B1
x = 89.39823, y = 14.96799, z = 107.8044, angle = -32.07365, collision = h1042B1
x = 89.45525, y = 14.97295, z = 106.4324, angle = 90.00946, collision = h1042B1
x = 86.3706, y = 14.97788, z = 108.7249, angle = -150.9376, collision = h1042B1
x = 87.13961, y = 14.97795, z = 109.7881, angle = -71.49357, collision = h1042B1
x = 88.37312, y = 14.97307, z = 109.3597, angle = -56.83672, collision = h1042B1
x = 87.59329, y = 14.97813, z = 103.9212, angle = 65.60816, collision = h1042B1
x = 86.30774, y = 14.97775, z = 103.9265, angle = 112.25, collision = h1042B1
x = 85.0453, y = 14.9816, z = 104.4626, angle = 163.6173, collision = h1042B1
x = 84.79259, y = 14.66843, z = 105.4313, angle = -131.6325, collision = h1042B1
x = 84.98472, y = 14.02778, z = 106.5439, angle = 144.3159, collision = h1042B1
x = 84.16341, y = 13.44688, z = 107.5852, angle = 163.7366, collision = h1042B1
x = 84.35369, y = 12.76779, z = 108.7644, angle = -149.4482, collision = h1042B1
x = 84.92841, y = 12.0415, z = 110.01, angle = 169.4264, collision = h1042B1
x = 84.93147, y = 11.97614, z = 111.14, angle = -103.1863, collision = h1042B1
x = 86.24651, y = 11.49268, z = 111.0812, angle = -66.74405, collision = h1042B1
x = 87.13058, y = 10.9884, z = 110.8484, angle = -104.1279, collision = h1042B1
x = 88.18462, y = 10.38719, z = 111.074, angle = -108.022, collision = h1042B1
x = 89.06576, y = 9.884601, z = 111.1487, angle = -86.21564, collision = h1042B1
x = 89.97647, y = 9.365137, z = 111.104, angle = -73.28942, collision = h1042B1
x = 90.86567, y = 8.857939, z = 110.8568, angle = -87.79472, collision = h1042B1
x = 92.23385, y = 8.377456, z = 110.6723, angle = -22.39432, collision = h1043B1
x = 92.68835, y = 8.067304, z = 109.4282, angle = 16.67602, collision = h1043B1
x = 92.4548, y = 7.513476, z = 108.5397, angle = 20.42944, collision = h1043B1
x = 92.22301, y = 6.98842, z = 107.6975, angle = -8.945157, collision = h1043B1
x = 92.31599, y = 6.42136, z = 106.784, angle = -9.494413, collision = h1043B1
x = 92.44369, y = 5.854581, z = 105.8721, angle = 1.158195, collision = h1043B1
x = 92.38434, y = 5.366269, z = 104.7968, angle = 34.18653, collision = h1043B1
x = 91.60539, y = 5.36627, z = 103.7906, angle = 46.88425, collision = h1043B1
x = 90.63087, y = 5.366271, z = 102.8859, angle = 62.1017, collision = h1043B1
x = 89.46885, y = 5.366271, z = 102.6259, angle = 137.7405, collision = h1043B1
x = 88.29839, y = 5.36627, z = 103.2804, angle = 81.47336, collision = h1043B1
x = 86.9383, y = 5.36627, z = 103.2662, angle = 159.0583, collision = h1043B1
x = 86.82038, y = 5.366269, z = 104.4264, angle = -97.01302, collision = h1043B1
x = 87.85448, y = 5.366269, z = 104.57, angle = -67.30795, collision = h1043B1
x = 89.10262, y = 5.36627, z = 103.9868, angle = -48.0881, collision = h1043B1
x = 90.43192, y = 5.366269, z = 104.3271, angle = 92.71413, collision = h1043B1
x = 87.54942, y = 5.366268, z = 105.8989, angle = -155.9901, collision = h1043B1
x = 88.14783, y = 5.366267, z = 107.0881, angle = -124.8261, collision = h1043B1
x = 89.21044, y = 5.366267, z = 106.3713, angle = -46.39171, collision = h1043B1
x = 90.27872, y = 5.366268, z = 105.5108, angle = -63.17184, collision = h1043B1
x = 87.50167, y = 5.366271, z = 102.3158, angle = -90.31381, collision = h1043B1
x = 89.91911, y = 5.366271, z = 101.6753, angle = -61.50931, collision = h1043B1
x = 88.67393, y = 5.366271, z = 101.938, angle = 129.9327, collision = h1043B1
x = 87.86084, y = 5.361067, z = 101.0151, angle = 22.15659, collision = h1043B1
x = 87.51489, y = 4.602389, z = 99.76654, angle = -13.66397, collision = h1043B1
x = 87.74038, y = 4.042287, z = 98.86993, angle = -19.9337, collision = h1043B1
x = 88.05042, y = 3.498161, z = 97.9989, angle = 10.84246, collision = h1043B1
x = 88.00053, y = 2.945937, z = 97.11491, angle = 32.27253, collision = h1043B1
x = 87.27163, y = 2.208019, z = 95.93365, angle = 0.6564904, collision = h1043B1
x = 87.34458, y = 1.656005, z = 95.05, angle = -27.53274, collision = h1043B1
x = 87.76077, y = 1.140393, z = 94.22461, angle = -15.05589, collision = h1043B1
x = 88.04687, y = 0.5939173, z = 93.34982, angle = 9.994998, collision = h1043B1
x = 90.21799, y = 22.00508, z = 108.913, angle = 26.01966, collision = h1080B1
x = 89.35994, y = 22.00896, z = 107.2762, angle = 48.32284, collision = h1080B1
x = 88.24635, y = 22.00879, z = 106.5231, angle = 90.1766, collision = h1080B1
x = 87.17307, y = 22.00885, z = 106.4426, angle = 78.8752, collision = h1080B1
x = 85.35593, y = 22.0086, z = 106.0997, angle = 91.13392, collision = h1080B1
x = 66.75416, y = 21.39998, z = 108.1057, angle = 85.05431, collision = h1041B1
x = 52.02717, y = 21.39998, z = 107.0229, angle = 87.35133, collision = h1041B1
x = 47.02247, y = 23.66722, z = 106.8549, angle = 88.01101, collision = h1052B1
x = 45.7622, y = 24.41628, z = 106.8553, angle = 96.1169, collision = h1052B1
x = 43.83364, y = 25.56254, z = 107.0693, angle = 91.32512, collision = h1040B1
x = 18.28801, y = 28.29867, z = 108.7556, angle = 93.59946, collision = h1023B1
x = 12.3947, y = 28.49182, z = 109.1937, angle = 95.93524, collision = h1022B1
x = 0.8106749, y = 28.46326, z = 113.7313, angle = 115.0363, collision = h1024B1
x = -0.4609999, y = 29.05353, z = 113.9695, angle = 48.38552, collision = h1024B1
x = -1.614401, y = 29.70219, z = 113.2018, angle = 122.2582, collision = h1024B1
x = -2.823472, y = 30.38216, z = 113.7894, angle = 65.46737, collision = h1024B1
x = -4.056025, y = 30.62525, z = 113.2163, angle = 87.6156, collision = h1025B1
x = -4.991731, y = 30.62525, z = 113.6322, angle = -22.55233, collision = h1025B1
x = -4.208086, y = 30.98821, z = 111.8159, angle = -19.64212, collision = h1025B1
x = -3.920726, y = 31.50518, z = 110.9533, angle = -43.05847, collision = h1025B1
x = -3.813084, y = 32.13443, z = 109.9033, angle = 24.11697, collision = h1025B1
x = -4.170887, y = 32.74172, z = 108.89, angle = -19.22639, collision = h1025B1
x = -3.931332, y = 33.27382, z = 108.0021, angle = -6.972817, collision = h1025B1
x = -4.103224, y = 33.9101, z = 106.9404, angle = 21.40913, collision = h1025B1
x = -4.356334, y = 34.50952, z = 105.9401, angle = -21.52792, collision = h1025B1
x = -4.490932, y = 35.02892, z = 105.0898, angle = 31.99143, collision = h1025B1
x = -4.991731, y = 33.24071, z = 108.0573, angle = -21.85479, collision = h1025B1
x = -4.373277, y = 35.05817, z = 103.9403, angle = 66.57215, collision = h1025B1
x = -5.004736, y = 35.05817, z = 103.0533, angle = -6.887972, collision = h1025B1
x = -4.476986, y = 35.05817, z = 102.1078, angle = -65.91887, collision = h1025B1
x = -3.183953, y = 35.05817, z = 102.1079, angle = -129.7896, collision = h1025B1
x = -2.214825, y = 35.05817, z = 103.0803, angle = -106.7343, collision = h1025B1
x = -0.980901, y = 35.05817, z = 103.2269, angle = -54.40787, collision = h1025B1
x = 0.1045474, y = 35.05817, z = 102.3792, angle = -87.45267, collision = h1025B1
x = 1.318991, y = 35.05817, z = 102.4822, angle = -123.4966, collision = h1025B1
x = 2.708752, y = 35.05817, z = 102.904, angle = -71.45066, collision = h1025B1
x = 4.043555, y = 35.05787, z = 102.6217, angle = -132.7152, collision = h1025B1
x = 5.043828, y = 35.05818, z = 103.5078, angle = -118.6369, collision = h1025B1
x = 6.202398, y = 35.05818, z = 103.6733, angle = -49.13329, collision = h1025B1
x = 7.00912, y = 35.05818, z = 102.8111, angle = -16.15173, collision = h1025B1
x = 6.75684, y = 35.05818, z = 101.5205, angle = 92.77736, collision = h1025B1
x = 5.462612, y = 35.05818, z = 101.6527, angle = 143.3232, collision = h1025B1
x = 6.402786, y = 35.05818, z = 100.5582, angle = 51.0565, collision = h1025B1
x = 5.335114, y = 35.05818, z = 99.67149, angle = 28.00753, collision = h1025B1
x = 5.21602, y = 35.05818, z = 98.49378, angle = -47.45614, collision = h1025B1
x = 6.013906, y = 35.05818, z = 97.41502, angle = 2.878774, collision = h1025B1
x = 5.906899, y = 35.05818, z = 96.03204, angle = 16.66052, collision = h1025B1
x = 5.728778, y = 35.05818, z = 94.70323, angle = -40.94296, collision = h1025B1
x = 6.410155, y = 35.05818, z = 93.86816, angle = -26.30146, collision = h1025B1
x = 6.676103, y = 35.05818, z = 92.59247, angle = 30.23494, collision = h1025B1
x = 5.957385, y = 35.05818, z = 91.41565, angle = 49.72196, collision = h1025B1
x = 5.565931, y = 35.33679, z = 90.47939, angle = 27.26859, collision = h1025B1
x = 5.567155, y = 35.06757, z = 89.16394, angle = -12.37923, collision = h1026B1
x = 5.913462, y = 35.06757, z = 87.82603, angle = -68.17403, collision = h1026B1
x = 7.106565, y = 35.06757, z = 87.3808, angle = -93.061, collision = h1026B1
x = 8.270637, y = 35.06757, z = 87.43639, angle = -84.647, collision = h1026B1
x = 9.05161, y = 35.06757, z = 88.21859, angle = -79.30038, collision = h1026B1
x = 10.13504, y = 35.06757, z = 88.11141, angle = -88.84943, collision = h1026B1
x = 11.16523, y = 35.06757, z = 87.73186, angle = -86.82184, collision = h1026B1
x = 11.47811, y = 35.06757, z = 86.73574, angle = 28.63221, collision = h1026B1
x = 10.82419, y = 35.06757, z = 85.52714, angle = 7.304955, collision = h1026B1
x = 10.5622, y = 35.06757, z = 84.03092, angle = 22.42109, collision = h1026B1
x = 10.16785, y = 35.06757, z = 82.7158, angle = -6.750167, collision = h1026B1
x = 10.40076, y = 35.06757, z = 81.35328, angle = -15.3067, collision = h1026B1
x = 11.38482, y = 35.06757, z = 81.67969, angle = -107.7075, collision = h1026B1
x = 12.31708, y = 35.06757, z = 82.13635, angle = -98.08649, collision = h1026B1
x = 13.37531, y = 35.06757, z = 82.3187, angle = -82.87434, collision = h1026B1
x = 14.61881, y = 35.06757, z = 82.10593, angle = -40.4068, collision = h1026B1
x = 15.39919, y = 35.06757, z = 80.92287, angle = -25.08228, collision = h1026B1
x = 15.94403, y = 35.06757, z = 79.61083, angle = 0.9593821, collision = h1026B1
x = 15.687, y = 35.06757, z = 78.32963, angle = 57.32708, collision = h1026B1
x = 14.58852, y = 35.06757, z = 77.49414, angle = -14.67116, collision = h1026B1
x = 15.00916, y = 35.06757, z = 76.25394, angle = -36.73, collision = h1026B1
x = 15.60503, y = 35.06757, z = 75.05813, angle = -1.307927, collision = h1026B1
x = 15.61975, y = 35.14893, z = 73.97977, angle = -22.73079, collision = h1026B1
x = 16.26284, y = 35.20763, z = 72.87016, angle = -81.51894, collision = h1031B1
x = 17.53225, y = 35.20763, z = 72.39851, angle = -20.72648, collision = h1031B1
x = 18.6366, y = 35.20763, z = 71.80995, angle = -10.74549, collision = h1031B1
x = 19.09361, y = 35.20763, z = 70.61585, angle = 11.22529, collision = h1031B1
x = 18.76272, y = 35.20763, z = 69.56168, angle = 95.93492, collision = h1031B1
x = 17.38649, y = 35.20763, z = 69.86082, angle = 59.21591, collision = h1031B1
x = 16.22856, y = 35.20763, z = 69.18178, angle = 106.9299, collision = h1031B1
x = 15.17357, y = 35.20763, z = 69.6602, angle = -168.3929, collision = h1031B1
x = 15.7166, y = 35.20763, z = 70.65822, angle = -63.10841, collision = h1031B1
x = 18.04478, y = 35.20763, z = 70.78628, angle = 73.13804, collision = h1031B1
x = 14.82149, y = 35.20763, z = 71.34897, angle = -132.0736, collision = h1031B1
x = 16.58845, y = 35.20763, z = 71.71306, angle = -45.08815, collision = h1031B1
x = 19.5521, y = 35.20763, z = 68.93816, angle = -46.35581, collision = h1031B1
x = 15.13227, y = 35.20763, z = 72.74472, angle = 170.1508, collision = h1031B1
x = 16.63329, y = 35.06757, z = 80.60799, angle = 128.6171, collision = h1026B1
x = 14.1756, y = 35.06757, z = 83.44395, angle = -161.8401, collision = h1026B1
x = 14.71131, y = 35.06757, z = 84.68126, angle = -141.2097, collision = h1026B1
x = 15.59317, y = 35.06757, z = 85.76254, angle = -160.0215, collision = h1026B1
x = 15.7895, y = 35.06757, z = 87.06093, angle = 149.5894, collision = h1026B1
x = 15.11006, y = 35.06757, z = 88.27084, angle = -172.1195, collision = h1026B1
x = 15.25548, y = 35.17941, z = 89.6109, angle = -152.6267, collision = h1026B1
x = 15.92259, y = 35.14903, z = 90.97733, angle = 165.7358, collision = h1027B1
x = 15.48716, y = 35.06065, z = 92.24594, angle = 156.9317, collision = h1027B1
x = 15.03091, y = 35.06098, z = 93.52902, angle = -167.5546, collision = h1027B1
x = 15.46829, y = 35.05993, z = 94.80258, angle = -123.7619, collision = h1027B1
x = 16.5738, y = 35.06028, z = 95.63447, angle = 168.4817, collision = h1027B1
x = 16.3518, y = 35.05976, z = 96.93475, angle = 150.5608, collision = h1027B1
x = 15.54449, y = 35.06192, z = 98.03353, angle = 110.4504, collision = h1027B1
x = 14.57475, y = 35.06184, z = 99.01983, angle = -153.4216, collision = h1027B1
x = 15.32951, y = 35.06115, z = 100.0175, angle = -42.80652, collision = h1027B1
x = 15.81989, y = 35.06142, z = 99.07403, angle = 64.28442, collision = h1027B1
x = 14.67764, y = 35.06061, z = 100.7805, angle = -174.3535, collision = h1027B1
x = 14.89129, y = 35.05967, z = 102.1277, angle = -129.3407, collision = h1027B1
x = 15.99589, y = 35.05922, z = 102.778, angle = -85.33332, collision = h1027B1
x = 16.91072, y = 35.05885, z = 103.3074, angle = 154.3564, collision = h1027B1
x = 15.45362, y = 35.05847, z = 103.8424, angle = 163.3027, collision = h1027B1
x = 15.15479, y = 35.49255, z = 105.1928, angle = -153.0732, collision = h1027B1
x = 15.8983, y = 35.95753, z = 106.3127, angle = -138.257, collision = h1027B1
x = 16.05303, y = 36.40244, z = 107.3842, angle = 142.0115, collision = h1027B1
x = 15.36099, y = 36.89375, z = 108.5676, angle = -161.0695, collision = h1027B1
x = 15.88655, y = 37.48038, z = 109.9805, angle = -143.2448, collision = h1027B1
x = 16.10773, y = 37.97967, z = 111.183, angle = 124.9059, collision = h1027B1
x = 15.13537, y = 38.16757, z = 112.0882, angle = 157.9401, collision = h1028B1
x = 14.8025, y = 38.16757, z = 113.376, angle = -171.4153, collision = h1028B1
x = 15.05666, y = 38.16757, z = 114.7235, angle = -159.1288, collision = h1028B1
