x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 153.2585, y = -341.0388, z = 90.96294, angle = 18.7847, collision = h0017B1
x = 152.8717, y = -341.0388, z = 89.69454, angle = -8.022112, collision = h0017B1
x = 152.8689, y = -341.0388, z = 88.48056, angle = -22.8504, collision = h0017B1
x = 153.2231, y = -341.0388, z = 87.51067, angle = -36.10378, collision = h0017B1
x = 153.9907, y = -341.0388, z = 86.37208, angle = -70.42231, collision = h0017B1
x = 155.1027, y = -341.0388, z = 85.91148, angle = -104.0804, collision = h0017B1
x = 156.441, y = -341.0388, z = 86.19885, angle = -95.8284, collision = h0017B1
x = 157.6309, y = -341.0392, z = 86.29523, angle = -58.8567, collision = h0017B1
x = 158.7216, y = -341.0388, z = 85.57047, angle = 30.65, collision = h0017B1
x = 158.3097, y = -341.0388, z = 84.50864, angle = 71.9165, collision = h0017B1
x = 157.2859, y = -341.0388, z = 84.07088, angle = 95.09502, collision = h0017B1
x = 155.8571, y = -341.0388, z = 84.15363, angle = 105.6338, collision = h0017B1
x = 154.7256, y = -341.0388, z = 84.51775, angle = 135.2446, collision = h0017B1
x = 153.6735, y = -341.0388, z = 85.35062, angle = -179.964, collision = h0017B1
x = 154.4873, y = -341.0388, z = 88.39171, angle = -144.7623, collision = h0017B1
x = 155.2775, y = -340.7064, z = 89.50051, angle = -129.8903, collision = h0017B1
x = 156.3062, y = -340.6649, z = 90.35305, angle = -149.993, collision = h0017B1
x = 156.8512, y = -340.3839, z = 91.19666, angle = -169.3213, collision = h0017B1
x = 157.0118, y = -341.0363, z = 92.03567, angle = -166.8896, collision = h0017B1
x = 157.1829, y = -341.0662, z = 93.46539, angle = -179.4442, collision = h0017B1
x = 157.7147, y = -341.0644, z = 94.6405, angle = -54.65243, collision = h0017B1
x = 158.663, y = -341.2952, z = 93.92348, angle = -20.03845, collision = h0017B1
x = 159.0426, y = -341.4837, z = 92.90082, angle = 143.1659, collision = h0017B1
x = 159.7321, y = -341.7151, z = 94.42468, angle = -45.90398, collision = h0017B1
x = 160.4063, y = -342.2637, z = 94.01846, angle = -12.22137, collision = h0017B1
x = 161.2307, y = -342.6861, z = 91.90622, angle = -83.47354, collision = h0017B1
x = 162.28, y = -343.0226, z = 91.62817, angle = -96.57923, collision = h0017B1
x = 164.3129, y = -343.6632, z = 92.06511, angle = -85.78967, collision = h0017B1
x = 166.2412, y = -344.0049, z = 92.32813, angle = -102.1894, collision = h0022B1
x = 168.7584, y = -360.1776, z = 95.48657, angle = -102.1894, collision = h0022B1
x = 167.4095, y = -360.1776, z = 94.98394, angle = 75.67936, collision = h0022B1
x = 166.1469, y = -360.1776, z = 94.37872, angle = 26.62773, collision = h0022B1
x = 165.0864, y = -360.1776, z = 94.6146, angle = 133.3066, collision = h0022B1
x = 164.1589, y = -360.1776, z = 95.33073, angle = 137.2933, collision = h0022B1
x = 164.158, y = -360.1776, z = 96.50291, angle = 132.7038, collision = h0022B1
x = 163.9251, y = -360.1776, z = 98.03139, angle = -150.643, collision = h0022B1
x = 164.5143, y = -360.1794, z = 99.17873, angle = -83.70259, collision = h0022B1
x = 166.3389, y = -360.1776, z = 99.07117, angle = -79.31485, collision = h0022B1
x = 167.4359, y = -360.1776, z = 98.82003, angle = -102.5719, collision = h0022B1
x = 168.6853, y = -360.1776, z = 99.03334, angle = -42.81459, collision = h0022B1
x = 169.6825, y = -360.1776, z = 98.24167, angle = -100.9218, collision = h0022B1
x = 170.8791, y = -360.1776, z = 98.26445, angle = -129.2959, collision = h0022B1
x = 171.9128, y = -360.1776, z = 99.1711, angle = 102.1665, collision = h0022B1
x = 171.5599, y = -360.1776, z = 100.146, angle = 135.4756, collision = h0022B1
x = 170.6865, y = -360.1776, z = 100.8677, angle = 153.4937, collision = h0022B1
x = 170.0612, y = -360.1776, z = 102.0655, angle = -179.5248, collision = h0022B1
x = 169.9336, y = -360.1776, z = 103.2638, angle = -175.7617, collision = h0022B1
x = 170.0348, y = -360.337, z = 104.3167, angle = -84.51257, collision = h0022B1
x = 171.3409, y = -360.1776, z = 104.6539, angle = -65.85621, collision = h0022B1
x = 172.5117, y = -360.1776, z = 104.2307, angle = -59.1123, collision = h0022B1
x = 173.6465, y = -360.1776, z = 103.5596, angle = -47.26471, collision = h0022B1
x = 174.5742, y = -360.1776, z = 102.7531, angle = -47.46327, collision = h0022B1
x = 175.5924, y = -360.1776, z = 101.873, angle = -97.85815, collision = h0022B1
x = 176.7803, y = -360.1776, z = 101.9697, angle = -125.8731, collision = h0022B1
x = 177.9041, y = -360.1776, z = 102.7409, angle = -160.4279, collision = h0022B1
x = 178.3899, y = -360.1776, z = 103.7898, angle = 154.4433, collision = h0022B1
x = 177.8948, y = -360.1776, z = 105.0215, angle = 172.7285, collision = h0022B1
x = 177.6848, y = -360.1776, z = 106.2431, angle = 169.6497, collision = h0022B1
x = 177.5159, y = -360.1776, z = 107.5081, angle = -118.7587, collision = h0022B1
x = 178.3947, y = -360.1776, z = 108.2961, angle = -64.12601, collision = h0022B1
x = 179.5136, y = -360.1776, z = 107.8502, angle = -50.43339, collision = h0022B1
x = 180.5588, y = -360.1776, z = 107.0278, angle = -122.5819, collision = h0022B1
x = 181.5533, y = -360.1776, z = 107.5798, angle = 155.3085, collision = h0022B1
x = 181.1666, y = -360.1776, z = 108.8023, angle = 135.8422, collision = h0022B1
x = 180.3188, y = -360.1776, z = 109.6436, angle = 156.2749, collision = h0022B1
x = 179.7629, y = -360.1776, z = 110.8708, angle = -172.8081, collision = h0022B1
x = 179.8319, y = -360.1829, z = 112.0677, angle = -151.0499, collision = h0022B1
x = 180.5904, y = -360.1902, z = 112.7477, angle = -66.32395, collision = h0022B1
x = 181.6115, y = -360.1776, z = 112.3175, angle = -34.55718, collision = h0022B1
x = 182.3437, y = -360.1776, z = 111.2975, angle = -34.76722, collision = h0022B1
x = 183.0872, y = -360.1776, z = 110.2102, angle = -42.34895, collision = h0022B1
x = 183.8957, y = -360.1776, z = 109.2788, angle = -37.42042, collision = h0022B1
x = 184.7899, y = -360.1776, z = 108.251, angle = -85.11314, collision = h0022B1
x = 185.9402, y = -360.3776, z = 108.1346, angle = -139.0996, collision = h0022B1
x = 186.8731, y = -360.3776, z = 109.113, angle = -166.926, collision = h0022B1
x = 187.1764, y = -360.1776, z = 110.2708, angle = 147.7739, collision = h0022B1
x = 186.5622, y = -360.1776, z = 111.4217, angle = 134.1464, collision = h0022B1
x = 185.69, y = -360.1776, z = 112.304, angle = 157.3078, collision = h0022B1
x = 185.1423, y = -360.1776, z = 113.4475, angle = 175.8319, collision = h0022B1
x = 185.0146, y = -360.1776, z = 114.7259, angle = -169.0097, collision = h0022B1
x = 185.2518, y = -360.1776, z = 115.9416, angle = -132.2561, collision = h0022B1
x = 186.2045, y = -360.1776, z = 116.5872, angle = -67.89884, collision = h0022B1
x = 187.3476, y = -360.1776, z = 116.2172, angle = -48.4304, collision = h0022B1
x = 188.3794, y = -360.1776, z = 115.322, angle = -41.3258, collision = h0022B1
x = 189.1895, y = -360.1776, z = 114.4275, angle = -62.62211, collision = h0022B1
x = 190.3596, y = -360.1776, z = 113.7535, angle = -68.98665, collision = h0022B1
x = 191.4978, y = -360.249, z = 113.3529, angle = -157.5393, collision = h0022B1
x = 192.1432, y = -360.1776, z = 114.363, angle = 155.8838, collision = h0022B1
x = 191.7385, y = -360.1776, z = 115.5338, angle = 140.2888, collision = h0022B1
x = 190.9641, y = -360.1776, z = 116.5217, angle = 146.2367, collision = h0022B1
x = 190.2312, y = -360.1776, z = 117.6179, angle = 170.835, collision = h0022B1
x = 189.9079, y = -360.1776, z = 118.7841, angle = -174.696, collision = h0022B1
x = 190.0168, y = -360.1776, z = 120.1457, angle = -156.7495, collision = h0022B1
x = 190.4884, y = -360.2617, z = 121.2541, angle = -104.768, collision = h0022B1
x = 191.7088, y = -360.1776, z = 121.705, angle = -50.97926, collision = h0022B1
x = 192.6877, y = -360.1776, z = 121.0464, angle = -38.61787, collision = h0022B1
x = 193.6227, y = -360.1776, z = 120.144, angle = -125.6206, collision = h0022B1
x = 194.6519, y = -360.1776, z = 120.6425, angle = -178.8197, collision = h0022B1
x = 194.7841, y = -360.1776, z = 121.9, angle = 172.3326, collision = h0022B1
x = 194.6415, y = -360.1776, z = 123.1844, angle = -166.5528, collision = h0022B1
x = 194.8125, y = -360.1776, z = 124.3954, angle = -153.7726, collision = h0022B1
x = 195.3836, y = -360.3502, z = 125.6146, angle = -112.204, collision = h0022B1
x = 196.3931, y = -360.2563, z = 126.1992, angle = -75.22106, collision = h0022B1
x = 197.7222, y = -360.1776, z = 125.9056, angle = -63.84211, collision = h0022B1
x = 198.8045, y = -360.1776, z = 125.371, angle = -29.97393, collision = h0022B1
x = 199.5721, y = -360.1776, z = 124.3031, angle = -15.35845, collision = h0022B1
x = 199.9337, y = -360.1776, z = 123.129, angle = -54.10499, collision = h0022B1
x = 200.9129, y = -360.1776, z = 122.2846, angle = -71.55571, collision = h0022B1
x = 202.0866, y = -360.3776, z = 121.8435, angle = -113.6022, collision = h0022B1
x = 203.1745, y = -360.3776, z = 122.319, angle = -164.5488, collision = h0022B1
x = 203.662, y = -360.2773, z = 123.5091, angle = -178.5834, collision = h0022B1
x = 203.66, y = -360.2035, z = 124.7362, angle = 136.5356, collision = h0022B1
x = 202.8499, y = -360.2417, z = 125.8163, angle = 149.0448, collision = h0022B1
x = 202.1681, y = -360.3126, z = 126.8117, angle = 165.8798, collision = h0022B1
x = 201.8183, y = -360.6077, z = 128.1154, angle = -141.0358, collision = h0022B1
x = 202.4392, y = -361.1663, z = 129.0536, angle = -90.20708, collision = h0022B1
x = 203.7631, y = -361.6999, z = 129.0793, angle = -61.06485, collision = h0022B1
x = 204.872, y = -361.9657, z = 128.5562, angle = -48.28339, collision = h0022B1
x = 205.8705, y = -362.0948, z = 127.7541, angle = -70.73575, collision = h0022B1
x = 207.0623, y = -362.4559, z = 127.4188, angle = -155.626, collision = h0022B1
x = 207.6407, y = -363.0285, z = 128.4501, angle = 149.7193, collision = h0022B1
x = 207.0823, y = -363.2058, z = 129.6483, angle = 136.849, collision = h0022B1
x = 206.2592, y = -363.1817, z = 130.5566, angle = 160.9984, collision = h0022B1
x = 205.8614, y = -363.432, z = 131.783, angle = -120.1587, collision = h0022B1
x = 206.8093, y = -364.0338, z = 132.4614, angle = -89.72258, collision = h0022B1
x = 208.1551, y = -364.5854, z = 132.5149, angle = -57.37513, collision = h0022B1
x = 209.1856, y = -364.808, z = 131.9554, angle = -45.78561, collision = h0022B1
x = 210.1252, y = -364.8901, z = 131.0825, angle = -100.2403, collision = h0022B1
x = 211.4951, y = -365.5097, z = 131.3117, angle = -167.3937, collision = h0022B1
x = 211.8804, y = -365.9804, z = 132.2666, angle = 158.5949, collision = h0022B1
x = 211.3779, y = -366.2291, z = 133.6127, angle = 124.6096, collision = h0022B1
x = 210.5368, y = -366.0914, z = 134.2015, angle = 153.0652, collision = h0022B1
x = 209.8702, y = -366.1826, z = 135.2699, angle = -124.3582, collision = h0022B1
x = 210.9885, y = -366.894, z = 136.0746, angle = -78.83175, collision = h0022B1
x = 212.3212, y = -367.3704, z = 135.9177, angle = -61.27243, collision = h0022B1
x = 213.3853, y = -367.6014, z = 135.3437, angle = -68.25471, collision = h0022B1
x = 214.6383, y = -367.7276, z = 134.8479, angle = -103.4032, collision = h0022B1
x = 216.1099, y = -367.7276, z = 135.59, angle = 164.6058, collision = h0022B1
x = 215.8812, y = -367.7276, z = 136.925, angle = 167.9802, collision = h0022B1
x = 215.6411, y = -367.7276, z = 138.1066, angle = -176.5555, collision = h0022B1
x = 215.7107, y = -367.7276, z = 139.4698, angle = -164.0317, collision = h0022B1
x = 216.0645, y = -367.7276, z = 140.5986, angle = -72.2374, collision = h0022B1
x = 217.3217, y = -367.7276, z = 140.3779, angle = -50.68494, collision = h0022B1
x = 218.3104, y = -367.7276, z = 139.6337, angle = -49.83652, collision = h0022B1
x = 219.3085, y = -367.7276, z = 138.83, angle = -88.70232, collision = h0022B1
x = 220.568, y = -367.7276, z = 138.6779, angle = -131.338, collision = h0022B1
x = 221.4785, y = -367.7276, z = 139.4113, angle = 151.1744, collision = h0022B1
x = 220.9972, y = -367.7276, z = 140.6008, angle = 126.8224, collision = h0022B1
x = 220.0472, y = -367.7276, z = 141.3702, angle = 152.3592, collision = h0022B1
x = 219.3705, y = -367.7276, z = 142.5578, angle = 173.4236, collision = h0022B1
x = 219.2369, y = -367.7276, z = 143.7331, angle = -142.6543, collision = h0022B1
x = 220.0339, y = -367.7276, z = 144.8117, angle = -87.99062, collision = h0022B1
x = 221.1693, y = -367.7276, z = 144.9222, angle = -48.36569, collision = h0022B1
x = 222.1775, y = -367.7276, z = 144.0917, angle = -56.25682, collision = h0022B1
x = 223.3733, y = -367.7276, z = 143.236, angle = -86.10814, collision = h0022B1
x = 224.9801, y = -367.7276, z = 142.9507, angle = -121.3831, collision = h0022B1
x = 225.9995, y = -367.7276, z = 143.5519, angle = 169.7866, collision = h0022B1
x = 225.8248, y = -367.7276, z = 144.7892, angle = 120.8966, collision = h0022B1
x = 224.7855, y = -367.7276, z = 145.5036, angle = 133.7174, collision = h0022B1
x = 223.8815, y = -367.7276, z = 146.3641, angle = -161.1254, collision = h0022B1
x = 224.0561, y = -367.7276, z = 147.578, angle = -115.9593, collision = h0022B1
x = 225.1555, y = -367.7276, z = 148.0788, angle = -63.71974, collision = h0022B1
x = 226.4158, y = -367.7276, z = 147.5838, angle = -56.60066, collision = h0022B1
x = 227.453, y = -367.7276, z = 146.9575, angle = -80.34933, collision = h0022B1
x = 228.7806, y = -367.7276, z = 146.6657, angle = -85.70551, collision = h0022B1
x = 229.9682, y = -367.7276, z = 146.6794, angle = -155.8911, collision = h0022B1
x = 230.5948, y = -367.7276, z = 147.7291, angle = 155.9199, collision = h0022B1
x = 230.172, y = -367.7276, z = 148.8897, angle = 159.32, collision = h0022B1
x = 229.7738, y = -367.7276, z = 150.0898, angle = -164.0783, collision = h0022B1
x = 230.1171, y = -367.7276, z = 151.3234, angle = -110.9584, collision = h0022B1
x = 231.181, y = -367.7276, z = 151.8468, angle = -71.90742, collision = h0022B1
x = 232.4782, y = -367.7276, z = 151.4923, angle = -76.81232, collision = h0022B1
x = 233.6448, y = -367.7276, z = 151.2957, angle = -162.0784, collision = h0022B1
x = 234.175, y = -367.7276, z = 152.4762, angle = 153.7258, collision = h0022B1
x = 233.7133, y = -367.7276, z = 153.5869, angle = -179.2382, collision = h0022B1
x = 233.6536, y = -367.7276, z = 154.8984, angle = -157.9746, collision = h0022B1
x = 234.0266, y = -367.7276, z = 155.8415, angle = -140.8984, collision = h0022B1
x = 234.5848, y = -367.7276, z = 154.2067, angle = 6.577062, collision = h0022B1
x = 231.7775, y = -367.7276, z = 150.5581, angle = 36.94582, collision = h0022B1
x = 231.4366, y = -367.7318, z = 147.1126, angle = 51.61937, collision = h0022B1
x = 229.3874, y = -367.7308, z = 145.4036, angle = 85.54729, collision = h0022B1
x = 228.2059, y = -367.7276, z = 145.2428, angle = 85.69571, collision = h0022B1
x = 226.8918, y = -367.7276, z = 145.144, angle = 108.4451, collision = h0022B1
x = 223.0545, y = -367.7276, z = 147.1281, angle = 16.62312, collision = h0022B1
x = 222.7024, y = -367.7276, z = 145.9568, angle = 2.576279, collision = h0022B1
x = 221.2547, y = -367.7276, z = 143.5319, angle = 115.5992, collision = h0022B1
x = 218.3625, y = -367.7671, z = 144.5468, angle = 29.79531, collision = h0022B1
x = 217.7436, y = -367.7276, z = 143.5436, angle = 11.29517, collision = h0022B1
x = 217.4729, y = -367.7276, z = 142.2925, angle = 15.33849, collision = h0022B1
x = 216.9075, y = -367.7276, z = 139.1479, angle = 2.328562, collision = h0022B1
x = 216.8372, y = -367.7276, z = 137.8427, angle = 8.109838, collision = h0022B1
x = 210.3002, y = -365.5053, z = 132.7224, angle = 15.02065, collision = h0022B1
x = 208.1727, y = -364.246, z = 131.4773, angle = 123.5853, collision = h0022B1
x = 205.2253, y = -362.8281, z = 130.7266, angle = 19.02837, collision = h0022B1
x = 204.1938, y = -361.4127, z = 127.7029, angle = 18.88971, collision = h0022B1
x = 203.7592, y = -360.8138, z = 126.4215, angle = 31.41126, collision = h0022B1
x = 201.9248, y = -360.1776, z = 125.0057, angle = 109.5653, collision = h0022B1
x = 200.1364, y = -360.1776, z = 125.5993, angle = 111.9011, collision = h0022B1
x = 198.0085, y = -360.1776, z = 124.656, angle = -1.525782, collision = h0022B1
x = 198.064, y = -360.1161, z = 123.2989, angle = 25.1831, collision = h0022B1
x = 197.681, y = -359.7811, z = 122.1766, angle = 27.58407, collision = h0022B1
x = 197.1634, y = -359.4752, z = 121.2787, angle = -47.81916, collision = h0022B1
x = 195.4793, y = -360.1776, z = 118.7883, angle = -142.8835, collision = h0022B1
x = 196.2118, y = -360.1776, z = 119.8077, angle = -163.5814, collision = h0022B1
x = 196.5101, y = -360.1776, z = 121.1743, angle = 177.0465, collision = h0022B1
x = 196.4048, y = -360.1776, z = 122.4127, angle = 177.7433, collision = h0022B1
x = 196.3849, y = -360.1362, z = 123.4919, angle = -112.4461, collision = h0022B1
x = 197.3784, y = -358.9559, z = 119.9816, angle = 19.0928, collision = h0022B1
x = 196.8769, y = -358.4959, z = 118.6735, angle = 38.24459, collision = h0022B1
x = 195.9892, y = -357.9449, z = 117.5881, angle = 41.64597, collision = h0022B1
x = 195.0322, y = -357.2649, z = 116.5617, angle = 52.8206, collision = h0022B1
x = 193.8958, y = -356.5242, z = 115.7384, angle = 84.29185, collision = h0022B1
x = 193.0663, y = -356.016, z = 115.4844, angle = 83.0728, collision = h0022B1
x = 191.8509, y = -355.3046, z = 115.2863, angle = 78.26153, collision = h0022B1
x = 190.8022, y = -354.772, z = 115.0285, angle = 99.04392, collision = h0022B1
x = 189.8747, y = -354.1888, z = 115.1387, angle = 101.1888, collision = h0022B1
x = 188.9584, y = -353.6548, z = 115.332, angle = 97.12072, collision = h0022B1
x = 188.0309, y = -353.1339, z = 115.4603, angle = 90.6571, collision = h0022B1
x = 186.6275, y = -352.3841, z = 115.433, angle = 81.50462, collision = h0022B1
x = 185.2405, y = -351.6581, z = 115.2105, angle = 88.79255, collision = h0022B1
x = 183.8392, y = -350.9375, z = 115.1311, angle = 78.07047, collision = h0022B1
x = 182.4707, y = -350.2259, z = 114.8144, angle = 69.99847, collision = h0022B1
x = 181.1784, y = -349.5497, z = 114.2787, angle = 56.58528, collision = h0022B1
x = 180.1143, y = -348.9577, z = 113.3712, angle = 61.20415, collision = h0022B1
x = 179.0527, y = -348.3482, z = 112.495, angle = 62.25039, collision = h0022B1
x = 177.9934, y = -347.7351, z = 111.6016, angle = 56.29982, collision = h0022B1
x = 176.9417, y = -347.1199, z = 110.7254, angle = 77.01132, collision = h0022B1
x = 175.7804, y = -346.4803, z = 110.2509, angle = 81.67767, collision = h0022B1
x = 174.3567, y = -346.0593, z = 110.3579, angle = 104.7376, collision = h0022B1
x = 172.9899, y = -345.9189, z = 110.6822, angle = 82.74615, collision = h0022B1
x = 171.6141, y = -345.8737, z = 110.4835, angle = 62.79412, collision = h0022B1
x = 170.4281, y = -345.9328, z = 109.7588, angle = 21.54936, collision = h0022B1
x = 169.9129, y = -346.1961, z = 108.4546, angle = 45.42561, collision = h0017B1
x = 168.9816, y = -346.1503, z = 107.4122, angle = 48.35571, collision = h0017B1
x = 167.8823, y = -345.8831, z = 106.5524, angle = 72.51797, collision = h0017B1
x = 166.5997, y = -345.6039, z = 106.1087, angle = 73.47974, collision = h0017B1
x = 165.4225, y = -345.3365, z = 105.4439, angle = 46.50869, collision = h0017B1
x = 164.4099, y = -344.9988, z = 104.4927, angle = 52.61527, collision = h0017B1
x = 163.2263, y = -344.5142, z = 103.821, angle = 72.9595, collision = h0017B1
x = 162.2592, y = -343.8458, z = 103.3107, angle = 31.76886, collision = h0017B1
x = 161.7805, y = -343.3109, z = 102.5743, angle = 9.86502, collision = h0017B1
x = 161.3835, y = -342.6263, z = 101.2338, angle = 56.4253, collision = h0017B1
x = 160.2437, y = -342.0299, z = 100.422, angle = 58.02772, collision = h0017B1
x = 159.37, y = -341.634, z = 99.42943, angle = -16.55816, collision = h0017B1
x = 159.7124, y = -341.5913, z = 98.07569, angle = 16.99006, collision = h0017B1
x = 159.388, y = -341.3599, z = 96.88715, angle = 25.09711, collision = h0017B1
x = 158.9258, y = -341.2075, z = 95.90681, angle = 31.9004, collision = h0017B1
x = 158.1001, y = -341.1588, z = 92.41994, angle = 35.69777, collision = h0017B1
x = 155.6039, y = -341.0388, z = 88.15093, angle = -29.30344, collision = h0017B1
x = 156.4688, y = -341.0388, z = 83.24139, angle = 45.00922, collision = h0017B1
x = 155.5091, y = -341.0388, z = 82.42674, angle = 50.25642, collision = h0017B1
x = 154.8233, y = -341.0388, z = 83.31997, angle = -160.3759, collision = h0017B1
x = 155.2007, y = -341.0388, z = 87.18327, angle = 164.8601, collision = h0017B1
x = 154.2677, y = -341.0388, z = 89.49515, angle = 116.0834, collision = h0017B1
x = 151.9444, y = -341.0388, z = 90.45751, angle = 102.3181, collision = h0017B1
x = 150.6153, y = -341.0388, z = 90.78419, angle = 145.5776, collision = h0017B1
x = 149.8323, y = -341.0388, z = 91.6556, angle = 157.6297, collision = h0017B1
x = 148.9184, y = -341.0388, z = 93.83847, angle = 138.3636, collision = h0018B1
x = 145.6419, y = -341.0391, z = 104.2678, angle = -131.0759, collision = h0018B1
x = 146.7331, y = -341.2391, z = 105.3226, angle = -115.7602, collision = h0018B1
x = 147.8255, y = -341.2391, z = 105.8623, angle = -120.4431, collision = h0018B1
x = 148.9896, y = -341.2391, z = 106.5768, angle = -173.4721, collision = h0018B1
x = 145.8926, y = -341.2391, z = 109.9107, angle = 160.6293, collision = h0018B1
x = 145.3831, y = -341.2391, z = 110.9874, angle = 166.9856, collision = h0018B1
x = 145.1045, y = -341.0702, z = 112.3072, angle = 121.4371, collision = h0018B1
x = 144.2627, y = -341.2135, z = 113.0541, angle = 87.21336, collision = h0018B1
x = 142.9572, y = -341.2391, z = 113.0197, angle = 72.38977, collision = h0018B1
x = 141.7393, y = -341.2391, z = 112.6618, angle = 47.15886, collision = h0018B1
x = 140.7826, y = -341.2391, z = 111.8555, angle = 42.71544, collision = h0018B1
x = 139.933, y = -341.0239, z = 110.9168, angle = 63.64369, collision = h0018B1
x = 138.8407, y = -341.0391, z = 110.3941, angle = 140.5231, collision = h0018B1
x = 137.8497, y = -340.7694, z = 111.2449, angle = 166.3534, collision = h0018B1
x = 137.4994, y = -341.0391, z = 112.4055, angle = 156.775, collision = h0018B1
x = 136.983, y = -341.0391, z = 113.6639, angle = 124.3785, collision = h0018B1
x = 136.0273, y = -341.0391, z = 114.3535, angle = 89.86098, collision = h0018B1
x = 134.6946, y = -341.0391, z = 114.4303, angle = 158.9435, collision = h0018B1
x = 134.09, y = -341.0391, z = 115.339, angle = -152.1072, collision = h0018B1
x = 134.6245, y = -341.132, z = 116.4981, angle = -132.631, collision = h0018B1
x = 135.5335, y = -341.2391, z = 117.3989, angle = -116.9321, collision = h0018B1
x = 136.6243, y = -341.2391, z = 117.9881, angle = -130.1175, collision = h0018B1
x = 137.6704, y = -341.2391, z = 118.8292, angle = -146.2154, collision = h0018B1
x = 138.4124, y = -341.2391, z = 119.8005, angle = -158.9147, collision = h0018B1
x = 138.8888, y = -341.0391, z = 121.066, angle = 126.1376, collision = h0018B1
x = 138.0748, y = -341.0391, z = 121.8265, angle = 71.54573, collision = h0018B1
x = 137.0421, y = -341.2391, z = 121.2678, angle = 7.953154, collision = h0018B1
x = 136.7535, y = -341.2391, z = 120.101, angle = 2.385471, collision = h0018B1
x = 133.1581, y = -341.0391, z = 116.0007, angle = 88.916, collision = h0018B1
x = 131.8496, y = -341.0391, z = 115.8686, angle = 96.94028, collision = h0018B1
x = 130.6112, y = -341.0391, z = 115.9957, angle = 105.7896, collision = h0018B1
x = 129.3923, y = -341.0391, z = 116.3608, angle = 114.3395, collision = h0018B1
x = 128.1907, y = -341.0391, z = 116.8556, angle = 112.6302, collision = h0018B1
x = 127.044, y = -341.0391, z = 117.3107, angle = 165.5339, collision = h0018B1
x = 126.2132, y = -341.0391, z = 121.4557, angle = 157.2908, collision = h0018B1
x = 125.7518, y = -341.0391, z = 122.5623, angle = -143.0858, collision = h0018B1
x = 126.4423, y = -341.0391, z = 123.685, angle = -122.7001, collision = h0018B1
x = 127.4467, y = -341.0391, z = 124.3872, angle = -127.6104, collision = h0018B1
x = 128.5216, y = -341.0391, z = 125.2282, angle = -149.4019, collision = h0018B1
x = 129.1544, y = -341.239, z = 126.2529, angle = -178.2893, collision = h0018B1
x = 128.9002, y = -341.239, z = 127.2598, angle = 122.8629, collision = h0018B1
x = 127.8448, y = -341.239, z = 127.3615, angle = 85.49103, collision = h0018B1
x = 126.5919, y = -341.0391, z = 127.208, angle = 93.64549, collision = h0018B1
x = 125.4559, y = -341.0775, z = 127.2659, angle = 172.6403, collision = h0018B1
x = 125.137, y = -341.2391, z = 128.5481, angle = -165.0601, collision = h0018B1
x = 125.4185, y = -341.2391, z = 129.7224, angle = -157.7512, collision = h0018B1
x = 125.9265, y = -341.2391, z = 130.9459, angle = -167.821, collision = h0018B1
x = 126.2117, y = -341.2391, z = 132.158, angle = 178.2442, collision = h0018B1
x = 126.1937, y = -341.2391, z = 133.4298, angle = 173.3992, collision = h0018B1
x = 126.0316, y = -341.2204, z = 134.7189, angle = 127.8295, collision = h0018B1
x = 125.1858, y = -341.2391, z = 135.5485, angle = 74.6532, collision = h0018B1
x = 123.8947, y = -341.2391, z = 135.3055, angle = 58.69167, collision = h0018B1
x = 122.8583, y = -341.2391, z = 134.7393, angle = 135.1107, collision = h0018B1
x = 121.8621, y = -341.2391, z = 135.6396, angle = 162.7087, collision = h0018B1
x = 121.4603, y = -341.2391, z = 136.772, angle = 166.3779, collision = h0018B1
x = 121.1374, y = -341.2391, z = 138.0801, angle = 155.3675, collision = h0018B1
x = 120.6416, y = -341.2391, z = 139.1969, angle = 125.778, collision = h0018B1
x = 119.6346, y = -341.0526, z = 139.9958, angle = 78.93649, collision = h0018B1
x = 118.4846, y = -341.0391, z = 139.8468, angle = 10.62624, collision = h0018B1
x = 118.2334, y = -341.076, z = 138.6776, angle = -91.3349, collision = h0018B1
x = 120.2052, y = -341.0391, z = 141.1978, angle = -91.52046, collision = h0018B1
x = 121.4642, y = -341.0693, z = 141.2364, angle = -46.3698, collision = h0018B1
x = 122.5515, y = -341.0391, z = 140.6632, angle = -10.05428, collision = h0018B1
x = 122.837, y = -341.0859, z = 139.4839, angle = 9.647806, collision = h0018B1
x = 122.6857, y = -341.2391, z = 138.137, angle = 26.1295, collision = h0018B1
x = 120.826, y = -341.2391, z = 134.8609, angle = 28.80949, collision = h0018B1
x = 120.1773, y = -341.1248, z = 133.6933, angle = 38.62845, collision = h0018B1
x = 119.4183, y = -341.0391, z = 132.719, angle = 42.49363, collision = h0018B1
x = 118.605, y = -341.0391, z = 131.7335, angle = 4.160924, collision = h0018B1
x = 118.416, y = -341.0391, z = 130.4662, angle = 19.15398, collision = h0018B1
x = 118.0543, y = -341.0391, z = 129.2878, angle = 28.01408, collision = h0018B1
x = 117.4343, y = -341.0391, z = 128.0965, angle = 35.53437, collision = h0018B1
x = 116.3019, y = -341.0757, z = 126.559, angle = 38.26802, collision = h0018B1
x = 115.5005, y = -341.2391, z = 125.5729, angle = 87.37611, collision = h0018B1
x = 114.3194, y = -341.2391, z = 125.3668, angle = 120.9768, collision = h0018B1
x = 113.1507, y = -341.2391, z = 125.9664, angle = 120.2547, collision = h0018B1
