x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 860.874, y = -310.7809, z = 826.137, angle = 133.0976, collision = h0052B1
x = 859.8018, y = -310.8453, z = 827.1686, angle = 134.0087, collision = h0052B1
x = 858.8587, y = -310.739, z = 828.0958, angle = 135.6241, collision = h0052B1
x = 857.8239, y = -310.7017, z = 829.1647, angle = 150.1289, collision = h0052B1
x = 857.3499, y = -310.767, z = 830.3412, angle = -136.5236, collision = h0052B1
x = 858.441, y = -310.7639, z = 831.1142, angle = -84.7013, collision = h0052B1
x = 859.7576, y = -310.7233, z = 830.988, angle = -95.89773, collision = h0052B1
x = 861.1885, y = -310.7125, z = 831.2445, angle = -133.9453, collision = h0052B1
x = 862.0487, y = -310.7669, z = 832.1935, angle = 164.4311, collision = h0052B1
x = 861.5833, y = -310.8552, z = 833.5635, angle = 146.2998, collision = h0052B1
x = 860.8474, y = -310.9386, z = 834.6626, angle = 143.834, collision = h0052B1
x = 859.9526, y = -310.7596, z = 835.8507, angle = 147.0228, collision = h0041B1
x = 859.2972, y = -310.5251, z = 836.9868, angle = 166.8125, collision = h0041B1
x = 858.9697, y = -310.7414, z = 838.4381, angle = 170.3779, collision = h0041B1
x = 858.7533, y = -310.503, z = 839.7428, angle = 174.4005, collision = h0041B1
x = 858.5613, y = -310.1137, z = 841.2175, angle = 164.8936, collision = h0041B1
x = 858.1422, y = -309.7602, z = 842.3926, angle = 136.8126, collision = h0041B1
x = 857.0383, y = -309.7412, z = 842.3682, angle = 64.26733, collision = h0041B1
x = 856.0452, y = -309.9132, z = 841.8452, angle = 54.11065, collision = h0041B1
x = 855.1028, y = -310.1443, z = 841.1299, angle = 49.42735, collision = h0041B1
x = 854.2566, y = -310.5532, z = 840.3851, angle = 46.72508, collision = h0041B1
x = 853.4325, y = -311.0363, z = 839.5389, angle = 34.57062, collision = h0041B1
x = 852.7747, y = -311.5202, z = 838.6227, angle = 37.24234, collision = h0041B1
x = 854.9913, y = -309.8505, z = 842.134, angle = -133.0065, collision = h0041B1
x = 856.0497, y = -309.5111, z = 843.177, angle = -140.5529, collision = h0041B1
x = 857.163, y = -309.0653, z = 844.4742, angle = -138.5807, collision = h0041B1
x = 858.0256, y = -308.6491, z = 845.485, angle = -147.8279, collision = h0041B1
x = 858.7673, y = -308.4204, z = 846.6321, angle = -147.6086, collision = h0041B1
x = 885.6925, y = -310.7914, z = 795.6696, angle = 129.5519, collision = h0044B1
x = 884.8223, y = -310.618, z = 796.3936, angle = 129.8019, collision = h0044B1
x = 880.9924, y = -311.5098, z = 818.3917, angle = -138.7881, collision = h0052B1
x = 882.8979, y = -311.4295, z = 822.9204, angle = 165.1856, collision = h0052B1
x = 883.0911, y = -311.4932, z = 824.1499, angle = 125.2355, collision = h0052B1
x = 881.004, y = -311.4547, z = 825.6384, angle = 134.9206, collision = h0052B1
x = 875.1282, y = -311.628, z = 830.9404, angle = 131.1805, collision = h0052B1
x = 873.4844, y = -311.5137, z = 832.5052, angle = 131.1805, collision = h0041B1
x = 872.5905, y = -311.0421, z = 833.2891, angle = 131.1805, collision = h0041B1
x = 870.31, y = -311.3249, z = 835.4369, angle = 137.1216, collision = h0041B1
x = 869.3688, y = -311.3073, z = 836.3622, angle = 120.3472, collision = h0041B1
x = 868.059, y = -311.212, z = 837.0591, angle = 103.9312, collision = h0041B1
x = 866.779, y = -311.1364, z = 837.3917, angle = 107.3519, collision = h0041B1
x = 865.368, y = -311.0486, z = 837.861, angle = 116.2648, collision = h0041B1
x = 864.1675, y = -310.9464, z = 838.4159, angle = 117.407, collision = h0041B1
x = 862.8459, y = -310.8198, z = 839.0994, angle = 117.3675, collision = h0041B1
x = 861.6802, y = -310.7133, z = 839.7239, angle = 122.3499, collision = h0041B1
x = 860.4602, y = -310.4563, z = 840.5711, angle = 124.7863, collision = h0041B1
x = 859.6298, y = -310.2538, z = 841.1539, angle = 103.0628, collision = h0041B1
x = 856.486, y = -310.217, z = 840.8491, angle = 29.04379, collision = h0041B1
x = 855.9355, y = -310.4329, z = 839.8643, angle = 34.63463, collision = h0041B1
x = 855.2455, y = -310.9924, z = 838.9066, angle = 36.93788, collision = h0041B1
x = 854.5588, y = -311.4339, z = 838.0096, angle = 39.07662, collision = h0041B1
x = 853.7916, y = -311.4733, z = 837.1932, angle = -141.5778, collision = h0041B1
x = 861.0052, y = -308.3368, z = 849.2102, angle = -146.2413, collision = h0041B1
x = 861.9757, y = -308.142, z = 850.577, angle = -146.2413, collision = h0041B1
x = 862.5629, y = -307.7843, z = 851.525, angle = -173.5685, collision = h0041B1
x = 862.7208, y = -307.2132, z = 852.9587, angle = -171.3005, collision = h0041B1
x = 862.8995, y = -306.7036, z = 854.1314, angle = -175.1516, collision = h0041B1
x = 863.7861, y = -306.0901, z = 855.0233, angle = -148.9959, collision = h0041B1
x = 864.4483, y = -305.6386, z = 855.9691, angle = -166.8365, collision = h0041B1
x = 864.3701, y = -305.4791, z = 857.0883, angle = 177.8777, collision = h0041B1
x = 863.7188, y = -306.8856, z = 852.7896, angle = -136.3115, collision = h0041B1
x = 864.4133, y = -306.3459, z = 853.4357, angle = -168.8225, collision = h0041B1
x = 865.0173, y = -305.9953, z = 854.2495, angle = -124.7563, collision = h0041B1
x = 870.2258, y = -310.0841, z = 850.1244, angle = -23.43823, collision = h0041B1
x = 870.7112, y = -310.5192, z = 848.9584, angle = -27.65912, collision = h0041B1
x = 871.1976, y = -310.7203, z = 848.0311, angle = -28.03238, collision = h0041B1
x = 871.8117, y = -310.9042, z = 846.967, angle = -63.073, collision = h0041B1
x = 874.4884, y = -311.1923, z = 845.881, angle = -16.03961, collision = h0041B1
x = 874.7403, y = -311.2888, z = 844.6049, angle = -18.81835, collision = h0041B1
x = 875.1505, y = -310.8527, z = 843.3672, angle = -19.56734, collision = h0041B1
x = 875.4771, y = -310.4751, z = 842.3138, angle = 7.621617, collision = h0041B1
x = 875.3577, y = -310.1446, z = 841.1448, angle = 5.639264, collision = h0041B1
x = 873.4503, y = -311.0061, z = 840.91, angle = 100.0955, collision = h0041B1
x = 872.1987, y = -311.2409, z = 841.1785, angle = 33.81256, collision = h0041B1
x = 870.67, y = -311.1769, z = 837.8316, angle = 0.7032772, collision = h0041B1
x = 871.5204, y = -310.8909, z = 833.0486, angle = -27.5151, collision = h0041B1
x = 872.0202, y = -310.9616, z = 832.0662, angle = -23.67643, collision = h0052B1
x = 875.6177, y = -311.5941, z = 829.0683, angle = -69.65122, collision = h0052B1
x = 880.1113, y = -311.5459, z = 827.9783, angle = -69.9865, collision = h0052B1
x = 884.1653, y = -311.5083, z = 828.9932, angle = -118.673, collision = h0052B1
x = 885.3596, y = -311.4984, z = 829.5984, angle = -104.0143, collision = h0052B1
x = 886.8084, y = -311.4764, z = 829.9564, angle = -101.299, collision = h0052B1
x = 888.1058, y = -311.4568, z = 830.2139, angle = -99.73829, collision = h0052B1
x = 889.5789, y = -311.447, z = 830.4639, angle = -97.04192, collision = h0052B1
x = 890.8934, y = -311.3258, z = 830.6033, angle = -92.70765, collision = h0052B1
x = 891.9026, y = -311.2307, z = 830.6534, angle = -98.19622, collision = h0052B1
x = 893.2141, y = -311.1349, z = 830.8185, angle = -98.57308, collision = h0052B1
x = 894.6454, y = -311.1916, z = 831.1913, angle = -112.873, collision = h0043B1
x = 895.8976, y = -311.1765, z = 831.7219, angle = -113.9909, collision = h0043B1
x = 899.4895, y = -311.1772, z = 833.2571, angle = -113.2373, collision = h0043B1
x = 900.5286, y = -311.2986, z = 833.7012, angle = -105.3963, collision = h0041B1
x = 901.8143, y = -311.2772, z = 834.0695, angle = -97.02473, collision = h0041B1
x = 903.2355, y = -311.2843, z = 834.2822, angle = -93.78487, collision = h0041B1
x = 904.3253, y = -311.259, z = 834.3603, angle = -92.74688, collision = h0041B1
x = 905.7949, y = -311.191, z = 834.4327, angle = -90.18862, collision = h0041B1
x = 906.8837, y = -311.1396, z = 834.4456, angle = -88.28854, collision = h0041B1
x = 908.3659, y = -310.9872, z = 834.401, angle = -107.0124, collision = h0043B1
x = 909.585, y = -310.7653, z = 834.6248, angle = -112.5614, collision = h0043B1
x = 910.8971, y = -310.5912, z = 835.085, angle = -96.08228, collision = h0043B1
x = 912.1945, y = -310.2751, z = 835.1183, angle = -55.30539, collision = h0043B1
x = 913.3542, y = -309.9366, z = 834.3238, angle = -37.13305, collision = h0043B1
x = 914.1837, y = -309.673, z = 833.2242, angle = -28.52329, collision = h0043B1
x = 914.8804, y = -309.7401, z = 831.9733, angle = -48.23855, collision = h0043B1
x = 916.0021, y = -309.7254, z = 831.1608, angle = -60.34678, collision = h0043B1
x = 916.9054, y = -309.594, z = 830.6926, angle = -51.54354, collision = h0043B1
x = 918.009, y = -309.4941, z = 830.1805, angle = -140.178, collision = h0043B1
x = 917.9039, y = -309.5977, z = 829.1198, angle = 8.015241, collision = h0043B1
x = 917.8702, y = -309.4652, z = 831.1811, angle = -175.5881, collision = h0043B1
x = 918.0891, y = -309.4213, z = 832.6347, angle = -164.1112, collision = h0043B1
x = 918.4857, y = -309.3927, z = 833.8953, angle = -137.831, collision = h0043B1
x = 919.5406, y = -309.3907, z = 834.8873, angle = -106.1716, collision = h0043B1
x = 920.8138, y = -309.3807, z = 835.221, angle = -83.8494, collision = h0043B1
x = 922.2849, y = -309.4141, z = 835.0439, angle = -112.4999, collision = h0043B1
x = 923.3726, y = -309.5355, z = 835.5369, angle = -154.9592, collision = h0043B1
x = 924.0482, y = -309.534, z = 836.8619, angle = -130.9119, collision = h0041B1
x = 926.9918, y = -309.8401, z = 837.2962, angle = -63.40265, collision = h0041B1
x = 928.1319, y = -309.9015, z = 836.6409, angle = -52.54855, collision = h0043B1
x = 929.2425, y = -309.7829, z = 835.9236, angle = -64.2131, collision = h0043B1
x = 930.171, y = -309.5486, z = 835.4808, angle = -91.54655, collision = h0051B1
x = 931.4454, y = -309.0443, z = 835.5407, angle = -111.4765, collision = h0051B1
x = 932.8373, y = -308.5343, z = 835.8774, angle = -57.28619, collision = h0051B1
x = 933.9866, y = -308.1849, z = 835.1273, angle = -28.69699, collision = h0051B1
x = 934.6455, y = -307.9255, z = 833.9067, angle = -15.77869, collision = h0051B1
x = 935.1882, y = -307.8369, z = 832.6426, angle = -79.27063, collision = h0051B1
x = 936.2057, y = -307.7608, z = 832.956, angle = -116.8683, collision = h0051B1
x = 937.5154, y = -307.5907, z = 832.451, angle = -65.72773, collision = h0051B1
x = 938.4534, y = -307.5031, z = 832.014, angle = -45.79808, collision = h0051B1
x = 939.4063, y = -307.4719, z = 831.1118, angle = -26.47493, collision = h0051B1
x = 939.8762, y = -307.567, z = 830.2116, angle = -82.8564, collision = h0051B1
x = 941.0279, y = -307.3127, z = 830.2117, angle = -142.4137, collision = h0051B1
x = 941.7262, y = -307.2939, z = 831.4722, angle = 167.8554, collision = h0051B1
x = 941.7399, y = -307.2816, z = 832.7598, angle = -137.9537, collision = h0051B1
x = 942.597, y = -307.2411, z = 833.9661, angle = -163.2662, collision = h0051B1
x = 942.9543, y = -307.2198, z = 835.2375, angle = -161.7289, collision = h0051B1
x = 943.4676, y = -307.2461, z = 836.6281, angle = -109.0086, collision = h0051B1
x = 944.6791, y = -307.1906, z = 837.0416, angle = -77.07811, collision = h0051B1
x = 945.9495, y = -307.0883, z = 836.7134, angle = -48.32148, collision = h0051B1
x = 946.7183, y = -306.9856, z = 836.069, angle = -38.54005, collision = h0051B1
x = 947.578, y = -306.8607, z = 834.9922, angle = -38.44307, collision = h0051B1
x = 948.2073, y = -306.8022, z = 834.2016, angle = -17.86523, collision = h0051B1
x = 948.6868, y = -306.7582, z = 832.952, angle = -14.91339, collision = h0051B1
x = 948.9541, y = -306.777, z = 831.9841, angle = -36.64241, collision = h0051B1
x = 949.7525, y = -306.7732, z = 830.8724, angle = -28.78824, collision = h0051B1
x = 950.2489, y = -306.6716, z = 829.6505, angle = 11.09788, collision = h0051B1
x = 950.0809, y = -306.3423, z = 828.6113, angle = -24.35066, collision = h0051B1
x = 950.5818, y = -305.922, z = 827.3917, angle = -8.06823, collision = h0051B1
x = 951.3222, y = -305.7844, z = 826.3841, angle = -129.9156, collision = h0051B1
x = 952.1135, y = -306.0196, z = 827.53, angle = -136.4128, collision = h0051B1
x = 953.0649, y = -306.3799, z = 828.5511, angle = -96.4399, collision = h0051B1
x = 954.3486, y = -306.3228, z = 828.6774, angle = -48.95538, collision = h0051B1
x = 955.436, y = -306.2271, z = 827.7191, angle = -59.35071, collision = h0051B1
x = 956.5405, y = -306.1882, z = 827.0671, angle = -74.88322, collision = h0051B1
x = 957.8489, y = -305.9893, z = 826.4254, angle = -29.36077, collision = h0051B1
x = 958.571, y = -305.8395, z = 825.329, angle = -40.22279, collision = h0042B1
x = 959.3636, y = -305.7699, z = 824.2687, angle = -12.15181, collision = h0042B1
x = 959.6088, y = -305.7036, z = 823.2479, angle = 21.17085, collision = h0042B1
x = 958.9471, y = -305.9449, z = 821.5425, angle = -55.82206, collision = h0042B1
x = 960.1029, y = -305.5905, z = 821.6081, angle = -61.70558, collision = h0042B1
x = 961.4231, y = -305.4797, z = 821.1033, angle = -90.22004, collision = h0042B1
x = 962.7908, y = -305.4264, z = 820.9371, angle = -47.78948, collision = h0042B1
x = 963.9189, y = -305.4085, z = 820.1732, angle = -72.99905, collision = h0042B1
x = 965.0757, y = -305.3907, z = 819.4919, angle = -13.54105, collision = h0042B1
x = 965.3736, y = -305.4238, z = 818.148, angle = 4.823247, collision = h0042B1
x = 965.2647, y = -305.3812, z = 816.8566, angle = 27.06915, collision = h0042B1
x = 964.6905, y = -305.3665, z = 815.6687, angle = 48.22555, collision = h0042B1
x = 963.9867, y = -305.3742, z = 814.924, angle = 16.84289, collision = h0042B1
x = 963.5021, y = -305.2436, z = 813.7158, angle = -2.294698, collision = h0042B1
x = 963.524, y = -305.056, z = 812.3401, angle = 14.44842, collision = h0042B1
x = 963.0665, y = -304.9087, z = 811.045, angle = 60.76471, collision = h0042B1
x = 962.207, y = -304.8528, z = 810.5175, angle = 62.47644, collision = h0042B1
x = 960.9669, y = -304.8267, z = 809.8762, angle = 62.10418, collision = h0042B1
x = 959.7206, y = -304.9228, z = 809.2487, angle = 91.96489, collision = h0042B1
x = 958.3806, y = -305.1529, z = 809.2679, angle = 111.0661, collision = h0042B1
x = 955.584, y = -305.5474, z = 808.0309, angle = 5.571426, collision = h0042B1
x = 955.4319, y = -305.475, z = 806.4584, angle = 4.53877, collision = h0042B1
x = 955.3582, y = -305.3884, z = 805.1028, angle = -28.30219, collision = h0042B1
x = 956.4403, y = -304.8032, z = 799.685, angle = 92.64559, collision = h0042B1
x = 955.0982, y = -304.8102, z = 799.7726, angle = 145.0726, collision = h0042B1
x = 954.2295, y = -304.9402, z = 800.9139, angle = 119.7548, collision = h0042B1
x = 953.0575, y = -305.0559, z = 801.6417, angle = 114.4213, collision = h0042B1
x = 951.8055, y = -305.295, z = 802.2169, angle = 115.9828, collision = h0042B1
x = 950.5521, y = -305.3926, z = 802.8318, angle = 89.55724, collision = h0042B1
x = 949.2971, y = -305.481, z = 802.9131, angle = 58.46386, collision = h0042B1
x = 948.1338, y = -305.5435, z = 802.2521, angle = 63.87627, collision = h0042B1
x = 946.7693, y = -305.6251, z = 801.5756, angle = 106.1524, collision = h0042B1
x = 945.5147, y = -305.7577, z = 801.8342, angle = 128.9851, collision = h0042B1
x = 944.6724, y = -305.8742, z = 802.4814, angle = 144.4757, collision = h0042B1
x = 944.0209, y = -305.9714, z = 803.2504, angle = 120.6134, collision = h0042B1
x = 942.8893, y = -306.1003, z = 803.9454, angle = 151.71, collision = h0042B1
x = 942.226, y = -306.2491, z = 805.232, angle = 167.6399, collision = h0042B1
x = 941.8763, y = -306.3364, z = 806.5045, angle = 160.8006, collision = h0042B1
x = 941.5635, y = -306.2502, z = 807.7233, angle = 171.7309, collision = h0042B1
x = 941.1832, y = -306.2738, z = 804.6705, angle = 36.91143, collision = h0042B1
x = 940.325, y = -306.2609, z = 803.4781, angle = 38.26047, collision = h0042B1
x = 939.4926, y = -306.2572, z = 802.545, angle = 50.97667, collision = h0042B1
x = 938.4555, y = -306.2889, z = 802.0646, angle = 86.73324, collision = h0042B1
x = 937.1362, y = -306.3628, z = 801.9752, angle = 62.65559, collision = h0042B1
x = 935.9456, y = -306.3784, z = 801.1913, angle = 29.91952, collision = h0042B1
x = 934.7901, y = -305.7629, z = 793.7083, angle = -4.873941, collision = h0042B1
x = 934.905, y = -305.7407, z = 792.6487, angle = -7.577521, collision = h0042B1
x = 935.1581, y = -305.778, z = 791.3165, angle = -17.90034, collision = h0042B1
x = 936.3334, y = -305.5123, z = 783.5814, angle = -32.11551, collision = h0042B1
x = 940.088, y = -304.9479, z = 781.2543, angle = -137.133, collision = h0042B1
x = 941.8916, y = -305.2271, z = 782.7427, angle = -138.099, collision = h0042B1
x = 943.3704, y = -305.3669, z = 783.9324, angle = -137.2906, collision = h0042B1
x = 944.2568, y = -305.3139, z = 784.9124, angle = -177.3331, collision = h0042B1
x = 944.3698, y = -305.3287, z = 786.3657, angle = -176.4816, collision = h0042B1
x = 944.4957, y = -305.367, z = 787.678, angle = -160.898, collision = h0042B1
x = 944.9693, y = -305.4173, z = 789.0868, angle = -159.2615, collision = h0042B1
x = 945.4391, y = -305.4185, z = 790.3232, angle = -154.5376, collision = h0042B1
x = 946.1649, y = -305.4137, z = 791.611, angle = -141.5684, collision = h0042B1
x = 946.9977, y = -305.4144, z = 792.6699, angle = -141.3028, collision = h0042B1
x = 947.9304, y = -305.3829, z = 793.8293, angle = -140.2843, collision = h0042B1
x = 948.7874, y = -305.3238, z = 794.8367, angle = -131.2791, collision = h0042B1
x = 949.9219, y = -305.2636, z = 795.7957, angle = -121.8497, collision = h0042B1
x = 951.0504, y = -305.2571, z = 796.484, angle = -114.3046, collision = h0042B1
x = 952.4172, y = -305.1801, z = 797.0677, angle = -102.7588, collision = h0042B1
x = 953.7017, y = -304.9783, z = 797.3796, angle = -118.6214, collision = h0042B1
x = 959.7839, y = -304.9279, z = 798.723, angle = -90.90777, collision = h0042B1
x = 961.0849, y = -304.9666, z = 798.7438, angle = -90.60779, collision = h0042B1
x = 962.5211, y = -304.9774, z = 798.7829, angle = -100.7924, collision = h0042B1
x = 963.5751, y = -304.9527, z = 798.9741, angle = -100.4613, collision = h0042B1
x = 964.9872, y = -304.8171, z = 799.2356, angle = -100.1819, collision = h0042B1
x = 968.6716, y = -304.2288, z = 800.0478, angle = -120.2547, collision = h0042B1
x = 969.6365, y = -304.1409, z = 800.5901, angle = -122.447, collision = h0042B1
x = 970.8128, y = -304.0987, z = 801.3477, angle = -123.3251, collision = h0042B1
x = 971.907, y = -304.1035, z = 802.0701, angle = -124.2273, collision = h0042B1
x = 973.0751, y = -304.1652, z = 802.8666, angle = -124.1163, collision = h0042B1
x = 973.9771, y = -304.2013, z = 803.4775, angle = -123.4212, collision = h0042B1
x = 975.1819, y = -304.1781, z = 804.268, angle = -120.7648, collision = h0042B1
x = 976.2797, y = -304.1159, z = 804.9268, angle = -118.7942, collision = h0042B1
x = 977.3254, y = -304.0685, z = 805.5042, angle = -105.5412, collision = h0042B1
x = 978.3345, y = -304.0213, z = 805.8315, angle = -91.35329, collision = h0042B1
x = 979.8175, y = -303.9193, z = 805.8201, angle = -72.23652, collision = h0042B1
x = 980.7985, y = -303.8275, z = 805.3788, angle = -11.33822, collision = h0042B1
x = 981.7535, y = -303.1187, z = 799.9802, angle = 12.0128, collision = h0067B1
x = 981.505, y = -303.3, z = 798.6266, angle = 4.758511, collision = h0067B1
x = 981.3905, y = -303.3, z = 797.2536, angle = -132.5435, collision = h0067B1
x = 982.7279, y = -303.3, z = 797.7416, angle = -85.77132, collision = h0067B1
x = 983.9089, y = -303.0194, z = 797.5045, angle = -18.62985, collision = h0067B1
x = 984.3652, y = -303.1809, z = 796.1259, angle = 8.069103, collision = h0067B1
x = 984.2662, y = -303.2671, z = 794.9376, angle = 22.89947, collision = h0067B1
x = 983.653, y = -303.3, z = 793.6228, angle = 59.06462, collision = h0067B1
x = 982.4293, y = -303.3, z = 793.0992, angle = 90.62548, collision = h0067B1
x = 980.9595, y = -303.0921, z = 793.2696, angle = 102.709, collision = h0067B1
x = 979.7531, y = -302.6073, z = 793.5809, angle = 123.8332, collision = h0067B1
x = 978.9485, y = -303.2997, z = 794.2409, angle = -175.8372, collision = h0067B1
x = 979.1663, y = -303.3, z = 795.3768, angle = -156.6899, collision = h0067B1
x = 979.6985, y = -303.3, z = 796.282, angle = -129.9194, collision = h0067B1
x = 981.7078, y = -328.5, z = 793.2859, angle = 44.4744, collision = h0067B1
x = 980.3884, y = -328.5, z = 793.3268, angle = 136.9584, collision = h0067B1
x = 979.6853, y = -328.5, z = 794.0621, angle = 153.8817, collision = h0067B1
x = 979.2832, y = -328.5, z = 795.2, angle = -145.9549, collision = h0067B1
x = 979.8169, y = -328.5, z = 796.2225, angle = -151.6144, collision = h0067B1
x = 980.7487, y = -328.5, z = 797.5651, angle = -135.3974, collision = h0067B1
x = 981.9276, y = -328.5, z = 797.9664, angle = -40.76085, collision = h0067B1
x = 983.7247, y = -328.5, z = 796.4966, angle = 10.84081, collision = h0067B1
x = 983.546, y = -328.5, z = 795.2419, angle = -32.34099, collision = h0067B1
x = 983.1372, y = -328.5, z = 793.6072, angle = -50.82219, collision = h0067B1
x = 984.3627, y = -328.5, z = 793.0164, angle = -144.3276, collision = h0067B1
x = 985.1417, y = -328.5, z = 794.0392, angle = -147.1038, collision = h0067B1
x = 985.7892, y = -328.5, z = 795.066, angle = -102.8608, collision = h0067B1
x = 986.7864, y = -328.456, z = 795.2619, angle = -93.43678, collision = h0094B1
x = 987.944, y = -328.8617, z = 795.1708, angle = -91.19684, collision = h0094B1
x = 989.0982, y = -329.1301, z = 795.1344, angle = -88.49561, collision = h0094B1
x = 989.1274, y = -329.0576, z = 796.4871, angle = -177.9817, collision = h0094B1
x = 989.2218, y = -329.0044, z = 797.9708, angle = -158.1967, collision = h0094B1
x = 989.7139, y = -328.9589, z = 799.1948, angle = -150.4623, collision = h0094B1
x = 990.0458, y = -328.9422, z = 800.5712, angle = 137.7552, collision = h0094B1
x = 989.1539, y = -328.9248, z = 801.525, angle = 116.6022, collision = h0094B1
x = 988.9053, y = -328.9251, z = 802.5366, angle = 176.3707, collision = h0094B1
x = 988.8218, y = -328.9235, z = 803.8565, angle = 176.397, collision = h0094B1
x = 988.7289, y = -328.8042, z = 805.3417, angle = 176.6214, collision = h0094B1
x = 988.5862, y = -328.4452, z = 806.6524, angle = 163.0091, collision = h0094B1
x = 988.1954, y = -328.5, z = 808.0857, angle = -172.4885, collision = h0093B1
x = 988.3447, y = -328.5, z = 809.3854, angle = -171.9081, collision = h0093B1
x = 988.5257, y = -328.5, z = 810.5135, angle = -143.5485, collision = h0093B1
x = 989.0836, y = -328.5, z = 811.4144, angle = -154.2592, collision = h0093B1
x = 989.5683, y = -328.5, z = 812.7995, angle = 172.6944, collision = h0093B1
x = 989.3975, y = -328.5, z = 814.1088, angle = 158.0503, collision = h0093B1
x = 988.9722, y = -328.5, z = 815.1831, angle = 0.3462633, collision = h0093B1
x = 990.2223, y = -328.9615, z = 804.149, angle = -102.626, collision = h0094B1
x = 991.5276, y = -328.9438, z = 804.354, angle = -97.71213, collision = h0094B1
x = 992.9451, y = -328.8708, z = 804.7422, angle = -117.3251, collision = h0094B1
x = 994.1199, y = -328.8594, z = 805.3501, angle = -132.9015, collision = h0094B1
x = 995.1763, y = -328.8831, z = 806.381, angle = -145.0738, collision = h0094B1
x = 995.9186, y = -328.9078, z = 807.4747, angle = -153.8978, collision = h0094B1
x = 996.5516, y = -328.9499, z = 808.8204, angle = -169.5608, collision = h0094B1
x = 996.7855, y = -329.0422, z = 810.1203, angle = 178.4515, collision = h0094B1
x = 996.6886, y = -329.1404, z = 811.5986, angle = 162.4895, collision = h0094B1
x = 996.2084, y = -329.1177, z = 813.0043, angle = 160.0112, collision = h0094B1
x = 995.841, y = -329.0995, z = 814.2635, angle = 167.0828, collision = h0094B1
x = 995.5453, y = -329.1404, z = 815.5519, angle = 169.1117, collision = h0094B1
x = 995.3331, y = -329.196, z = 816.6041, angle = 167.4989, collision = h0094B1
x = 994.9525, y = -329.3552, z = 817.7214, angle = 154.4667, collision = h0094B1
x = 994.4714, y = -329.4863, z = 818.7431, angle = 168.952, collision = h0094B1
x = 994.9948, y = -329.7386, z = 819.829, angle = -122.778, collision = h0094B1
x = 996.2784, y = -330.0113, z = 820.5665, angle = -126.5502, collision = h0094B1
x = 997.2401, y = -330.268, z = 821.4107, angle = -148.9479, collision = h0094B1
x = 998.0873, y = -330.381, z = 822.6291, angle = -131.8894, collision = h0094B1
x = 999.1053, y = -330.496, z = 823.4536, angle = -117.823, collision = h0094B1
x = 1000.414, y = -330.6103, z = 824.1592, angle = -125.1464, collision = h0094B1
x = 1001.499, y = -330.7761, z = 824.9166, angle = -113.3065, collision = h0094B1
x = 1002.861, y = -330.948, z = 825.5101, angle = -111.7174, collision = h0094B1
x = 1004.09, y = -330.9962, z = 825.9995, angle = -127.6968, collision = h0094B1
x = 1005.155, y = -331.0644, z = 826.9807, angle = -141.0284, collision = h0094B1
x = 1005.922, y = -331.1547, z = 828.0566, angle = -139.3531, collision = h0094B1
x = 1006.884, y = -331.2436, z = 829.1866, angle = -135.8866, collision = h0094B1
x = 1007.806, y = -331.285, z = 830.1346, angle = -134.5158, collision = h0094B1
x = 1008.885, y = -331.256, z = 831.1582, angle = -127.3099, collision = h0094B1
x = 1009.915, y = -331.2103, z = 831.9872, angle = -135.6956, collision = h0094B1
x = 1010.964, y = -331.1876, z = 833.0421, angle = -134.9481, collision = h0094B1
x = 1011.902, y = -331.1663, z = 833.975, angle = -132.7714, collision = h0094B1
x = 1013.036, y = -331.1406, z = 834.935, angle = -121.5361, collision = h0094B1
x = 1014.166, y = -331.0874, z = 835.6208, angle = -113.8406, collision = h0094B1
x = 1015.411, y = -330.9448, z = 836.3097, angle = -113.4909, collision = h0094B1
x = 1016.603, y = -330.8231, z = 836.8605, angle = -108.7416, collision = h0094B1
x = 1017.797, y = -330.688, z = 837.236, angle = -89.29018, collision = h0094B1
x = 1019.077, y = -330.5131, z = 837.2461, angle = -97.54984, collision = h0094B1
x = 1020.253, y = -330.364, z = 837.4044, angle = -109.4216, collision = h0094B1
x = 1021.505, y = -330.173, z = 837.7998, angle = -108.46, collision = h0094B1
x = 1022.815, y = -329.891, z = 838.2415, angle = -108.9901, collision = h0094B1
x = 1023.877, y = -329.662, z = 838.5937, angle = -109.951, collision = h0094B1
x = 1025.117, y = -329.3971, z = 839.0427, angle = -103.9916, collision = h0094B1
x = 1026.474, y = -329.3453, z = 839.3917, angle = -80.59436, collision = h0094B1
x = 1027.556, y = -329.2821, z = 839.3026, angle = -72.77267, collision = h0094B1
x = 1026.865, y = -329.209, z = 838.1485, angle = 98.87291, collision = h0094B1
x = 1020.778, y = -330.3768, z = 838.5236, angle = 76.75619, collision = h0094B1
x = 1019.776, y = -330.4968, z = 838.2927, angle = 70.49416, collision = h0094B1
x = 1016.321, y = -330.7585, z = 835.4987, angle = 35.39246, collision = h0094B1
x = 1015.378, y = -330.9116, z = 834.5718, angle = 102.309, collision = h0094B1
x = 1010.07, y = -331.0494, z = 830.752, angle = 31.59359, collision = h0094B1
x = 1009.66, y = -330.9936, z = 829.7247, angle = 47.87484, collision = h0094B1
x = 1008.764, y = -331.0264, z = 828.9003, angle = 38.20663, collision = h0094B1
x = 1007.854, y = -330.9957, z = 827.8235, angle = 18.49455, collision = h0094B1
x = 1007.377, y = -330.8892, z = 826.6002, angle = -18.49371, collision = h0094B1
