# Shanty
x = -217.4494, y = -95.5304, z = -26.17444, angle = 66.58151, collision = h0000B0
x = -179.5811, y = -215.6428, z = 135.3012, angle = 171.8735, collision = h0020B0
x = -179.0233, y = -214.6021, z = 140.4516, angle = 121.5513, collision = h0031B0
x = -180.096, y = -214.5779, z = 140.9237, angle = 102.7475, collision = h0031B0
x = -181.3655, y = -214.6313, z = 141.2115, angle = 104.5703, collision = h0031B0
x = -182.6441, y = -214.7988, z = 141.5429, angle = 131.2323, collision = h0031B0
x = -183.581, y = -214.9167, z = 142.3248, angle = 178.6394, collision = h0031B0
x = -183.1817, y = -214.7913, z = 146.0034, angle = -153.7082, collision = h0031B0
x = -182.7401, y = -214.6822, z = 147.1335, angle = 148.6434, collision = h0031B0
x = -183.4319, y = -214.7013, z = 148.2604, angle = 110.4664, collision = h0031B0
x = -184.585, y = -214.7922, z = 148.7409, angle = 88.72779, collision = h0031B0
x = -185.9031, y = -214.9077, z = 148.7684, angle = 67.86301, collision = h0031B0
x = -187.1105, y = -214.8193, z = 148.3294, angle = 50.82028, collision = h0030B0
x = -187.9479, y = -214.7977, z = 147.685, angle = 50.72615, collision = h0030B0
x = -199.0565, y = -214.9683, z = 141.8368, angle = 145.5052, collision = h0030B0
x = -199.7682, y = -214.723, z = 142.8655, angle = 147.9544, collision = h0030B0
x = -200.4818, y = -214.5839, z = 143.9925, angle = 116.7591, collision = h0030B0
x = -201.4967, y = -214.5283, z = 144.6703, angle = 87.13103, collision = h0030B0
x = -202.5459, y = -214.6387, z = 144.6337, angle = 93.68768, collision = h0030B0
x = -203.916, y = -214.8364, z = 144.6995, angle = 98.1409, collision = h0030B0
x = -205.154, y = -215.0325, z = 144.8679, angle = 101.6038, collision = h0030B0
x = -206.5211, y = -215.4135, z = 145.1417, angle = 106.804, collision = h0030B0
x = -207.7018, y = -215.6428, z = 145.4927, angle = 124.7954, collision = h3001B0
x = -208.8693, y = -215.6154, z = 146.2289, angle = 134.7754, collision = h3001B0
x = -209.7575, y = -215.5594, z = 147.0876, angle = 145.1358, collision = h3001B0
x = -210.5619, y = -215.6023, z = 148.1826, angle = 143.5471, collision = h3001B0
x = -211.2934, y = -215.6428, z = 149.2109, angle = 161.5897, collision = h0030B0
x = -211.6662, y = -215.6195, z = 150.2083, angle = 168.8793, collision = h0030B0
x = -211.9494, y = -215.6428, z = 151.5206, angle = -174.1105, collision = h3001B0
x = -211.8479, y = -215.6428, z = 152.757, angle = -139.2364, collision = h3001B0
x = -211.0036, y = -215.6428, z = 153.8501, angle = -149.7675, collision = h3001B0
x = -210.4057, y = -215.6428, z = 154.7117, angle = -156.2562, collision = h3001B0
x = -209.8743, y = -215.6428, z = 155.9228, angle = -157.3188, collision = h3001B0
x = -209.2648, y = -215.6428, z = 157.0757, angle = -100.1241, collision = h3001B0
x = -208.0398, y = -215.6428, z = 157.0643, angle = -52.85097, collision = h0030B0
x = -206.9926, y = -215.4437, z = 156.6898, angle = -112.2635, collision = h0030B0
x = -205.793, y = -215.2128, z = 157.2379, angle = -154.8625, collision = h0030B0
x = -205.1658, y = -215.4184, z = 158.3718, angle = -150.5532, collision = h0030B0
x = -204.3075, y = -215.6428, z = 159.7822, angle = -142.9302, collision = h3001B0
x = -203.4856, y = -215.6428, z = 161.1982, angle = -149.138, collision = h3001B0
x = -202.7316, y = -215.6428, z = 162.3588, angle = -131.6259, collision = h3001B0
x = -201.8186, y = -215.6428, z = 163.2426, angle = -117.2866, collision = h3001B0
x = -200.6136, y = -215.6428, z = 163.9284, angle = -102.9463, collision = h3001B0
x = -199.5989, y = -215.6428, z = 164.2024, angle = -66.94675, collision = h3001B0
x = -198.4073, y = -215.6428, z = 163.8537, angle = -21.33153, collision = h3001B0
x = -197.828, y = -215.6428, z = 163.0283, angle = -3.233657, collision = h3001B0
x = -197.6364, y = -215.6428, z = 161.6898, angle = -0.9658707, collision = h3001B0
x = -197.6268, y = -215.6428, z = 160.6075, angle = 66.82394, collision = h3001B0
x = -199.0567, y = -215.6428, z = 160.7906, angle = 118.3886, collision = h3001B0
x = -200.2613, y = -215.6428, z = 161.3361, angle = 85.52051, collision = h3001B0
x = -201.4909, y = -215.6428, z = 161.2602, angle = 73.9051, collision = h3001B0
x = -205.3147, y = -214.7048, z = 156.0839, angle = 15.56123, collision = h0030B0
x = -205.6408, y = -214.6448, z = 154.9189, angle = 36.80856, collision = h0030B0
x = -206.3974, y = -214.7045, z = 153.8394, angle = 12.44052, collision = h0030B0
x = -206.7184, y = -214.7469, z = 152.5975, angle = 10.9607, collision = h0030B0
x = -207.016, y = -214.8002, z = 151.0512, angle = 10.15894, collision = h0030B0
x = -207.3226, y = -214.8738, z = 149.3334, angle = 8.67251, collision = h0030B0
x = -207.5388, y = -215.1156, z = 147.9558, angle = 4.162099, collision = h0030B0
x = -207.6573, y = -215.446, z = 146.7373, angle = -8.320414, collision = h0030B0
x = -207.2446, y = -215.6428, z = 144.0317, angle = -0.8592788, collision = h3001B0
x = -207.2274, y = -215.6428, z = 142.885, angle = -0.3681882, collision = h3001B0
x = -207.2355, y = -215.6428, z = 141.5194, angle = 11.22368, collision = h3001B0
x = -207.4761, y = -215.6428, z = 140.1855, angle = 25.78032, collision = h3001B0
x = -207.934, y = -215.6428, z = 139.1201, angle = 20.94115, collision = h3001B0
x = -208.3416, y = -215.6428, z = 138.0069, angle = -0.2378408, collision = h3001B0
x = -208.3107, y = -215.6428, z = 136.7381, angle = -34.40534, collision = h3001B0
x = -204.5149, y = -215.6428, z = 134.3974, angle = -68.91463, collision = h3001B0
x = -203.2978, y = -215.6428, z = 133.912, angle = -61.64326, collision = h3001B0
x = -202.1244, y = -215.6428, z = 133.3424, angle = -78.15942, collision = h3001B0
x = -200.7832, y = -215.6428, z = 133.1285, angle = -89.2201, collision = h3001B0
x = -194.8836, y = -215.6428, z = 135.5093, angle = -100.4228, collision = h3001B0
x = -193.5997, y = -215.6428, z = 135.7607, angle = -97.5017, collision = h3001B0
x = -190.9939, y = -215.6428, z = 136.0861, angle = -130.8132, collision = h3001B0
x = -190.0055, y = -215.6428, z = 136.9456, angle = -141.9864, collision = h3001B0
x = -189.2148, y = -215.6428, z = 137.9871, angle = -145.4881, collision = h3001B0
x = -188.5585, y = -215.6428, z = 138.9422, angle = -145.6697, collision = h3001B0
x = -187.8188, y = -215.6428, z = 140.0276, angle = -149.6881, collision = h3001B0
x = -187.2859, y = -215.6428, z = 141.2119, angle = -173.965, collision = h0020B0
x = -187.1467, y = -215.6428, z = 142.5201, angle = -175.5041, collision = h0020B0
x = -187.0205, y = -215.6428, z = 143.8323, angle = -170.5737, collision = h0031B0
x = -186.7545, y = -215.5576, z = 145.1156, angle = -150.3318, collision = h0031B0
x = -183.792, y = -214.8576, z = 146.8267, angle = -38.29208, collision = h0031B0
x = -182.531, y = -214.7024, z = 144.6747, angle = 0.1083951, collision = h0031B0
x = -182.5046, y = -214.6831, z = 143.4062, angle = 0.5370168, collision = h0031B0
x = -182.5367, y = -214.9007, z = 140.2203, angle = -28.11065, collision = h0031B0
x = -182.1134, y = -215.118, z = 139.1897, angle = -71.3613, collision = h0031B0
x = -180.7688, y = -215.2376, z = 138.5968, angle = -104.0117, collision = h0031B0
x = -175.8022, y = -215.005, z = 135.9191, angle = -11.90548, collision = h0031B0
x = -175.5208, y = -214.984, z = 134.555, angle = -27.73374, collision = h0031B0
x = -174.9465, y = -214.9103, z = 133.5107, angle = -68.33992, collision = h0031B0
x = -173.6747, y = -214.7711, z = 132.9794, angle = -95.76461, collision = h0031B0
x = -169.1181, y = -214.5795, z = 134.4237, angle = -91.06563, collision = h0031B0
x = -167.7672, y = -214.4882, z = 134.4424, angle = -75.72552, collision = h0031B0
x = -166.5462, y = -214.5688, z = 134.1418, angle = -84.3203, collision = h0031B0
x = -164.2324, y = -214.8087, z = 134.8279, angle = -158.9758, collision = h0031B0
x = -163.6899, y = -215.0029, z = 136.0981, angle = 165.0133, collision = h0031B0
x = -163.9428, y = -215.1192, z = 137.2613, angle = 117.1868, collision = h0031B0
x = -166.6513, y = -215.0693, z = 138.5051, angle = 167.1358, collision = h0031B0
x = -166.7534, y = -215.0684, z = 139.7738, angle = -161.0285, collision = h0031B0
x = -166.3809, y = -215.083, z = 140.943, angle = -160.756, collision = h0031B0
x = -165.928, y = -215.0617, z = 142.2299, angle = -171.4907, collision = h0031B0
x = -167.1535, y = -214.8436, z = 144.4723, angle = 74.61854, collision = h0031B0
x = -168.1512, y = -214.7616, z = 144.2532, angle = 56.8293, collision = h0031B0
x = -169.2491, y = -214.7423, z = 143.6122, angle = 73.39428, collision = h0031B0
x = -170.3744, y = -214.7053, z = 143.156, angle = 85.93959, collision = h0031B0
x = -171.633, y = -214.6706, z = 143.3217, angle = 125.0898, collision = h0031B0
x = -171.3673, y = -214.2681, z = 144.6348, angle = -85.50649, collision = h0031B0
x = -170.0643, y = -214.5924, z = 144.7069, angle = -56.6649, collision = h0031B0
x = -164.7189, y = -215.1444, z = 144.3508, angle = -116.0218, collision = h0031B0
x = -161.8067, y = -215.5324, z = 144.6194, angle = -61.92707, collision = h0031B0
x = -160.6823, y = -215.4846, z = 144.0015, angle = -31.04872, collision = h0031B0
x = -158.1484, y = -215.6428, z = 142.6802, angle = -131.7615, collision = h0031B0
x = -157.1766, y = -215.57, z = 143.4562, angle = -149.8223, collision = h0031B0
x = -156.46, y = -215.3956, z = 144.5759, angle = -149.0095, collision = h0031B0
x = -155.7712, y = -215.1957, z = 145.6659, angle = -124.7396, collision = h0031B0
x = -154.7892, y = -214.949, z = 146.4331, angle = -76.5257, collision = h0031B0
x = -153.6727, y = -214.9731, z = 146.3169, angle = -62.67328, collision = h0031B0
x = -152.5539, y = -215.1104, z = 145.769, angle = -55.6177, collision = h0031B0
x = -151.406, y = -215.1953, z = 144.9816, angle = -35.34105, collision = h0031B0
x = -150.6688, y = -215.2765, z = 143.9997, angle = -45.1486, collision = h0031B0
x = -149.7469, y = -215.3427, z = 142.9824, angle = -55.71479, collision = h0031B0
x = -148.7063, y = -215.3453, z = 142.3275, angle = -94.03926, collision = h0031B0
x = -147.3778, y = -215.2901, z = 142.3826, angle = -127.9094, collision = h0031B0
x = -146.3551, y = -215.1891, z = 143.1167, angle = -147.0901, collision = h0031B0
x = -145.6171, y = -215.1263, z = 144.1974, angle = -166.9039, collision = h0031B0
x = -145.3051, y = -215.0476, z = 145.2441, angle = -142.2323, collision = h0031B0
x = -144.64, y = -215.1693, z = 146.268, angle = -92.30852, collision = h0031B0
x = -143.3017, y = -215.5021, z = 146.4947, angle = -77.19118, collision = h0031B0
x = -142.0908, y = -215.622, z = 146.2321, angle = -109.013, collision = h0031B0
x = -141.0733, y = -215.6187, z = 146.3885, angle = -170.8946, collision = h0031B0
x = -141.039, y = -215.6428, z = 147.6034, angle = 125.2779, collision = h0031B0
x = -142.1353, y = -215.6428, z = 148.2965, angle = 133.4846, collision = h0031B0
x = -143.0035, y = -215.6428, z = 149.2124, angle = 156.8101, collision = h0031B0
x = -143.482, y = -215.6428, z = 150.2783, angle = 156.8411, collision = h0031B0
x = -143.9945, y = -215.6428, z = 151.4817, angle = 157.214, collision = h0031B0
x = -144.7858, y = -215.6428, z = 152.4713, angle = 105.6908, collision = h0031B0
x = -146.161, y = -215.3159, z = 153.1723, angle = 150.3224, collision = h0031B0
x = -146.8744, y = -215.2332, z = 154.3477, angle = 171.5177, collision = h0031B0
x = -147.1007, y = -215.3018, z = 155.56, angle = -179.09, collision = h0031B0
x = -147.0829, y = -215.4299, z = 156.9089, angle = -175.598, collision = h0031B0
x = -147.015, y = -215.6413, z = 157.9719, angle = -171.3399, collision = h0031B0
x = -146.8403, y = -215.6428, z = 159.2307, angle = -178.4816, collision = h0031B0
x = -146.7765, y = -215.6428, z = 160.5743, angle = 173.4419, collision = h0031B0
x = -146.8985, y = -215.6428, z = 161.826, angle = 165.3638, collision = h0031B0
x = -147.1954, y = -215.6428, z = 163.1821, angle = 125.7251, collision = h0031B0
x = -148.0851, y = -215.5609, z = 163.9987, angle = 115.9679, collision = h0031B0
x = -149.3372, y = -215.2909, z = 164.6047, angle = 103.6715, collision = h0031B0
x = -150.5194, y = -215.1781, z = 164.943, angle = 100.8728, collision = h0031B0
x = -151.8674, y = -215.3076, z = 165.2029, angle = 113.379, collision = h0031B0
x = -152.8415, y = -215.4229, z = 165.5222, angle = 151.7113, collision = h0031B0
x = -153.5321, y = -215.3539, z = 166.595, angle = 167.3441, collision = h0031B0
x = -153.8557, y = -215.1725, z = 167.882, angle = -177.7111, collision = h0031B0
x = -153.8328, y = -215.0522, z = 169.1403, angle = 173.1941, collision = h0031B0
x = -153.8643, y = -214.9082, z = 170.5062, angle = -170.6871, collision = h0031B0
x = -153.6724, y = -214.7595, z = 171.732, angle = -108.2646, collision = h0031B0
x = -152.4923, y = -214.7702, z = 172.252, angle = -44.70408, collision = h0031B0
x = -151.5902, y = -214.7774, z = 171.4613, angle = 4.050753, collision = h0031B0
x = -151.2017, y = -214.6869, z = 170.3408, angle = -25.87436, collision = h0031B0
x = -150.788, y = -214.7243, z = 169.4086, angle = -59.00156, collision = h0031B0
x = -149.6847, y = -214.7361, z = 168.585, angle = -68.89758, collision = h0031B0
x = -148.5411, y = -214.6832, z = 168.13, angle = -68.33105, collision = h0031B0
x = -147.3008, y = -214.7384, z = 167.547, angle = -44.81482, collision = h0031B0
x = -146.4262, y = -214.8855, z = 166.6699, angle = -28.43122, collision = h0031B0
x = -145.7569, y = -215.1663, z = 165.4941, angle = -65.24813, collision = h0031B0
x = -144.7279, y = -215.4263, z = 164.8743, angle = -114.5208, collision = h0031B0
x = -143.5169, y = -215.2925, z = 165.311, angle = -144.4126, collision = h0031B0
x = -142.6971, y = -214.9255, z = 166.3112, angle = -177.3421, collision = h0031B0
x = -142.5435, y = -214.7235, z = 167.3361, angle = 165.6841, collision = h0031B0
x = -142.7767, y = -214.447, z = 168.7046, angle = -130.2542, collision = h0031B0
x = -142.0304, y = -214.4128, z = 169.5863, angle = -90.26442, collision = h0031B0
x = -140.6572, y = -214.6005, z = 169.6839, angle = -82.54836, collision = h0031B0
x = -139.4359, y = -214.8137, z = 169.5216, angle = -84.35638, collision = h0031B0
x = -138.0659, y = -215.0043, z = 169.3901, angle = -96.74195, collision = h0031B0
x = -136.8289, y = -215.0776, z = 169.5219, angle = -151.2243, collision = h0031B0
x = -136.0886, y = -215.0694, z = 170.5694, angle = -163.879, collision = h0031B0
x = -135.7119, y = -215.0754, z = 171.7951, angle = -125.4894, collision = h0031B0
x = -134.7741, y = -215.1207, z = 172.6366, angle = -108.3814, collision = h0031B0
x = -133.7201, y = -215.1818, z = 173.0223, angle = -135.3089, collision = h0031B0
x = -132.7963, y = -215.2389, z = 173.8446, angle = -146.0711, collision = h0031B0
x = -132.013, y = -215.2782, z = 174.9969, angle = -139.2233, collision = h0031B0
x = -131.2024, y = -215.2924, z = 175.9142, angle = -91.48126, collision = h0031B0
x = -129.8457, y = -215.3155, z = 176.0574, angle = -72.15765, collision = h0031B0
x = -128.6663, y = -215.3353, z = 175.7044, angle = -90.73327, collision = h0031B0
x = -127.326, y = -215.4447, z = 175.6147, angle = -99.49206, collision = h0031B0
x = -126.0794, y = -215.6428, z = 175.7838, angle = -104.3855, collision = h0031B0
x = -125.1039, y = -215.6428, z = 176.0088, angle = -106.0869, collision = h0031B0
x = -123.9685, y = -215.6428, z = 176.2923, angle = -98.66328, collision = h0031B0
x = -122.6871, y = -215.6428, z = 176.6081, angle = -110.9993, collision = h0031B0
x = -121.577, y = -215.6428, z = 177.2556, angle = -164.9381, collision = h0031B0
x = -121.2468, y = -215.6428, z = 178.519, angle = -119.3747, collision = h0031B0
x = -120.2183, y = -215.6428, z = 178.8076, angle = -53.26684, collision = h0031B0
x = -119.3266, y = -215.6428, z = 177.9062, angle = 2.085544, collision = h0031B0
x = -119.3, y = -215.6428, z = 176.7338, angle = -8.086111, collision = h0031B0
x = -119.1207, y = -215.6428, z = 175.4264, angle = -2.704004, collision = h0031B0
x = -119.1493, y = -215.6428, z = 174.1161, angle = 14.00137, collision = h0031B0
x = -119.4084, y = -215.6428, z = 172.8253, angle = -6.484226, collision = h0031B0
x = -118.9966, y = -215.6428, z = 171.6389, angle = -53.66788, collision = h0031B0
x = -117.9832, y = -215.6428, z = 170.8058, angle = -26.27631, collision = h0031B0
x = -117.5312, y = -215.6428, z = 169.7311, angle = -0.3195709, collision = h0031B0
x = -117.554, y = -215.6131, z = 168.4071, angle = 3.312929, collision = h0031B0
x = -117.5372, y = -215.5692, z = 167.2542, angle = -29.20112, collision = h0031B0
x = -117.0015, y = -215.5367, z = 166.1077, angle = 23.74009, collision = h0031B0
x = -117.4516, y = -215.4925, z = 165.2091, angle = 104.6782, collision = h0031B0
x = -118.6378, y = -215.4748, z = 165.416, angle = 92.4025, collision = h0031B0
x = -119.904, y = -215.4513, z = 165.5187, angle = 124.4315, collision = h0031B0
x = -121.0219, y = -215.452, z = 166.1631, angle = 135.6749, collision = h0031B0
x = -121.9687, y = -215.4647, z = 167.0267, angle = 103.3456, collision = h0031B0
x = -123.2243, y = -215.4506, z = 167.3676, angle = 90.90215, collision = h0031B0
x = -124.5, y = -215.4681, z = 167.45, angle = 91.96532, collision = h0031B0
x = -125.7018, y = -215.4921, z = 167.4895, angle = 87.4696, collision = h0031B0
x = -126.9792, y = -215.5117, z = 167.4171, angle = 57.7887, collision = h0031B0
x = -127.9308, y = -215.5414, z = 166.9088, angle = 10.52818, collision = h0031B0
x = -128.2436, y = -215.5572, z = 165.6747, angle = -27.14752, collision = h0031B0
x = -127.5629, y = -215.5257, z = 164.4689, angle = -50.59146, collision = h0031B0
x = -126.5831, y = -215.4797, z = 163.597, angle = -26.57892, collision = h0031B0
x = -126.1394, y = -215.4595, z = 162.402, angle = 22.02593, collision = h0031B0
x = -126.6604, y = -215.4852, z = 161.2129, angle = 6.472642, collision = h0031B0
x = -126.7018, y = -215.4694, z = 159.9245, angle = -48.53881, collision = h0031B0
x = -125.8481, y = -215.4077, z = 159.1989, angle = -77.52454, collision = h0031B0
x = -124.5911, y = -215.3415, z = 158.8062, angle = -66.6855, collision = h0031B0
x = -123.3946, y = -215.3415, z = 158.2721, angle = -59.76917, collision = h0031B0
x = -122.2801, y = -215.1645, z = 157.576, angle = -42.79481, collision = h0031B0
x = -121.4869, y = -214.9823, z = 156.5511, angle = 6.253298, collision = h0031B0
x = -121.715, y = -214.9159, z = 155.3002, angle = 30.01682, collision = h0031B0
x = -122.2956, y = -214.9426, z = 154.2923, angle = 24.81185, collision = h0031B0
x = -122.6799, y = -215.0078, z = 153.0487, angle = -17.63504, collision = h0031B0
x = -121.9397, y = -214.8532, z = 151.7112, angle = -70.57035, collision = h0031B0
x = -120.706, y = -214.7823, z = 151.2247, angle = -27.81473, collision = h0031B0
x = -120.0119, y = -214.7993, z = 150.2532, angle = 34.24895, collision = h0031B0
x = -120.6313, y = -214.7927, z = 149.1474, angle = 40.87472, collision = h0031B0
x = -121.4919, y = -214.8156, z = 148.1226, angle = 47.29353, collision = h0031B0
x = -122.3941, y = -214.8962, z = 147.2437, angle = 56.482, collision = h0031B0
x = -123.347, y = -214.9555, z = 146.5441, angle = 55.69082, collision = h0031B0
x = -124.3649, y = -215.0724, z = 145.8512, angle = 29.37562, collision = h0031B0
x = -125.0793, y = -215.3415, z = 144.6982, angle = -14.9422, collision = h0031B0
x = -124.8699, y = -215.3415, z = 143.4998, angle = -40.39449, collision = h0031B0
x = -124.0352, y = -215.3248, z = 142.4441, angle = -57.07037, collision = h0031B0
x = -122.9952, y = -215.3826, z = 141.728, angle = -82.96815, collision = h0031B0
x = -121.7137, y = -215.3819, z = 141.5375, angle = -110.5101, collision = h0031B0
x = -120.4775, y = -215.3683, z = 141.9516, angle = -131.1884, collision = h0031B0
x = -119.5015, y = -215.3163, z = 142.7566, angle = -152.8231, collision = h0031B0
x = -118.893, y = -215.2932, z = 143.7452, angle = -159.5079, collision = h0031B0
x = -118.4419, y = -215.0341, z = 144.8955, angle = -173.7105, collision = h0031B0
x = -118.2803, y = -214.8988, z = 146.2757, angle = -178.9571, collision = h0031B0
x = -118.1851, y = -214.8259, z = 147.4994, angle = -124.0903, collision = h0031B0
x = -117.1604, y = -214.8194, z = 148.3544, angle = -98.76392, collision = h0031B0
x = -115.9698, y = -214.8572, z = 148.5483, angle = -74.13188, collision = h0031B0
x = -114.6899, y = -214.934, z = 148.2342, angle = -68.15295, collision = h0031B0
x = -113.489, y = -215.1277, z = 147.7634, angle = -75.49344, collision = h0031B0
x = -112.2463, y = -215.3415, z = 147.4341, angle = -88.8105, collision = h0031B0
x = -110.914, y = -215.5613, z = 147.3634, angle = -95.14504, collision = h0031B0
x = -109.6644, y = -215.6428, z = 147.4931, angle = -141.0857, collision = h0031B0
x = -108.6863, y = -215.6428, z = 148.4403, angle = -151.4914, collision = h0031B0
x = -108.141, y = -215.6428, z = 149.3203, angle = -156.2226, collision = h0031B0
x = -107.5526, y = -215.4633, z = 150.5735, angle = -143.8871, collision = h0031B0
x = -106.8594, y = -215.3923, z = 151.5881, angle = -122.9829, collision = h0031B0
x = -105.7502, y = -215.4753, z = 152.362, angle = -119.3148, collision = h0031B0
x = -104.6481, y = -215.5804, z = 152.9819, angle = -117.9016, collision = h0031B0
x = -103.4853, y = -215.6428, z = 153.5998, angle = -116.2541, collision = h0031B0
x = -102.3145, y = -215.6428, z = 154.1788, angle = -124.0916, collision = h0031B0
x = -101.2655, y = -215.6428, z = 154.892, angle = -168.7863, collision = h0031B0
x = -100.8973, y = -215.6428, z = 156.1578, angle = 160.0995, collision = h0031B0
x = -101.1948, y = -215.6428, z = 157.1585, angle = 116.8192, collision = h0031B0
x = -102.3237, y = -215.4465, z = 157.9076, angle = 91.21099, collision = h0031B0
x = -103.5443, y = -215.2828, z = 157.9709, angle = 90.84299, collision = h0031B0
x = -104.9165, y = -215.1279, z = 157.907, angle = 105.2447, collision = h0031B0
x = -106.0448, y = -214.9911, z = 157.9512, angle = 131.0148, collision = h0031B0
x = -107.0067, y = -214.8595, z = 157.6011, angle = 162.0942, collision = h0031B0
x = -99.85435, y = -215.6428, z = 157.4999, angle = -97.30107, collision = h0031B0
x = -98.50462, y = -215.6428, z = 157.7619, angle = -148.9937, collision = h0031B0
x = -97.77874, y = -215.5929, z = 158.8453, angle = -142.5419, collision = h0031B0
x = -96.95413, y = -215.4146, z = 159.8646, angle = -118.7678, collision = h0031B0
x = -95.93429, y = -215.6428, z = 160.4377, angle = -116.9361, collision = h0031B0
x = -94.75323, y = -215.6428, z = 161.041, angle = -116.7472, collision = h0031B0
x = -93.5832, y = -215.6428, z = 161.6253, angle = -108.0159, collision = h0031B0
x = -92.31223, y = -215.6428, z = 161.9733, angle = -101.919, collision = h0031B0
x = -91.07568, y = -215.6428, z = 162.3419, angle = -111.4166, collision = h0031B0
x = -89.8426, y = -215.5183, z = 162.8193, angle = -97.94174, collision = h0035B0
x = -88.6843, y = -215.158, z = 162.8942, angle = -34.85902, collision = h0035B0
x = -88.03236, y = -214.7803, z = 161.8206, angle = 25.68207, collision = h0035B0
x = -88.64652, y = -214.8029, z = 160.7057, angle = 63.66539, collision = h0035B0
x = -89.81828, y = -215.1498, z = 160.5179, angle = 155.1052, collision = h0035B0
x = -90.01424, y = -215.407, z = 161.7574, angle = -102.6834, collision = h0035B0
x = -87.5962, y = -214.3588, z = 160.0245, angle = -20.27237, collision = h0035B0
x = -87.11999, y = -214.011, z = 158.7579, angle = -21.7095, collision = h0035B0
x = -86.65933, y = -213.7586, z = 157.5679, angle = -7.054862, collision = h0035B0
x = -86.52641, y = -213.6329, z = 156.3058, angle = 50.93045, collision = h0035B0
x = -87.41589, y = -213.9007, z = 155.3912, angle = 77.26668, collision = h0035B0
x = -88.64216, y = -214.3257, z = 155.0646, angle = 80.52299, collision = h0035B0
x = -89.97416, y = -214.8056, z = 154.8421, angle = 81.88576, collision = h0035B0
x = -91.03161, y = -215.1882, z = 154.6845, angle = 83.32377, collision = h0035B0
x = -92.53178, y = -215.6428, z = 154.4974, angle = 75.07957, collision = h0031B0
x = -94.06915, y = -215.6428, z = 153.9848, angle = 37.80898, collision = h0031B0
x = -95.07353, y = -215.6428, z = 152.8698, angle = 7.835374, collision = h0031B0
x = -95.32337, y = -215.6428, z = 151.7781, angle = -11.50048, collision = h0031B0
x = -95.08661, y = -215.6428, z = 150.4232, angle = -41.1506, collision = h0031B0
x = -94.30254, y = -215.6428, z = 149.4772, angle = -50.71872, collision = h0031B0
x = -93.23467, y = -215.5199, z = 148.5932, angle = -52.2398, collision = h0035B0
x = -92.26131, y = -215.0969, z = 147.8304, angle = -52.27223, collision = h0035B0
x = -91.22614, y = -214.6331, z = 146.9541, angle = -7.588477, collision = h0035B0
x = -90.95195, y = -214.4058, z = 145.7735, angle = 28.05168, collision = h0035B0
x = -91.52396, y = -214.4741, z = 144.5866, angle = 28.27694, collision = h0035B0
x = -92.15888, y = -214.5639, z = 143.4507, angle = 43.32199, collision = h0035B0
x = -92.84271, y = -214.7099, z = 142.6609, angle = 56.30723, collision = h0035B0
x = -93.97281, y = -215.0091, z = 141.8641, angle = 49.49472, collision = h0035B0
x = -94.9145, y = -215.2461, z = 141.0927, angle = 35.38364, collision = h0035B0
x = -95.68488, y = -215.5388, z = 139.9844, angle = 34.95083, collision = h0031B0
x = -96.34556, y = -215.6428, z = 139.0389, angle = 34.97157, collision = h0031B0
x = -97.11515, y = -215.6428, z = 137.9385, angle = 47.90136, collision = h0031B0
x = -97.89797, y = -215.6428, z = 137.0726, angle = 78.01946, collision = h0031B0
x = -98.93966, y = -215.6428, z = 136.7586, angle = 76.23908, collision = h0031B0
x = -100.2373, y = -215.6428, z = 136.5275, angle = 75.54705, collision = h0031B0
x = -101.3679, y = -215.6428, z = 136.2338, angle = 75.75887, collision = h0031B0
x = -102.6944, y = -215.6428, z = 135.8966, angle = 67.73541, collision = h0031B0
x = -104.0107, y = -215.6428, z = 135.4638, angle = 65.20242, collision = h0031B0
x = -105.0241, y = -215.6428, z = 134.9939, angle = 80.93913, collision = h0031B0
x = -106.3398, y = -215.6428, z = 134.6982, angle = 72.47136, collision = h0031B0
x = -107.5067, y = -215.6428, z = 134.3306, angle = 65.39623, collision = h0031B0
x = -108.7278, y = -215.6428, z = 133.7563, angle = 68.48621, collision = h0031B0
x = -109.9813, y = -215.6428, z = 133.2452, angle = 71.2402, collision = h0031B0
x = -111.0305, y = -215.6428, z = 132.8925, angle = 73.52339, collision = h0031B0
x = -112.472, y = -215.2384, z = 132.4974, angle = 33.00824, collision = h0031B0
x = -113.2448, y = -215.1093, z = 131.7538, angle = 23.50873, collision = h0031B0
x = -113.888, y = -215.0547, z = 130.3717, angle = 66.36253, collision = h0031B0
x = -114.7835, y = -214.9837, z = 129.5492, angle = 93.99802, collision = h0031B0
x = -116.1911, y = -214.9238, z = 129.3582, angle = 110.96, collision = h0031B0
x = -117.2661, y = -214.9387, z = 129.6974, angle = 117.1152, collision = h0031B0
x = -118.6928, y = -214.9707, z = 130.3687, angle = 115.9449, collision = h0031B0
x = -119.9572, y = -215.0636, z = 131.004, angle = 108.5298, collision = h0031B0
x = -121.4472, y = -215.6428, z = 131.5746, angle = 96.37865, collision = h0031B0
x = -122.5482, y = -215.6428, z = 131.8341, angle = 71.65992, collision = h0031B0
x = -124.1035, y = -215.6428, z = 131.4136, angle = 28.51586, collision = h0031B0
x = -124.8782, y = -215.6428, z = 130.3904, angle = -1.407784, collision = h0031B0
x = -124.8978, y = -215.6428, z = 129.3677, angle = -26.61962, collision = h0031B0
x = -124.3471, y = -215.6428, z = 128.185, angle = -27.71207, collision = h0031B0
